rungroup	foil	ndel	xscol	yscol	total	fit	holdout	holdout_core	surplus	unsupported
rg05_theta12p495_foilpm3	1	2	7	6	249	133	50	40	34	0
rg05_theta12p495_foilpm3	1	2	7	7	4	0	1	0	0	4
rg05_theta12p495_foilpm3	1	2	8	2	3	0	1	0	0	3
rg05_theta12p495_foilpm3	1	2	8	3	49	25	10	7	7	0
rg05_theta12p495_foilpm3	1	2	8	4	84	43	17	14	11	0
rg05_theta12p495_foilpm3	1	2	8	5	125	62	25	20	16	0
rg05_theta12p495_foilpm3	1	2	8	6	177	91	36	28	23	0
rg05_theta12p495_foilpm3	1	2	8	7	1	0	1	0	0	1
rg05_theta12p495_foilpm3	1	3	0	3	29	12	6	3	4	0
rg05_theta12p495_foilpm3	1	3	0	4	54	25	11	9	7	0
rg05_theta12p495_foilpm3	1	3	0	5	123	58	25	20	15	0
rg05_theta12p495_foilpm3	1	3	0	6	97	48	20	14	12	0
rg05_theta12p495_foilpm3	1	3	0	7	3	0	1	0	0	3
rg05_theta12p495_foilpm3	1	3	1	2	41	20	9	5	5	0
rg05_theta12p495_foilpm3	1	3	1	3	55	28	11	10	8	0
rg05_theta12p495_foilpm3	1	3	1	4	103	52	21	16	13	0
rg05_theta12p495_foilpm3	1	3	1	5	176	85	36	23	22	0
rg05_theta12p495_foilpm3	1	3	1	6	186	96	38	30	24	0
rg05_theta12p495_foilpm3	1	3	1	7	1	0	1	0	0	1
rg05_theta12p495_foilpm3	1	3	2	2	49	25	10	7	7	0
rg05_theta12p495_foilpm3	1	3	2	3	3	0	1	0	0	3
rg05_theta12p495_foilpm3	1	3	2	4	141	72	29	25	18	0
rg05_theta12p495_foilpm3	1	3	2	5	225	109	45	31	28	0
rg05_theta12p495_foilpm3	1	3	2	6	248	123	50	41	31	0
rg05_theta12p495_foilpm3	1	3	2	7	304	154	61	47	39	0
rg05_theta12p495_foilpm3	1	3	3	2	63	28	13	8	7	0
rg05_theta12p495_foilpm3	1	3	3	3	94	46	19	14	12	0
rg05_theta12p495_foilpm3	1	3	3	4	165	75	33	27	19	0
rg05_theta12p495_foilpm3	1	3	3	5	218	104	44	35	26	0
rg05_theta12p495_foilpm3	1	3	3	6	320	161	64	48	41	0
rg05_theta12p495_foilpm3	1	3	3	7	446	228	90	65	57	0
rg05_theta12p495_foilpm3	1	3	4	2	59	30	12	10	8	0
rg05_theta12p495_foilpm3	1	3	4	3	103	50	21	15	13	0
rg05_theta12p495_foilpm3	1	3	4	4	59	31	12	9	8	0
rg05_theta12p495_foilpm3	1	3	4	5	255	120	51	34	30	0
rg05_theta12p495_foilpm3	1	3	4	6	356	180	72	60	45	0
rg05_theta12p495_foilpm3	1	3	4	7	450	230	90	73	58	0
rg05_theta12p495_foilpm3	1	3	5	2	37	15	8	8	4	0
rg05_theta12p495_foilpm3	1	3	5	3	106	56	22	16	14	0
rg05_theta12p495_foilpm3	1	3	5	4	164	88	33	25	22	0
rg05_theta12p495_foilpm3	1	3	5	5	6	0	2	0	0	6
rg05_theta12p495_foilpm3	1	3	5	6	336	168	68	55	43	0
rg05_theta12p495_foilpm3	1	3	5	7	442	219	89	65	55	0
rg05_theta12p495_foilpm3	1	3	6	2	38	17	8	7	5	0
rg05_theta12p495_foilpm3	1	3	6	3	91	40	19	11	11	0
rg05_theta12p495_foilpm3	1	3	6	4	135	69	27	24	18	0
rg05_theta12p495_foilpm3	1	3	6	5	201	104	41	24	27	0
rg05_theta12p495_foilpm3	1	3	6	6	257	125	52	42	32	0
rg05_theta12p495_foilpm3	1	3	6	7	368	183	74	60	46	0
rg05_theta12p495_foilpm3	1	3	7	2	32	16	7	5	4	0
rg05_theta12p495_foilpm3	1	3	7	3	49	25	10	9	7	0
rg05_theta12p495_foilpm3	1	3	7	4	85	44	17	13	11	0
rg05_theta12p495_foilpm3	1	3	7	5	125	63	25	15	16	0
rg05_theta12p495_foilpm3	1	3	7	6	206	98	42	32	25	0
rg05_theta12p495_foilpm3	1	3	7	7	4	0	1	0	0	4
rg05_theta12p495_foilpm3	1	3	8	3	47	23	10	8	6	0
rg05_theta12p495_foilpm3	1	3	8	4	56	27	12	6	7	0
rg05_theta12p495_foilpm3	1	3	8	5	93	45	19	11	12	0
rg05_theta12p495_foilpm3	1	3	8	6	125	61	25	22	16	0
rg05_theta12p495_foilpm3	1	3	8	7	2	0	1	0	0	2
rg05_theta12p495_foilpm3	1	4	0	3	20	0	4	0	0	20
rg05_theta12p495_foilpm3	1	4	0	4	47	27	10	6	7	0
rg05_theta12p495_foilpm3	1	4	0	5	59	29	12	10	8	0
rg05_theta12p495_foilpm3	1	4	0	6	27	12	6	5	3	0
rg05_theta12p495_foilpm3	1	4	1	2	17	0	4	0	0	17
rg05_theta12p495_foilpm3	1	4	1	3	33	19	7	4	5	0
rg05_theta12p495_foilpm3	1	4	1	4	58	24	12	10	7	0
rg05_theta12p495_foilpm3	1	4	1	5	84	44	17	16	11	0
rg05_theta12p495_foilpm3	1	4	1	6	114	56	23	16	14	0
rg05_theta12p495_foilpm3	1	4	1	7	3	0	1	0	0	3
rg05_theta12p495_foilpm3	1	4	2	2	24	0	5	0	0	24
rg05_theta12p495_foilpm3	1	4	2	3	1	0	1	0	0	1
rg05_theta12p495_foilpm3	1	4	2	4	101	47	21	13	12	0
rg05_theta12p495_foilpm3	1	4	2	5	110	62	22	17	16	0
rg05_theta12p495_foilpm3	1	4	2	6	195	97	39	30	25	0
rg05_theta12p495_foilpm3	1	4	2	7	243	121	49	41	31	0
rg05_theta12p495_foilpm3	1	4	3	2	32	16	7	5	4	0
rg05_theta12p495_foilpm3	1	4	3	3	46	24	10	8	6	0
rg05_theta12p495_foilpm3	1	4	3	4	113	61	23	23	16	0
rg05_theta12p495_foilpm3	1	4	3	5	153	74	31	22	19	0
rg05_theta12p495_foilpm3	1	4	3	6	223	118	45	39	30	0
rg05_theta12p495_foilpm3	1	4	3	7	274	138	55	49	35	0
rg05_theta12p495_foilpm3	1	4	4	2	28	14	6	4	4	0
rg05_theta12p495_foilpm3	1	4	4	3	53	26	11	8	7	0
rg05_theta12p495_foilpm3	1	4	4	4	28	13	6	4	4	0
rg05_theta12p495_foilpm3	1	4	4	5	154	75	31	21	19	0
rg05_theta12p495_foilpm3	1	4	4	6	236	114	48	38	29	0
rg05_theta12p495_foilpm3	1	4	4	7	301	142	61	51	36	0
rg05_theta12p495_foilpm3	1	4	5	2	29	14	6	5	4	0
rg05_theta12p495_foilpm3	1	4	5	3	47	25	10	9	7	0
rg05_theta12p495_foilpm3	1	4	5	4	85	46	17	15	12	0
rg05_theta12p495_foilpm3	1	4	5	5	1	0	1	0	0	1
rg05_theta12p495_foilpm3	1	4	5	6	203	101	41	36	26	0
rg05_theta12p495_foilpm3	1	4	5	7	339	168	68	52	43	0
rg05_theta12p495_foilpm3	1	4	6	2	35	17	7	5	5	0
rg05_theta12p495_foilpm3	1	4	6	3	42	21	9	6	6	0
rg05_theta12p495_foilpm3	1	4	6	4	76	39	16	14	10	0
rg05_theta12p495_foilpm3	1	4	6	5	124	65	25	20	17	0
rg05_theta12p495_foilpm3	1	4	6	6	204	107	41	35	27	0
rg05_theta12p495_foilpm3	1	4	6	7	252	127	51	36	32	0
rg05_theta12p495_foilpm3	1	4	7	2	10	0	2	0	0	10
rg05_theta12p495_foilpm3	1	4	7	3	38	21	8	5	6	0
rg05_theta12p495_foilpm3	1	4	7	4	55	28	11	9	7	0
rg05_theta12p495_foilpm3	1	4	7	5	82	37	17	15	10	0
rg05_theta12p495_foilpm3	1	4	7	6	160	76	32	25	19	0
rg05_theta12p495_foilpm3	1	4	7	7	8	0	2	0	0	8
rg05_theta12p495_foilpm3	1	4	8	3	22	0	5	0	0	22
rg05_theta12p495_foilpm3	1	4	8	4	34	17	7	5	5	0
rg05_theta12p495_foilpm3	1	4	8	5	56	29	12	10	8	0
rg05_theta12p495_foilpm3	1	4	8	6	66	34	14	8	9	0
rg06_theta15p195_foilpm8	0	0	0	1	1	0	1	0	0	1
rg06_theta15p195_foilpm8	0	0	0	2	17	0	4	0	0	17
rg06_theta15p195_foilpm8	0	0	0	3	43	16	9	4	4	0
rg06_theta15p195_foilpm8	0	0	0	4	50	11	10	3	3	0
rg06_theta15p195_foilpm8	0	0	0	5	22	0	5	0	0	22
rg06_theta15p195_foilpm8	0	0	0	6	2	0	1	0	0	2
rg06_theta15p195_foilpm8	0	0	1	1	8	0	2	0	0	8
rg06_theta15p195_foilpm8	0	0	1	2	17	0	4	0	0	17
rg06_theta15p195_foilpm8	0	0	1	3	35	15	7	5	4	0
rg06_theta15p195_foilpm8	0	0	1	4	50	26	10	7	7	0
rg06_theta15p195_foilpm8	0	0	1	5	38	17	8	4	5	0
rg06_theta15p195_foilpm8	0	0	1	6	1	0	1	0	0	1
rg06_theta15p195_foilpm8	0	0	2	1	18	0	4	0	0	18
rg06_theta15p195_foilpm8	0	0	2	2	35	14	7	4	4	0
rg06_theta15p195_foilpm8	0	0	2	3	6	0	2	0	0	6
rg06_theta15p195_foilpm8	0	0	2	4	55	24	11	8	7	0
rg06_theta15p195_foilpm8	0	0	2	5	63	24	13	8	6	0
rg06_theta15p195_foilpm8	0	0	2	6	11	0	3	0	0	11
rg06_theta15p195_foilpm8	0	0	3	1	17	0	4	0	0	17
rg06_theta15p195_foilpm8	0	0	3	2	51	16	11	7	4	0
rg06_theta15p195_foilpm8	0	0	3	3	59	28	12	9	8	0
rg06_theta15p195_foilpm8	0	0	3	4	73	33	15	7	9	0
rg06_theta15p195_foilpm8	0	0	3	5	99	36	20	11	9	0
rg06_theta15p195_foilpm8	0	0	3	6	24	0	5	0	0	24
rg06_theta15p195_foilpm8	0	0	4	1	19	0	4	0	0	19
rg06_theta15p195_foilpm8	0	0	4	2	40	23	8	6	6	0
rg06_theta15p195_foilpm8	0	0	4	3	55	27	11	7	7	0
rg06_theta15p195_foilpm8	0	0	4	4	26	8	6	4	2	0
rg06_theta15p195_foilpm8	0	0	4	5	110	41	22	11	11	0
rg06_theta15p195_foilpm8	0	0	4	6	72	26	15	12	7	0
rg06_theta15p195_foilpm8	0	0	5	1	11	0	3	0	0	11
rg06_theta15p195_foilpm8	0	0	5	2	36	14	8	3	4	0
rg06_theta15p195_foilpm8	0	0	5	3	58	26	12	8	7	0
rg06_theta15p195_foilpm8	0	0	5	4	83	40	17	11	10	0
rg06_theta15p195_foilpm8	0	0	5	5	9	0	2	0	0	9
rg06_theta15p195_foilpm8	0	0	5	6	64	30	13	9	8	0
rg06_theta15p195_foilpm8	0	0	6	1	4	0	1	0	0	4
rg06_theta15p195_foilpm8	0	0	6	2	25	11	5	3	3	0
rg06_theta15p195_foilpm8	0	0	6	3	49	21	10	7	6	0
rg06_theta15p195_foilpm8	0	0	6	4	63	29	13	9	8	0
rg06_theta15p195_foilpm8	0	0	6	5	69	34	14	11	9	0
rg06_theta15p195_foilpm8	0	0	6	6	55	28	11	8	7	0
rg06_theta15p195_foilpm8	0	0	7	1	3	0	1	0	0	3
rg06_theta15p195_foilpm8	0	0	7	2	20	0	4	0	0	20
rg06_theta15p195_foilpm8	0	0	7	3	38	0	8	0	0	38
rg06_theta15p195_foilpm8	0	0	7	4	54	18	11	3	5	0
rg06_theta15p195_foilpm8	0	0	7	5	73	24	15	6	7	0
rg06_theta15p195_foilpm8	0	0	7	6	38	20	8	6	6	0
rg06_theta15p195_foilpm8	0	1	0	1	12	0	3	0	0	12
rg06_theta15p195_foilpm8	0	1	0	2	42	19	9	4	5	0
rg06_theta15p195_foilpm8	0	1	0	3	61	26	13	10	7	0
rg06_theta15p195_foilpm8	0	1	0	4	69	32	14	12	9	0
rg06_theta15p195_foilpm8	0	1	0	5	67	30	14	11	8	0
rg06_theta15p195_foilpm8	0	1	0	6	2	0	1	0	0	2
rg06_theta15p195_foilpm8	0	1	1	1	33	12	7	1	3	0
rg06_theta15p195_foilpm8	0	1	1	2	41	15	9	6	4	0
rg06_theta15p195_foilpm8	0	1	1	3	76	36	16	8	10	0
rg06_theta15p195_foilpm8	0	1	1	4	98	44	20	15	12	0
rg06_theta15p195_foilpm8	0	1	1	5	114	54	23	17	14	0
rg06_theta15p195_foilpm8	0	1	1	6	7	0	2	0	0	7
rg06_theta15p195_foilpm8	0	1	2	1	37	15	8	6	4	0
rg06_theta15p195_foilpm8	0	1	2	2	52	24	11	10	7	0
rg06_theta15p195_foilpm8	0	1	2	3	4	0	1	0	0	4
rg06_theta15p195_foilpm8	0	1	2	4	132	63	27	20	16	0
rg06_theta15p195_foilpm8	0	1	2	5	135	63	27	19	16	0
rg06_theta15p195_foilpm8	0	1	2	6	59	27	12	11	7	0
rg06_theta15p195_foilpm8	0	1	3	1	37	16	8	6	4	0
rg06_theta15p195_foilpm8	0	1	3	2	66	25	14	11	7	0
rg06_theta15p195_foilpm8	0	1	3	3	109	54	22	14	14	0
rg06_theta15p195_foilpm8	0	1	3	4	139	63	28	21	16	0
rg06_theta15p195_foilpm8	0	1	3	5	176	84	36	28	22	0
rg06_theta15p195_foilpm8	0	1	3	6	145	70	29	22	18	0
rg06_theta15p195_foilpm8	0	1	4	1	30	12	6	3	3	0
rg06_theta15p195_foilpm8	0	1	4	2	70	32	14	9	8	0
rg06_theta15p195_foilpm8	0	1	4	3	105	52	21	18	14	0
rg06_theta15p195_foilpm8	0	1	4	4	42	22	9	7	6	0
rg06_theta15p195_foilpm8	0	1	4	5	152	73	31	22	19	0
rg06_theta15p195_foilpm8	0	1	4	6	185	90	37	25	23	0
rg06_theta15p195_foilpm8	0	1	5	1	24	0	5	0	0	24
rg06_theta15p195_foilpm8	0	1	5	2	60	32	12	10	9	0
rg06_theta15p195_foilpm8	0	1	5	3	95	48	19	16	13	0
rg06_theta15p195_foilpm8	0	1	5	4	106	53	22	13	14	0
rg06_theta15p195_foilpm8	0	1	5	5	2	0	1	0	0	2
rg06_theta15p195_foilpm8	0	1	5	6	176	95	36	33	24	0
rg06_theta15p195_foilpm8	0	1	6	1	19	0	4	0	0	19
rg06_theta15p195_foilpm8	0	1	6	2	46	22	10	8	6	0
rg06_theta15p195_foilpm8	0	1	6	3	81	36	17	13	10	0
rg06_theta15p195_foilpm8	0	1	6	4	105	49	21	16	13	0
rg06_theta15p195_foilpm8	0	1	6	5	123	59	25	18	15	0
rg06_theta15p195_foilpm8	0	1	6	6	167	80	34	18	21	0
rg06_theta15p195_foilpm8	0	1	7	1	7	0	2	0	0	7
rg06_theta15p195_foilpm8	0	1	7	2	29	16	6	5	4	0
rg06_theta15p195_foilpm8	0	1	7	3	67	34	14	12	9	0
rg06_theta15p195_foilpm8	0	1	7	4	86	42	18	12	11	0
rg06_theta15p195_foilpm8	0	1	7	5	112	58	23	19	15	0
rg06_theta15p195_foilpm8	0	1	7	6	72	39	15	15	10	0
rg06_theta15p195_foilpm8	0	1	8	1	2	0	1	0	0	2
rg06_theta15p195_foilpm8	0	1	8	2	24	0	5	0	0	24
rg06_theta15p195_foilpm8	0	1	8	3	49	25	10	8	7	0
rg06_theta15p195_foilpm8	0	1	8	4	63	31	13	10	8	0
rg06_theta15p195_foilpm8	0	1	8	5	92	48	19	14	12	0
rg06_theta15p195_foilpm8	0	1	8	6	1	0	1	0	0	1
rg06_theta15p195_foilpm8	0	2	0	1	8	0	2	0	0	8
rg06_theta15p195_foilpm8	0	2	0	2	51	25	11	5	7	0
rg06_theta15p195_foilpm8	0	2	0	3	50	24	10	7	6	0
rg06_theta15p195_foilpm8	0	2	0	4	74	36	15	13	9	0
rg06_theta15p195_foilpm8	0	2	0	5	101	48	21	15	12	0
rg06_theta15p195_foilpm8	0	2	0	6	1	0	1	0	0	1
rg06_theta15p195_foilpm8	0	2	1	1	24	0	5	0	0	24
rg06_theta15p195_foilpm8	0	2	1	2	75	29	15	9	8	0
rg06_theta15p195_foilpm8	0	2	1	3	91	44	19	11	12	0
rg06_theta15p195_foilpm8	0	2	1	4	146	69	30	22	18	0
rg06_theta15p195_foilpm8	0	2	1	5	175	78	35	25	20	0
rg06_theta15p195_foilpm8	0	2	1	6	26	10	6	5	3	0
rg06_theta15p195_foilpm8	0	2	2	1	20	0	4	0	0	20
rg06_theta15p195_foilpm8	0	2	2	2	60	29	12	8	8	0
rg06_theta15p195_foilpm8	0	2	2	3	2	0	1	0	0	2
rg06_theta15p195_foilpm8	0	2	2	4	147	76	30	27	20	0
rg06_theta15p195_foilpm8	0	2	2	5	206	103	42	32	26	0
rg06_theta15p195_foilpm8	0	2	2	6	177	94	36	28	24	0
rg06_theta15p195_foilpm8	0	2	3	1	40	19	8	8	5	0
rg06_theta15p195_foilpm8	0	2	3	2	89	44	18	14	12	0
rg06_theta15p195_foilpm8	0	2	3	3	122	60	25	21	16	0
rg06_theta15p195_foilpm8	0	2	3	4	180	92	36	27	23	0
rg06_theta15p195_foilpm8	0	2	3	5	245	117	49	41	30	0
rg06_theta15p195_foilpm8	0	2	3	6	244	130	49	36	33	0
rg06_theta15p195_foilpm8	0	2	4	1	47	24	10	8	6	0
rg06_theta15p195_foilpm8	0	2	4	2	89	48	18	16	12	0
rg06_theta15p195_foilpm8	0	2	4	3	141	65	29	25	17	0
rg06_theta15p195_foilpm8	0	2	4	4	50	28	10	5	8	0
rg06_theta15p195_foilpm8	0	2	4	5	277	140	56	46	35	0
rg06_theta15p195_foilpm8	0	2	4	6	331	163	67	50	41	0
rg06_theta15p195_foilpm8	0	2	5	1	46	22	10	9	6	0
rg06_theta15p195_foilpm8	0	2	5	2	73	39	15	9	10	0
rg06_theta15p195_foilpm8	0	2	5	3	113	60	23	17	16	0
rg06_theta15p195_foilpm8	0	2	5	4	176	89	36	27	23	0
rg06_theta15p195_foilpm8	0	2	5	5	5	0	1	0	0	5
rg06_theta15p195_foilpm8	0	2	5	6	248	135	50	40	34	0
rg06_theta15p195_foilpm8	0	2	6	1	15	0	3	0	0	15
rg06_theta15p195_foilpm8	0	2	6	2	62	32	13	6	9	0
rg06_theta15p195_foilpm8	0	2	6	3	110	53	22	16	14	0
rg06_theta15p195_foilpm8	0	2	6	4	150	80	30	21	21	0
rg06_theta15p195_foilpm8	0	2	6	5	201	99	41	33	25	0
rg06_theta15p195_foilpm8	0	2	6	6	247	126	50	40	32	0
rg06_theta15p195_foilpm8	0	2	7	1	4	0	1	0	0	4
rg06_theta15p195_foilpm8	0	2	7	2	51	24	11	8	7	0
rg06_theta15p195_foilpm8	0	2	7	3	86	41	18	16	11	0
rg06_theta15p195_foilpm8	0	2	7	4	131	67	27	24	17	0
rg06_theta15p195_foilpm8	0	2	7	5	155	84	31	27	21	0
rg06_theta15p195_foilpm8	0	2	7	6	117	62	24	22	16	0
rg06_theta15p195_foilpm8	0	2	8	2	42	20	9	9	5	0
rg06_theta15p195_foilpm8	0	2	8	3	78	38	16	11	10	0
rg06_theta15p195_foilpm8	0	2	8	4	83	39	17	15	10	0
rg06_theta15p195_foilpm8	0	2	8	5	142	69	29	19	18	0
rg06_theta15p195_foilpm8	0	2	8	6	3	0	1	0	0	3
rg06_theta15p195_foilpm8	0	3	0	2	19	0	4	0	0	19
rg06_theta15p195_foilpm8	0	3	0	3	42	20	9	6	5	0
rg06_theta15p195_foilpm8	0	3	0	4	39	18	8	6	5	0
rg06_theta15p195_foilpm8	0	3	0	5	98	48	20	15	12	0
rg06_theta15p195_foilpm8	0	3	1	1	7	0	2	0	0	7
rg06_theta15p195_foilpm8	0	3	1	2	32	16	7	6	5	0
rg06_theta15p195_foilpm8	0	3	1	3	64	33	13	9	9	0
rg06_theta15p195_foilpm8	0	3	1	4	73	34	15	13	9	0
rg06_theta15p195_foilpm8	0	3	1	5	129	67	26	17	17	0
rg06_theta15p195_foilpm8	0	3	1	6	95	44	19	14	12	0
rg06_theta15p195_foilpm8	0	3	2	1	10	0	2	0	0	10
rg06_theta15p195_foilpm8	0	3	2	2	34	16	7	6	4	0
rg06_theta15p195_foilpm8	0	3	2	3	3	0	1	0	0	3
rg06_theta15p195_foilpm8	0	3	2	4	97	44	20	17	11	0
rg06_theta15p195_foilpm8	0	3	2	5	174	79	35	24	20	0
rg06_theta15p195_foilpm8	0	3	2	6	166	79	34	25	20	0
rg06_theta15p195_foilpm8	0	3	3	1	21	0	5	0	0	21
rg06_theta15p195_foilpm8	0	3	3	2	41	17	9	8	5	0
rg06_theta15p195_foilpm8	0	3	3	3	83	42	17	13	11	0
rg06_theta15p195_foilpm8	0	3	3	4	117	62	24	19	16	0
rg06_theta15p195_foilpm8	0	3	3	5	183	92	37	31	24	0
rg06_theta15p195_foilpm8	0	3	3	6	265	134	53	41	34	0
rg06_theta15p195_foilpm8	0	3	4	1	19	0	4	0	0	19
rg06_theta15p195_foilpm8	0	3	4	2	50	26	10	8	7	0
rg06_theta15p195_foilpm8	0	3	4	3	74	37	15	10	10	0
rg06_theta15p195_foilpm8	0	3	4	4	33	16	7	6	5	0
rg06_theta15p195_foilpm8	0	3	4	5	189	88	38	29	22	0
rg06_theta15p195_foilpm8	0	3	4	6	268	136	54	34	34	0
rg06_theta15p195_foilpm8	0	3	5	1	30	16	6	5	4	0
rg06_theta15p195_foilpm8	0	3	5	2	46	22	10	7	6	0
rg06_theta15p195_foilpm8	0	3	5	3	65	32	13	7	8	0
rg06_theta15p195_foilpm8	0	3	5	4	96	44	20	12	12	0
rg06_theta15p195_foilpm8	0	3	5	5	7	0	2	0	0	7
rg06_theta15p195_foilpm8	0	3	5	6	245	124	49	36	32	0
rg06_theta15p195_foilpm8	0	3	6	1	10	0	2	0	0	10
rg06_theta15p195_foilpm8	0	3	6	2	34	13	7	6	4	0
rg06_theta15p195_foilpm8	0	3	6	3	64	27	13	10	7	0
rg06_theta15p195_foilpm8	0	3	6	4	87	42	18	13	11	0
rg06_theta15p195_foilpm8	0	3	6	5	151	76	31	25	19	0
rg06_theta15p195_foilpm8	0	3	6	6	206	97	42	29	25	0
rg06_theta15p195_foilpm8	0	3	7	1	5	0	1	0	0	5
rg06_theta15p195_foilpm8	0	3	7	2	23	0	5	0	0	23
rg06_theta15p195_foilpm8	0	3	7	3	51	24	11	7	6	0
rg06_theta15p195_foilpm8	0	3	7	4	65	32	13	11	9	0
rg06_theta15p195_foilpm8	0	3	7	5	127	64	26	23	16	0
rg06_theta15p195_foilpm8	0	3	7	6	91	41	19	15	11	0
rg06_theta15p195_foilpm8	0	3	8	1	1	0	1	0	0	1
rg06_theta15p195_foilpm8	0	3	8	2	19	0	4	0	0	19
rg06_theta15p195_foilpm8	0	3	8	3	28	12	6	4	4	0
rg06_theta15p195_foilpm8	0	3	8	4	52	24	11	9	7	0
rg06_theta15p195_foilpm8	0	3	8	5	98	50	20	15	13	0
rg06_theta15p195_foilpm8	0	3	8	6	2	0	1	0	0	2
rg06_theta15p195_foilpm8	0	4	0	2	2	0	1	0	0	2
rg06_theta15p195_foilpm8	0	4	0	3	10	0	2	0	0	10
rg06_theta15p195_foilpm8	0	4	0	4	29	14	6	4	4	0
rg06_theta15p195_foilpm8	0	4	0	5	38	17	8	5	5	0
rg06_theta15p195_foilpm8	0	4	0	6	2	0	1	0	0	2
rg06_theta15p195_foilpm8	0	4	1	1	2	0	1	0	0	2
rg06_theta15p195_foilpm8	0	4	1	2	4	0	1	0	0	4
rg06_theta15p195_foilpm8	0	4	1	3	11	0	3	0	0	11
rg06_theta15p195_foilpm8	0	4	1	4	47	22	10	7	6	0
rg06_theta15p195_foilpm8	0	4	1	5	53	28	11	11	8	0
rg06_theta15p195_foilpm8	0	4	1	6	57	29	12	11	8	0
rg06_theta15p195_foilpm8	0	4	2	1	4	0	1	0	0	4
rg06_theta15p195_foilpm8	0	4	2	2	13	0	3	0	0	13
rg06_theta15p195_foilpm8	0	4	2	4	43	23	9	7	6	0
rg06_theta15p195_foilpm8	0	4	2	5	62	28	13	10	8	0
rg06_theta15p195_foilpm8	0	4	2	6	123	63	25	22	16	0
rg06_theta15p195_foilpm8	0	4	3	1	5	0	1	0	0	5
rg06_theta15p195_foilpm8	0	4	3	2	8	0	2	0	0	8
rg06_theta15p195_foilpm8	0	4	3	3	26	10	6	4	3	0
rg06_theta15p195_foilpm8	0	4	3	4	53	25	11	9	7	0
rg06_theta15p195_foilpm8	0	4	3	5	74	40	15	14	10	0
rg06_theta15p195_foilpm8	0	4	3	6	147	74	30	25	19	0
rg06_theta15p195_foilpm8	0	4	4	1	15	0	3	0	0	15
rg06_theta15p195_foilpm8	0	4	4	2	21	0	5	0	0	21
rg06_theta15p195_foilpm8	0	4	4	3	27	15	6	6	4	0
rg06_theta15p195_foilpm8	0	4	4	4	10	0	2	0	0	10
rg06_theta15p195_foilpm8	0	4	4	5	80	43	16	13	11	0
rg06_theta15p195_foilpm8	0	4	4	6	133	61	27	20	16	0
rg06_theta15p195_foilpm8	0	4	5	1	7	0	2	0	0	7
rg06_theta15p195_foilpm8	0	4	5	2	12	0	3	0	0	12
rg06_theta15p195_foilpm8	0	4	5	3	25	15	5	3	4	0
rg06_theta15p195_foilpm8	0	4	5	4	40	21	8	4	6	0
rg06_theta15p195_foilpm8	0	4	5	5	2	0	1	0	0	2
rg06_theta15p195_foilpm8	0	4	5	6	112	56	23	14	15	0
rg06_theta15p195_foilpm8	0	4	6	1	5	0	1	0	0	5
rg06_theta15p195_foilpm8	0	4	6	2	14	0	3	0	0	14
rg06_theta15p195_foilpm8	0	4	6	3	23	0	5	0	0	23
rg06_theta15p195_foilpm8	0	4	6	4	26	14	6	6	4	0
rg06_theta15p195_foilpm8	0	4	6	5	62	31	13	11	8	0
rg06_theta15p195_foilpm8	0	4	6	6	115	57	23	21	15	0
rg06_theta15p195_foilpm8	0	4	7	2	1	0	1	0	0	1
rg06_theta15p195_foilpm8	0	4	7	3	18	0	4	0	0	18
rg06_theta15p195_foilpm8	0	4	7	4	41	22	9	7	6	0
rg06_theta15p195_foilpm8	0	4	7	5	43	20	9	9	6	0
rg06_theta15p195_foilpm8	0	4	7	6	59	33	12	10	9	0
rg06_theta15p195_foilpm8	0	4	8	2	2	0	1	0	0	2
rg06_theta15p195_foilpm8	0	4	8	3	10	0	2	0	0	10
rg06_theta15p195_foilpm8	0	4	8	4	17	0	4	0	0	17
rg06_theta15p195_foilpm8	0	4	8	5	32	15	7	2	4	0
rg06_theta15p195_foilpm8	1	0	0	3	7	0	2	0	0	7
rg06_theta15p195_foilpm8	1	0	0	4	21	0	5	0	0	21
rg06_theta15p195_foilpm8	1	0	0	5	30	16	6	4	4	0
rg06_theta15p195_foilpm8	1	0	0	6	38	17	8	6	5	0
rg06_theta15p195_foilpm8	1	0	0	7	1	0	1	0	0	1
rg06_theta15p195_foilpm8	1	0	1	2	1	0	1	0	0	1
rg06_theta15p195_foilpm8	1	0	1	3	23	0	5	0	0	23
rg06_theta15p195_foilpm8	1	0	1	4	28	14	6	3	4	0
rg06_theta15p195_foilpm8	1	0	1	5	29	14	6	5	4	0
rg06_theta15p195_foilpm8	1	0	1	6	52	24	11	9	6	0
rg06_theta15p195_foilpm8	1	0	1	7	48	24	10	8	6	0
rg06_theta15p195_foilpm8	1	0	2	2	12	0	3	0	0	12
rg06_theta15p195_foilpm8	1	0	2	3	1	0	1	0	0	1
rg06_theta15p195_foilpm8	1	0	2	4	35	16	7	4	4	0
rg06_theta15p195_foilpm8	1	0	2	5	58	25	12	8	7	0
rg06_theta15p195_foilpm8	1	0	2	6	75	36	15	12	10	0
rg06_theta15p195_foilpm8	1	0	2	7	78	40	16	14	11	0
rg06_theta15p195_foilpm8	1	0	3	2	18	0	4	0	0	18
rg06_theta15p195_foilpm8	1	0	3	3	33	17	7	6	5	0
rg06_theta15p195_foilpm8	1	0	3	4	42	20	9	7	6	0
rg06_theta15p195_foilpm8	1	0	3	5	55	26	11	9	7	0
