rungroup	foil	ndel	xscol	yscol	total	fit	holdout	holdout_core	surplus	unsupported
rg03_theta12p490_foilpm8	0	4	6	3	148	69	30	25	18	0
rg03_theta12p490_foilpm8	0	4	6	4	237	116	48	37	29	0
rg03_theta12p490_foilpm8	0	4	6	5	295	146	59	50	37	0
rg03_theta12p490_foilpm8	0	4	6	6	455	216	91	77	54	0
rg03_theta12p490_foilpm8	0	4	7	1	14	0	3	0	0	14
rg03_theta12p490_foilpm8	0	4	7	2	53	26	11	7	7	0
rg03_theta12p490_foilpm8	0	4	7	3	104	51	21	19	13	0
rg03_theta12p490_foilpm8	0	4	7	4	163	77	33	24	20	0
rg03_theta12p490_foilpm8	0	4	7	5	263	127	53	43	32	0
rg03_theta12p490_foilpm8	0	4	7	6	288	136	58	46	35	0
rg03_theta12p490_foilpm8	0	4	8	2	20	0	4	0	0	20
rg03_theta12p490_foilpm8	0	4	8	3	67	34	14	13	9	0
rg03_theta12p490_foilpm8	0	4	8	4	122	56	25	20	15	0
rg03_theta12p490_foilpm8	0	4	8	5	176	92	36	27	24	0
rg03_theta12p490_foilpm8	0	4	8	6	1	0	1	0	0	1
rg03_theta12p490_foilpm8	1	0	0	3	37	22	8	7	6	0
rg03_theta12p490_foilpm8	1	0	0	4	51	23	11	8	6	0
rg03_theta12p490_foilpm8	1	0	0	5	82	38	17	13	10	0
rg03_theta12p490_foilpm8	1	0	0	6	97	52	20	15	14	0
rg03_theta12p490_foilpm8	1	0	0	7	2	0	1	0	0	2
rg03_theta12p490_foilpm8	1	0	1	2	27	8	6	4	2	0
rg03_theta12p490_foilpm8	1	0	1	3	66	30	14	7	8	0
rg03_theta12p490_foilpm8	1	0	1	4	93	41	19	12	11	0
rg03_theta12p490_foilpm8	1	0	1	5	111	48	23	17	12	0
rg03_theta12p490_foilpm8	1	0	1	6	138	61	28	22	16	0
rg03_theta12p490_foilpm8	1	0	1	7	84	38	17	10	10	0
rg03_theta12p490_foilpm8	1	0	2	2	58	25	12	4	7	0
rg03_theta12p490_foilpm8	1	0	2	3	9	0	2	0	0	9
rg03_theta12p490_foilpm8	1	0	2	4	104	48	21	17	13	0
rg03_theta12p490_foilpm8	1	0	2	5	151	73	31	23	19	0
rg03_theta12p490_foilpm8	1	0	2	6	163	79	33	26	20	0
rg03_theta12p490_foilpm8	1	0	2	7	116	61	24	18	16	0
rg03_theta12p490_foilpm8	1	0	3	2	75	31	15	10	8	0
rg03_theta12p490_foilpm8	1	0	3	3	99	46	20	16	12	0
rg03_theta12p490_foilpm8	1	0	3	4	138	69	28	17	18	0
rg03_theta12p490_foilpm8	1	0	3	5	179	90	36	26	23	0
rg03_theta12p490_foilpm8	1	0	3	6	203	96	41	34	24	0
rg03_theta12p490_foilpm8	1	0	3	7	244	119	49	37	30	0
rg03_theta12p490_foilpm8	1	0	4	2	52	22	11	6	6	0
rg03_theta12p490_foilpm8	1	0	4	3	92	45	19	12	12	0
rg03_theta12p490_foilpm8	1	0	4	4	35	17	7	4	5	0
rg03_theta12p490_foilpm8	1	0	4	5	172	88	35	25	23	0
rg03_theta12p490_foilpm8	1	0	4	6	197	96	40	34	24	0
rg03_theta12p490_foilpm8	1	0	4	7	246	120	50	38	30	0
rg03_theta12p490_foilpm8	1	0	5	2	61	25	13	6	7	0
rg03_theta12p490_foilpm8	1	0	5	3	87	42	18	12	11	0
rg03_theta12p490_foilpm8	1	0	5	4	143	72	29	22	19	0
rg03_theta12p490_foilpm8	1	0	5	5	7	0	2	0	0	7
rg03_theta12p490_foilpm8	1	0	5	6	215	107	43	32	27	0
rg03_theta12p490_foilpm8	1	0	5	7	224	110	45	35	28	0
rg03_theta12p490_foilpm8	1	0	6	2	34	12	7	4	4	0
rg03_theta12p490_foilpm8	1	0	6	3	71	34	15	14	9	0
rg03_theta12p490_foilpm8	1	0	6	4	128	56	26	15	14	0
rg03_theta12p490_foilpm8	1	0	6	5	128	62	26	23	16	0
rg03_theta12p490_foilpm8	1	0	6	6	184	84	37	26	22	0
rg03_theta12p490_foilpm8	1	0	6	7	182	88	37	28	22	0
rg03_theta12p490_foilpm8	1	0	7	2	12	0	3	0	0	12
rg03_theta12p490_foilpm8	1	0	7	3	31	16	7	5	5	0
rg03_theta12p490_foilpm8	1	0	7	4	74	37	15	12	10	0
rg03_theta12p490_foilpm8	1	0	7	5	94	50	19	15	13	0
rg03_theta12p490_foilpm8	1	0	7	6	148	71	30	21	18	0
rg03_theta12p490_foilpm8	1	0	7	7	132	60	27	18	15	0
rg03_theta12p490_foilpm8	1	0	8	3	11	0	3	0	0	11
rg03_theta12p490_foilpm8	1	0	8	4	24	0	5	0	0	24
rg03_theta12p490_foilpm8	1	0	8	5	59	30	12	6	8	0
rg03_theta12p490_foilpm8	1	0	8	6	73	37	15	12	10	0
rg03_theta12p490_foilpm8	1	0	8	7	9	0	2	0	0	9
rg03_theta12p490_foilpm8	1	1	0	3	48	24	10	9	7	0
rg03_theta12p490_foilpm8	1	1	0	4	65	31	13	8	8	0
rg03_theta12p490_foilpm8	1	1	0	5	114	57	23	15	15	0
rg03_theta12p490_foilpm8	1	1	0	6	123	57	25	16	15	0
rg03_theta12p490_foilpm8	1	1	0	7	1	0	1	0	0	1
rg03_theta12p490_foilpm8	1	1	1	2	25	12	5	3	4	0
rg03_theta12p490_foilpm8	1	1	1	3	69	36	14	13	10	0
rg03_theta12p490_foilpm8	1	1	1	4	102	55	21	13	14	0
rg03_theta12p490_foilpm8	1	1	1	5	155	78	31	24	20	0
rg03_theta12p490_foilpm8	1	1	1	6	185	96	37	28	24	0
rg03_theta12p490_foilpm8	1	1	1	7	205	103	41	35	26	0
rg03_theta12p490_foilpm8	1	1	2	2	66	32	14	13	9	0
rg03_theta12p490_foilpm8	1	1	2	3	1	0	1	0	0	1
rg03_theta12p490_foilpm8	1	1	2	4	127	66	26	20	17	0
rg03_theta12p490_foilpm8	1	1	2	5	207	111	42	35	28	0
rg03_theta12p490_foilpm8	1	1	2	6	269	135	54	38	34	0
rg03_theta12p490_foilpm8	1	1	2	7	302	151	61	49	38	0
rg03_theta12p490_foilpm8	1	1	3	2	62	32	13	12	9	0
rg03_theta12p490_foilpm8	1	1	3	3	111	59	23	15	15	0
rg03_theta12p490_foilpm8	1	1	3	4	144	74	29	23	19	0
rg03_theta12p490_foilpm8	1	1	3	5	231	123	47	36	31	0
rg03_theta12p490_foilpm8	1	1	3	6	299	149	60	47	38	0
rg03_theta12p490_foilpm8	1	1	3	7	371	184	75	57	47	0
rg03_theta12p490_foilpm8	1	1	4	2	82	39	17	11	10	0
rg03_theta12p490_foilpm8	1	1	4	3	126	63	26	22	16	0
rg03_theta12p490_foilpm8	1	1	4	4	43	24	9	8	6	0
rg03_theta12p490_foilpm8	1	1	4	5	273	147	55	46	37	0
rg03_theta12p490_foilpm8	1	1	4	6	340	180	68	58	45	0
rg03_theta12p490_foilpm8	1	1	4	7	342	184	69	59	47	0
rg03_theta12p490_foilpm8	1	1	5	2	78	40	16	12	10	0
rg03_theta12p490_foilpm8	1	1	5	3	103	53	21	19	14	0
rg03_theta12p490_foilpm8	1	1	5	4	169	89	34	33	23	0
rg03_theta12p490_foilpm8	1	1	5	5	7	0	2	0	0	7
rg03_theta12p490_foilpm8	1	1	5	6	304	163	61	47	41	0
rg03_theta12p490_foilpm8	1	1	5	7	362	184	73	60	47	0
rg03_theta12p490_foilpm8	1	1	6	2	48	24	10	8	7	0
rg03_theta12p490_foilpm8	1	1	6	3	103	47	21	15	12	0
rg03_theta12p490_foilpm8	1	1	6	4	159	85	32	22	22	0
rg03_theta12p490_foilpm8	1	1	6	5	202	104	41	32	27	0
rg03_theta12p490_foilpm8	1	1	6	6	282	145	57	44	37	0
rg03_theta12p490_foilpm8	1	1	6	7	343	184	69	51	46	0
rg03_theta12p490_foilpm8	1	1	7	2	34	20	7	6	5	0
rg03_theta12p490_foilpm8	1	1	7	3	85	43	17	12	11	0
rg03_theta12p490_foilpm8	1	1	7	4	108	59	22	18	15	0
rg03_theta12p490_foilpm8	1	1	7	5	175	88	35	23	22	0
rg03_theta12p490_foilpm8	1	1	7	6	192	93	39	31	24	0
rg03_theta12p490_foilpm8	1	1	7	7	210	108	42	34	28	0
rg03_theta12p490_foilpm8	1	1	8	3	53	25	11	8	7	0
rg03_theta12p490_foilpm8	1	1	8	4	77	39	16	14	10	0
rg03_theta12p490_foilpm8	1	1	8	5	106	51	22	15	13	0
rg03_theta12p490_foilpm8	1	1	8	6	151	70	31	23	18	0
rg03_theta12p490_foilpm8	1	1	8	7	5	0	1	0	0	5
rg03_theta12p490_foilpm8	1	2	0	3	38	18	8	7	5	0
rg03_theta12p490_foilpm8	1	2	0	4	63	32	13	10	9	0
rg03_theta12p490_foilpm8	1	2	0	5	146	73	30	22	19	0
rg03_theta12p490_foilpm8	1	2	0	6	165	90	33	25	23	0
rg03_theta12p490_foilpm8	1	2	0	7	1	0	1	0	0	1
rg03_theta12p490_foilpm8	1	2	1	2	35	17	7	6	5	0
rg03_theta12p490_foilpm8	1	2	1	3	83	34	17	12	9	0
rg03_theta12p490_foilpm8	1	2	1	4	163	82	33	22	21	0
rg03_theta12p490_foilpm8	1	2	1	5	243	120	49	42	30	0
rg03_theta12p490_foilpm8	1	2	1	6	298	140	60	37	35	0
rg03_theta12p490_foilpm8	1	2	1	7	328	182	66	50	46	0
rg03_theta12p490_foilpm8	1	2	2	2	65	34	13	7	9	0
rg03_theta12p490_foilpm8	1	2	2	3	1	0	1	0	0	1
rg03_theta12p490_foilpm8	1	2	2	4	171	88	35	29	22	0
rg03_theta12p490_foilpm8	1	2	2	5	311	161	63	52	41	0
rg03_theta12p490_foilpm8	1	2	2	6	425	217	85	66	55	0
rg03_theta12p490_foilpm8	1	2	2	7	486	263	98	84	66	0
rg03_theta12p490_foilpm8	1	2	3	2	97	52	20	15	14	0
rg03_theta12p490_foilpm8	1	2	3	3	123	56	25	21	15	0
rg03_theta12p490_foilpm8	1	2	3	4	247	124	50	37	32	0
rg03_theta12p490_foilpm8	1	2	3	5	357	184	72	54	47	0
rg03_theta12p490_foilpm8	1	2	3	6	505	259	101	84	65	0
rg03_theta12p490_foilpm8	1	2	3	7	537	287	108	95	72	0
rg03_theta12p490_foilpm8	1	2	4	2	87	45	18	14	12	0
rg03_theta12p490_foilpm8	1	2	4	3	151	72	31	25	19	0
rg03_theta12p490_foilpm8	1	2	4	4	69	37	14	11	10	0
rg03_theta12p490_foilpm8	1	2	4	5	404	204	81	70	51	0
rg03_theta12p490_foilpm8	1	2	4	6	593	308	119	97	78	0
rg03_theta12p490_foilpm8	1	2	4	7	650	351	130	107	88	0
rg03_theta12p490_foilpm8	1	2	5	2	76	39	16	11	10	0
rg03_theta12p490_foilpm8	1	2	5	3	144	76	29	19	19	0
rg03_theta12p490_foilpm8	1	2	5	4	251	133	51	37	34	0
rg03_theta12p490_foilpm8	1	2	5	5	5	0	1	0	0	5
rg03_theta12p490_foilpm8	1	2	5	6	510	265	102	79	67	0
rg03_theta12p490_foilpm8	1	2	5	7	573	312	115	101	78	0
rg03_theta12p490_foilpm8	1	2	6	2	59	33	12	10	9	0
rg03_theta12p490_foilpm8	1	2	6	3	121	63	25	22	16	0
rg03_theta12p490_foilpm8	1	2	6	4	218	119	44	33	30	0
rg03_theta12p490_foilpm8	1	2	6	5	299	159	60	51	40	0
rg03_theta12p490_foilpm8	1	2	6	6	447	243	90	66	61	0
rg03_theta12p490_foilpm8	1	2	6	7	554	301	111	100	76	0
rg03_theta12p490_foilpm8	1	2	7	2	34	16	7	5	5	0
rg03_theta12p490_foilpm8	1	2	7	3	98	55	20	17	14	0
rg03_theta12p490_foilpm8	1	2	7	4	197	107	40	34	27	0
rg03_theta12p490_foilpm8	1	2	7	5	237	123	48	36	31	0
rg03_theta12p490_foilpm8	1	2	7	6	336	170	68	51	43	0
rg03_theta12p490_foilpm8	1	2	7	7	367	183	74	66	46	0
rg03_theta12p490_foilpm8	1	2	8	2	1	0	1	0	0	1
rg03_theta12p490_foilpm8	1	2	8	3	69	35	14	13	9	0
rg03_theta12p490_foilpm8	1	2	8	4	128	68	26	18	18	0
rg03_theta12p490_foilpm8	1	2	8	5	154	81	31	25	21	0
rg03_theta12p490_foilpm8	1	2	8	6	248	125	50	42	32	0
rg03_theta12p490_foilpm8	1	2	8	7	6	0	2	0	0	6
rg03_theta12p490_foilpm8	1	3	0	2	1	0	1	0	0	1
rg03_theta12p490_foilpm8	1	3	0	3	27	12	6	3	3	0
rg03_theta12p490_foilpm8	1	3	0	4	43	20	9	5	6	0
rg03_theta12p490_foilpm8	1	3	0	5	118	58	24	19	15	0
rg03_theta12p490_foilpm8	1	3	0	6	165	82	33	24	21	0
rg03_theta12p490_foilpm8	1	3	0	7	1	0	1	0	0	1
rg03_theta12p490_foilpm8	1	3	1	2	33	17	7	5	5	0
rg03_theta12p490_foilpm8	1	3	1	3	52	24	11	7	6	0
rg03_theta12p490_foilpm8	1	3	1	4	97	47	20	16	12	0
rg03_theta12p490_foilpm8	1	3	1	5	165	80	33	24	21	0
rg03_theta12p490_foilpm8	1	3	1	6	260	133	52	40	34	0
rg03_theta12p490_foilpm8	1	3	1	7	288	144	58	44	36	0
rg03_theta12p490_foilpm8	1	3	2	2	51	20	11	9	6	0
rg03_theta12p490_foilpm8	1	3	2	3	1	0	1	0	0	1
rg03_theta12p490_foilpm8	1	3	2	4	159	77	32	20	20	0
rg03_theta12p490_foilpm8	1	3	2	5	232	114	47	35	29	0
rg03_theta12p490_foilpm8	1	3	2	6	346	170	70	59	43	0
rg03_theta12p490_foilpm8	1	3	2	7	414	204	83	73	51	0
rg03_theta12p490_foilpm8	1	3	3	2	59	32	12	10	9	0
rg03_theta12p490_foilpm8	1	3	3	3	116	50	24	17	13	0
rg03_theta12p490_foilpm8	1	3	3	4	200	100	40	33	25	0
rg03_theta12p490_foilpm8	1	3	3	5	304	143	61	46	36	0
rg03_theta12p490_foilpm8	1	3	3	6	460	228	92	75	58	0
rg03_theta12p490_foilpm8	1	3	3	7	572	294	115	95	74	0
rg03_theta12p490_foilpm8	1	3	4	2	53	24	11	8	6	0
rg03_theta12p490_foilpm8	1	3	4	3	100	45	20	16	12	0
rg03_theta12p490_foilpm8	1	3	4	4	46	20	10	7	6	0
rg03_theta12p490_foilpm8	1	3	4	5	330	172	66	58	44	0
rg03_theta12p490_foilpm8	1	3	4	6	463	227	93	72	57	0
rg03_theta12p490_foilpm8	1	3	4	7	621	305	125	96	77	0
rg03_theta12p490_foilpm8	1	3	5	2	17	0	4	0	0	17
rg03_theta12p490_foilpm8	1	3	5	3	98	48	20	18	12	0
rg03_theta12p490_foilpm8	1	3	5	4	207	104	42	30	27	0
rg03_theta12p490_foilpm8	1	3	5	5	3	0	1	0	0	3
rg03_theta12p490_foilpm8	1	3	5	6	468	239	94	75	60	0
rg03_theta12p490_foilpm8	1	3	5	7	556	280	112	88	71	0
rg03_theta12p490_foilpm8	1	3	6	2	13	0	3	0	0	13
rg03_theta12p490_foilpm8	1	3	6	3	84	40	17	9	10	0
rg03_theta12p490_foilpm8	1	3	6	4	157	76	32	22	20	0
rg03_theta12p490_foilpm8	1	3	6	5	260	129	52	39	33	0
rg03_theta12p490_foilpm8	1	3	6	6	351	172	71	55	44	0
rg03_theta12p490_foilpm8	1	3	6	7	464	236	93	80	60	0
rg03_theta12p490_foilpm8	1	3	7	2	22	0	5	0	0	22
rg03_theta12p490_foilpm8	1	3	7	3	66	34	14	12	9	0
rg03_theta12p490_foilpm8	1	3	7	4	108	52	22	17	14	0
rg03_theta12p490_foilpm8	1	3	7	5	184	89	37	28	23	0
rg03_theta12p490_foilpm8	1	3	7	6	273	137	55	44	35	0
rg03_theta12p490_foilpm8	1	3	7	7	345	177	69	55	45	0
rg03_theta12p490_foilpm8	1	3	8	2	1	0	1	0	0	1
rg03_theta12p490_foilpm8	1	3	8	3	60	28	12	11	8	0
rg03_theta12p490_foilpm8	1	3	8	4	82	43	17	14	11	0
rg03_theta12p490_foilpm8	1	3	8	5	119	58	24	19	15	0
rg03_theta12p490_foilpm8	1	3	8	6	182	94	37	31	24	0
rg03_theta12p490_foilpm8	1	3	8	7	3	0	1	0	0	3
rg03_theta12p490_foilpm8	1	4	0	3	11	0	3	0	0	11
rg03_theta12p490_foilpm8	1	4	0	4	36	19	8	6	5	0
rg03_theta12p490_foilpm8	1	4	0	5	72	36	15	15	10	0
rg03_theta12p490_foilpm8	1	4	0	6	97	50	20	17	13	0
rg03_theta12p490_foilpm8	1	4	0	7	2	0	1	0	0	2
rg03_theta12p490_foilpm8	1	4	1	2	12	0	3	0	0	12
rg03_theta12p490_foilpm8	1	4	1	3	31	14	7	6	4	0
rg03_theta12p490_foilpm8	1	4	1	4	47	23	10	7	6	0
rg03_theta12p490_foilpm8	1	4	1	5	131	66	27	22	17	0
rg03_theta12p490_foilpm8	1	4	1	6	204	102	41	29	26	0
rg03_theta12p490_foilpm8	1	4	1	7	213	102	43	33	26	0
rg03_theta12p490_foilpm8	1	4	2	2	38	14	8	7	4	0
rg03_theta12p490_foilpm8	1	4	2	4	91	48	19	12	12	0
rg03_theta12p490_foilpm8	1	4	2	5	150	76	30	24	20	0
rg03_theta12p490_foilpm8	1	4	2	6	220	110	44	33	28	0
rg03_theta12p490_foilpm8	1	4	2	7	327	165	66	50	42	0
rg03_theta12p490_foilpm8	1	4	3	2	31	12	7	6	3	0
rg03_theta12p490_foilpm8	1	4	3	3	63	33	13	10	9	0
rg03_theta12p490_foilpm8	1	4	3	4	122	62	25	19	16	0
rg03_theta12p490_foilpm8	1	4	3	5	213	108	43	32	28	0
rg03_theta12p490_foilpm8	1	4	3	6	295	153	59	47	39	0
rg03_theta12p490_foilpm8	1	4	3	7	403	212	81	69	53	0
rg03_theta12p490_foilpm8	1	4	4	2	28	13	6	4	4	0
rg03_theta12p490_foilpm8	1	4	4	3	42	23	9	5	6	0
rg03_theta12p490_foilpm8	1	4	4	4	33	18	7	7	5	0
rg03_theta12p490_foilpm8	1	4	4	5	198	100	40	30	26	0
rg03_theta12p490_foilpm8	1	4	4	6	343	169	69	54	43	0
rg03_theta12p490_foilpm8	1	4	4	7	435	222	87	66	56	0
rg03_theta12p490_foilpm8	1	4	5	2	16	0	4	0	0	16
rg03_theta12p490_foilpm8	1	4	5	3	58	31	12	9	8	0
rg03_theta12p490_foilpm8	1	4	5	4	106	60	22	15	16	0
rg03_theta12p490_foilpm8	1	4	5	5	2	0	1	0	0	2
rg03_theta12p490_foilpm8	1	4	5	6	297	148	60	47	38	0
rg03_theta12p490_foilpm8	1	4	5	7	435	216	87	67	54	0
rg03_theta12p490_foilpm8	1	4	6	2	16	0	4	0	0	16
rg03_theta12p490_foilpm8	1	4	6	3	41	20	9	7	5	0
rg03_theta12p490_foilpm8	1	4	6	4	80	40	16	11	11	0
rg03_theta12p490_foilpm8	1	4	6	5	164	80	33	19	21	0
rg03_theta12p490_foilpm8	1	4	6	6	263	136	53	37	35	0
rg03_theta12p490_foilpm8	1	4	6	7	372	193	75	56	49	0
rg03_theta12p490_foilpm8	1	4	7	2	13	0	3	0	0	13
rg03_theta12p490_foilpm8	1	4	7	3	50	24	10	9	7	0
rg03_theta12p490_foilpm8	1	4	7	4	50	24	10	7	6	0
rg03_theta12p490_foilpm8	1	4	7	5	96	50	20	16	13	0
rg03_theta12p490_foilpm8	1	4	7	6	190	90	38	31	23	0
rg03_theta12p490_foilpm8	1	4	7	7	242	127	49	43	32	0
rg03_theta12p490_foilpm8	1	4	8	3	12	0	3	0	0	12
rg03_theta12p490_foilpm8	1	4	8	4	39	18	8	4	5	0
rg03_theta12p490_foilpm8	1	4	8	5	55	31	11	7	8	0
rg03_theta12p490_foilpm8	1	4	8	6	89	49	18	13	13	0
rg03_theta12p490_foilpm8	1	4	8	7	3	0	1	0	0	3
rg04_theta15p195_foilpm3	0	0	0	2	14	0	3	0	0	14
rg04_theta15p195_foilpm3	0	0	0	3	24	0	5	0	0	24
rg04_theta15p195_foilpm3	0	0	0	4	29	14	6	4	4	0
rg04_theta15p195_foilpm3	0	0	0	5	19	0	4	0	0	19
rg04_theta15p195_foilpm3	0	0	0	6	1	0	1	0	0	1
rg04_theta15p195_foilpm3	0	0	1	2	9	0	2	0	0	9
rg04_theta15p195_foilpm3	0	0	1	3	31	15	7	3	4	0
rg04_theta15p195_foilpm3	0	0	1	4	41	19	9	7	5	0
rg04_theta15p195_foilpm3	0	0	1	5	35	18	7	7	5	0
rg04_theta15p195_foilpm3	0	0	1	6	4	0	1	0	0	4
rg04_theta15p195_foilpm3	0	0	2	2	25	12	5	2	3	0
rg04_theta15p195_foilpm3	0	0	2	3	3	0	1	0	0	3
rg04_theta15p195_foilpm3	0	0	2	4	38	16	8	5	4	0
rg04_theta15p195_foilpm3	0	0	2	5	38	14	8	4	4	0
rg04_theta15p195_foilpm3	0	0	2	6	33	13	7	5	4	0
rg04_theta15p195_foilpm3	0	0	3	2	39	12	8	2	3	0
rg04_theta15p195_foilpm3	0	0	3	3	53	27	11	9	7	0
rg04_theta15p195_foilpm3	0	0	3	4	69	27	14	11	7	0
rg04_theta15p195_foilpm3	0	0	3	5	60	24	12	6	7	0
rg04_theta15p195_foilpm3	0	0	3	6	70	28	14	5	8	0
rg04_theta15p195_foilpm3	0	0	4	2	27	12	6	5	3	0
rg04_theta15p195_foilpm3	0	0	4	3	35	17	7	5	5	0
rg04_theta15p195_foilpm3	0	0	4	4	16	0	4	0	0	16
rg04_theta15p195_foilpm3	0	0	4	5	55	30	11	8	8	0
rg04_theta15p195_foilpm3	0	0	4	6	72	36	15	10	9	0
rg04_theta15p195_foilpm3	0	0	5	2	34	18	7	3	5	0
rg04_theta15p195_foilpm3	0	0	5	3	40	17	8	7	5	0
rg04_theta15p195_foilpm3	0	0	5	4	60	28	12	10	8	0
rg04_theta15p195_foilpm3	0	0	5	5	3	0	1	0	0	3
rg04_theta15p195_foilpm3	0	0	5	6	63	28	13	12	7	0
rg04_theta15p195_foilpm3	0	0	6	2	13	0	3	0	0	13
rg04_theta15p195_foilpm3	0	0	6	3	28	12	6	5	4	0
rg04_theta15p195_foilpm3	0	0	6	4	42	18	9	5	5	0
rg04_theta15p195_foilpm3	0	0	6	5	62	32	13	5	9	0
rg04_theta15p195_foilpm3	0	0	6	6	66	32	14	9	9	0
rg04_theta15p195_foilpm3	0	0	7	2	7	0	2	0	0	7
rg04_theta15p195_foilpm3	0	0	7	3	28	10	6	4	3	0
rg04_theta15p195_foilpm3	0	0	7	4	37	11	8	4	3	0
rg04_theta15p195_foilpm3	0	0	7	5	57	24	12	8	7	0
rg04_theta15p195_foilpm3	0	0	7	6	48	24	10	9	7	0
rg04_theta15p195_foilpm3	0	0	8	2	1	0	1	0	0	1
rg04_theta15p195_foilpm3	0	0	8	3	2	0	1	0	0	2
rg04_theta15p195_foilpm3	0	0	8	4	10	0	2	0	0	10
rg04_theta15p195_foilpm3	0	0	8	5	16	0	4	0	0	16
rg04_theta15p195_foilpm3	0	1	0	2	18	0	4	0	0	18
rg04_theta15p195_foilpm3	0	1	0	3	34	16	7	6	5	0
rg04_theta15p195_foilpm3	0	1	0	4	56	24	12	6	7	0
rg04_theta15p195_foilpm3	0	1	0	5	58	29	12	9	8	0
rg04_theta15p195_foilpm3	0	1	0	6	1	0	1	0	0	1
rg04_theta15p195_foilpm3	0	1	1	1	11	0	3	0	0	11
rg04_theta15p195_foilpm3	0	1	1	2	30	15	6	6	4	0
rg04_theta15p195_foilpm3	0	1	1	3	49	25	10	8	7	0
rg04_theta15p195_foilpm3	0	1	1	4	62	32	13	11	8	0
rg04_theta15p195_foilpm3	0	1	1	5	86	42	18	13	11	0
rg04_theta15p195_foilpm3	0	1	1	6	30	15	6	6	4	0
rg04_theta15p195_foilpm3	0	1	2	1	13	0	3	0	0	13
rg04_theta15p195_foilpm3	0	1	2	2	30	14	6	6	4	0
rg04_theta15p195_foilpm3	0	1	2	3	4	0	1	0	0	4
rg04_theta15p195_foilpm3	0	1	2	4	78	38	16	13	10	0
rg04_theta15p195_foilpm3	0	1	2	5	85	43	17	13	11	0
rg04_theta15p195_foilpm3	0	1	2	6	94	44	19	17	12	0
rg04_theta15p195_foilpm3	0	1	3	1	11	0	3	0	0	11
rg04_theta15p195_foilpm3	0	1	3	2	46	21	10	8	6	0
rg04_theta15p195_foilpm3	0	1	3	3	54	25	11	11	7	0
rg04_theta15p195_foilpm3	0	1	3	4	88	48	18	14	13	0
rg04_theta15p195_foilpm3	0	1	3	5	119	67	24	17	17	0
rg04_theta15p195_foilpm3	0	1	3	6	129	60	26	22	16	0
rg04_theta15p195_foilpm3	0	1	4	1	16	0	4	0	0	16
rg04_theta15p195_foilpm3	0	1	4	2	40	24	8	5	6	0
rg04_theta15p195_foilpm3	0	1	4	3	60	31	12	11	8	0
rg04_theta15p195_foilpm3	0	1	4	4	24	0	5	0	0	24
rg04_theta15p195_foilpm3	0	1	4	5	110	56	22	21	14	0
rg04_theta15p195_foilpm3	0	1	4	6	143	72	29	26	18	0
rg04_theta15p195_foilpm3	0	1	5	1	19	0	4	0	0	19
rg04_theta15p195_foilpm3	0	1	5	2	36	18	8	7	5	0
rg04_theta15p195_foilpm3	0	1	5	3	58	29	12	10	8	0
rg04_theta15p195_foilpm3	0	1	5	4	100	51	20	17	13	0
rg04_theta15p195_foilpm3	0	1	5	5	4	0	1	0	0	4
rg04_theta15p195_foilpm3	0	1	5	6	142	70	29	19	18	0
rg04_theta15p195_foilpm3	0	1	6	1	6	0	2	0	0	6
rg04_theta15p195_foilpm3	0	1	6	2	38	21	8	8	6	0
rg04_theta15p195_foilpm3	0	1	6	3	35	17	7	5	5	0
rg04_theta15p195_foilpm3	0	1	6	4	102	54	21	16	14	0
rg04_theta15p195_foilpm3	0	1	6	5	96	50	20	15	13	0
rg04_theta15p195_foilpm3	0	1	6	6	127	60	26	21	16	0
rg04_theta15p195_foilpm3	0	1	7	1	2	0	1	0	0	2
rg04_theta15p195_foilpm3	0	1	7	2	19	0	4	0	0	19
rg04_theta15p195_foilpm3	0	1	7	3	46	22	10	8	6	0
rg04_theta15p195_foilpm3	0	1	7	4	55	30	11	8	8	0
rg04_theta15p195_foilpm3	0	1	7	5	77	39	16	11	10	0
rg04_theta15p195_foilpm3	0	1	7	6	84	48	17	12	12	0
rg04_theta15p195_foilpm3	0	1	8	2	22	0	5	0	0	22
rg04_theta15p195_foilpm3	0	1	8	3	35	18	7	7	5	0
rg04_theta15p195_foilpm3	0	1	8	4	43	21	9	5	6	0
rg04_theta15p195_foilpm3	0	1	8	5	66	28	14	11	8	0
rg04_theta15p195_foilpm3	0	1	8	6	4	0	1	0	0	4
rg04_theta15p195_foilpm3	0	2	0	1	1	0	1	0	0	1
rg04_theta15p195_foilpm3	0	2	0	2	25	12	5	4	3	0
rg04_theta15p195_foilpm3	0	2	0	3	47	26	10	7	7	0
rg04_theta15p195_foilpm3	0	2	0	4	44	20	9	6	6	0
rg04_theta15p195_foilpm3	0	2	0	5	77	37	16	10	10	0
rg04_theta15p195_foilpm3	0	2	0	6	1	0	1	0	0	1
rg04_theta15p195_foilpm3	0	2	1	1	6	0	2	0	0	6
rg04_theta15p195_foilpm3	0	2	1	2	34	17	7	5	5	0
rg04_theta15p195_foilpm3	0	2	1	3	46	20	10	7	5	0
rg04_theta15p195_foilpm3	0	2	1	4	85	38	17	13	10	0
rg04_theta15p195_foilpm3	0	2	1	5	117	63	24	16	16	0
rg04_theta15p195_foilpm3	0	2	1	6	84	41	17	12	11	0
rg04_theta15p195_foilpm3	0	2	2	1	23	0	5	0	0	23
rg04_theta15p195_foilpm3	0	2	2	2	37	20	8	7	6	0
