rungroup	foil	ndel	xscol	yscol	status	n_dev	n_core_dev	peak_x	peak_y	center_x	center_y	peak_density	background	shift
rg02_theta15p195_foil0	0	3	3	3	accepted	81	59	-2.7900385615365946	-1.5765209750434088	-2.7563310518427153	-1.5845579628675557	0.531368149365675	0.00640393979961042	0.010833060640259615
rg02_theta15p195_foil0	0	3	3	4	accepted	100	76	-2.7900385615365946	-0.009467159791277577	-2.818291224967701	-0.014005126938977448	0.6497775565990065	0.009713070122165983	0.024192343993702174
rg02_theta15p195_foil0	0	3	3	5	accepted	161	123	-2.874640091922636	1.4059362862429061	-2.839208035017664	1.3757074550769668	1.0281906830627374	0.019391255912109627	0.005588362136359166
rg02_theta15p195_foil0	0	3	3	6	accepted	232	183	-2.874640091922636	2.972990101495037	-2.842303976139329	2.953070364264764	1.5790341474643892	0.02495680199234524	0.00326937332372532
rg02_theta15p195_foil0	0	3	3	7	accepted	146	119	-2.7900385615365946	4.38839354752922	-2.8371961654108735	4.379764832344284	1.11335480643129	0.007259733316517498	0.004347813016435283
rg02_theta15p195_foil0	0	3	4	1	accepted	18	14	-0.33659418034137967	-4.710628605547671	-0.3565547828612534	-4.810378474895947	0.11234209048462845	0.0008087963433019235	0.03588746777821783
rg02_theta15p195_foil0	0	3	4	2	accepted	32	27	-0.33659418034137967	-3.1941249133681895	-0.3090276913000445	-3.1823161312933	0.22020777939315694	0.0035424123241872595	0.005542953544256377
rg02_theta15p195_foil0	0	3	4	3	accepted	75	62	-0.25199264995533704	-1.6270710981160583	-0.2672049514384313	-1.650096317865871	0.47829979885766294	0.004891835628622507	0.010316224335562743
rg02_theta15p195_foil0	0	3	4	4	accepted	31	27	-0.33659418034137967	-0.11056740593657594	-0.3203589893835873	-0.11697296443965655	0.2545227218073862	0.005430037831781217	0.002753463544280358
rg02_theta15p195_foil0	0	3	4	5	accepted	174	141	-0.33659418034137967	1.4059362862429061	-0.3460025575923601	1.4331598109258683	1.163961790086144	0.012590122050654079	0.008610267833878662
rg02_theta15p195_foil0	0	3	4	6	accepted	276	212	-0.33659418034137967	2.922439978422388	-0.2944948855671444	2.942698422503409	1.8817751546167685	0.023012156592579956	0.003927358299048839
rg02_theta15p195_foil0	0	3	4	7	accepted	178	144	-0.25199264995533704	4.38839354752922	-0.2663816166047273	4.380692889725867	1.3236949013902297	0.011880723654451496	0.006481499608808334
rg02_theta15p195_foil0	0	3	5	1	low_stats	9	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	3	5	2	accepted	36	28	2.286053261625919	-3.14357479029554	2.2257621130820207	-3.131756723280343	0.244900040052147	0.0024817564868853653	0.014661939030689825
rg02_theta15p195_foil0	0	3	5	3	accepted	57	51	2.286053261625919	-1.6270710981160583	2.2706861468634525	-1.6527385646412358	0.40121828682136973	0.003611704773793749	0.01432067113282483
rg02_theta15p195_foil0	0	3	5	4	accepted	96	81	2.286053261625919	-0.060017282863926415	2.278531209302381	-0.07075111333517894	0.5767037736418784	0.0037843678362757907	0.009421040642871813
rg02_theta15p195_foil0	0	3	5	5	low_stats	4	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	3	5	6	accepted	224	172	2.2014517312398776	2.972990101495037	2.2246804561953604	2.9595459003955416	1.5401955910752756	0.01878984701080289	0.014190507189747537
rg02_theta15p195_foil0	0	3	5	7	accepted	125	101	2.286053261625919	4.337843424456572	2.2682687962892802	4.3582632610423975	0.8561821942530996	0.005767049308513651	0.007653967045721894
rg02_theta15p195_foil0	0	3	6	1	low_stats	4	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	3	6	2	accepted	19	15	4.739497642821134	-3.295225159513489	4.727211761738017	-3.273264185116416	0.12950152651569463	0.0012657683555906923	0.02965440777644195
rg02_theta15p195_foil0	0	3	6	3	accepted	48	37	4.824099173207176	-1.6270710981160583	4.824028048589242	-1.624620301804008	0.3265156818352866	0.0025040770678748346	0.015198363619448535
rg02_theta15p195_foil0	0	3	6	4	accepted	78	60	4.824099173207176	-0.060017282863926415	4.8432611293549	-0.06413926178254967	0.5248838229785173	0.007702299492339804	0.01011647061756389
rg02_theta15p195_foil0	0	3	6	5	accepted	136	110	4.824099173207176	1.4059362862429061	4.808738558192716	1.4179041149330258	0.9135042882877284	0.01053911923805122	0.00839325335598422
rg02_theta15p195_foil0	0	3	6	6	accepted	236	179	4.824099173207176	2.972990101495037	4.826890223625911	2.978846524756501	1.6143202378107389	0.019664042652592174	0.012107684340345993
rg02_theta15p195_foil0	0	3	6	7	accepted	43	36	4.824099173207176	4.337843424456572	4.8483085679156535	4.327527014660847	0.3499391045222823	0.002557262279574319	0.002065872978027898
rg02_theta15p195_foil0	0	3	7	2	accepted	28	21	7.27754355440239	-3.2446750364408383	7.297306311811397	-3.24186753745478	0.20810469295456557	0.0006523624870236298	0.02035685676482274
rg02_theta15p195_foil0	0	3	7	3	accepted	32	23	7.362145084788433	-1.6270710981160583	7.327445810981571	-1.6085439383697122	0.20894729215130028	0.005775335993204916	0.01534600087413388
rg02_theta15p195_foil0	0	3	7	4	accepted	60	48	7.362145084788433	-0.11056740593657594	7.374023117561294	-0.10862960220351932	0.4310614827349797	0.008428880144817193	0.0044145252769098075
rg02_theta15p195_foil0	0	3	7	5	accepted	100	80	7.362145084788433	1.456486409315555	7.387313514341077	1.4465660024528149	0.6861759411949282	0.011838076692691952	0.025403939809829947
rg02_theta15p195_foil0	0	3	7	6	accepted	144	119	7.446746615174474	2.922439978422388	7.431079813294213	2.941103984321529	1.0668317299059393	0.00923831314560801	0.0029818582807601807
rg02_theta15p195_foil0	0	3	7	7	low_stats	2	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	3	8	2	low_stats	6	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	3	8	3	accepted	24	18	9.730987935597605	-1.5765209750434088	9.691472667739813	-1.5709083873809313	0.1761665706022913	0.002954611290562009	0.00904689499789122
rg02_theta15p195_foil0	0	3	8	4	accepted	42	32	9.730987935597605	-0.11056740593657594	9.705533553085143	-0.12683850120400111	0.3031247352705263	0.0032021872682842937	0.027900240131109803
rg02_theta15p195_foil0	0	3	8	5	accepted	91	71	9.730987935597605	1.4059362862429061	9.752041075839873	1.4090291971388802	0.6533960826577442	0.007401013573238474	0.013880922266219568
rg02_theta15p195_foil0	0	3	8	6	accepted	15	13	10.069394057141775	2.77078960920444	9.985273125048579	2.826821398567364	0.07974537478699212	0.0025124636597607074	0.021143854180479624
rg02_theta15p195_foil0	0	4	0	2	low_stats	0	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	4	0	3	low_stats	4	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	4	0	4	accepted	22	21	-10.3378122757781	-0.13899297382120795	-10.310016667755026	-0.12339051892274688	0.1889085130872788	0.0003536259250153197	0.011678484988203024
rg02_theta15p195_foil0	0	4	0	5	accepted	26	23	-10.3378122757781	1.3314741240448271	-10.348528209098873	1.3768627646059386	0.20041555092575855	0.0003908733248030467	0.011932994444793048
rg02_theta15p195_foil0	0	4	0	6	low_stats	1	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	4	1	2	low_stats	4	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	4	1	3	accepted	12	11	-7.965596633819243	-1.6601658336826242	-7.9478599330084165	-1.6773920996821028	0.08866539178940658	0.0001766228778307485	0.017132241997961994
rg02_theta15p195_foil0	0	4	1	4	accepted	24	22	-7.880874646606426	-0.13899297382120795	-7.92214388726065	-0.1232773163504539	0.19451291620044533	0.0017581522568502488	0.009641219127502742
rg02_theta15p195_foil0	0	4	1	5	accepted	40	37	-7.965596633819243	1.4328856480355885	-7.935562662611124	1.39251563070222	0.3007282388356846	0.002051757278856466	0.03082598701798633
rg02_theta15p195_foil0	0	4	1	6	accepted	67	58	-7.965596633819243	2.8526469839062436	-7.9357714505819805	2.882131806112936	0.5183511804565035	0.0021016838941565986	0.008523931139400403
rg02_theta15p195_foil0	0	4	2	2	low_stats	7	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	4	2	4	accepted	29	22	-5.339215030221937	-0.2911102598073499	-5.367000285988385	-0.2804074295887486	0.19130560838168228	0.0025963158370183818	0.02277989074230862
rg02_theta15p195_foil0	0	4	2	5	accepted	55	46	-5.4239370174347545	1.4328856480355885	-5.395823345402594	1.4109093243197592	0.41201464441454383	0.0033663732189856974	0.015852639942930898
rg02_theta15p195_foil0	0	4	2	6	accepted	88	70	-5.339215030221937	2.954058507897004	-5.375410850622579	2.9351173238545094	0.646651529501372	0.005299203280254517	0.0028658279603923226
rg02_theta15p195_foil0	0	4	2	7	accepted	47	38	-5.4239370174347545	4.323114081772279	-5.420251544583967	4.320273255777429	0.3340553311425084	0.002530032712816011	0.003239958389397311
rg02_theta15p195_foil0	0	4	3	2	low_stats	9	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	4	3	3	accepted	16	15	-2.8822774010502648	-1.6601658336826242	-2.8539323514079955	-1.6473552694900877	0.10748338784464245	0.00029536159520095423	0.019046669023557297
rg02_theta15p195_foil0	0	4	3	4	accepted	32	25	-2.8822774010502648	-0.13899297382120795	-2.917517719627059	-0.1112379094434854	0.22422935605056682	0.002048672668019785	0.014486954575524822
rg02_theta15p195_foil0	0	4	3	5	accepted	58	49	-2.8822774010502648	1.3821798860402077	-2.860452449573221	1.4063236474635263	0.39945766165534674	0.004160343301518267	0.014033639552641482
rg02_theta15p195_foil0	0	4	3	6	accepted	128	102	-2.797555413837448	2.9033527459016235	-2.8352083786357776	2.931735512753617	0.847474576072095	0.008917851090422164	0.0014902536435211131
rg02_theta15p195_foil0	0	4	3	7	accepted	116	98	-2.8822774010502648	4.323114081772279	-2.8417353034913195	4.347671801423816	0.8112667883362492	0.008524468665102557	0.005840128937350644
rg02_theta15p195_foil0	0	4	4	2	accepted	13	10	-0.3406177846657751	-3.2827502175348013	-0.37278312235485156	-3.2682912905851547	0.07819644202504204	0.0006575618418842831	0.03268857171501969
rg02_theta15p195_foil0	0	4	4	3	accepted	17	16	-0.25589579745295904	-1.6601658336826242	-0.2823783007940151	-1.6781106448586234	0.10872141584271734	0.0006584905180031986	0.030420141200552118
rg02_theta15p195_foil0	0	4	4	4	low_stats	7	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	4	4	5	accepted	73	58	-0.3406177846657751	1.4328856480355885	-0.301171686557964	1.4132054498274644	0.4559015745186519	0.0022852148094234205	0.005237806234622408
rg02_theta15p195_foil0	0	4	4	6	accepted	126	108	-0.25589579745295904	2.954058507897004	-0.2793575119025337	2.950635294983549	0.8858493826752949	0.007179765520692399	0.016912272880126183
rg02_theta15p195_foil0	0	4	4	7	accepted	145	118	-0.3406177846657751	4.42452560576304	-0.31199326880582	4.408576250444797	1.030244208784018	0.006034573065005492	0.007554364946712361
rg02_theta15p195_foil0	0	4	5	2	accepted	11	7	2.0315978572930806	-2.978515645562518	2.02536159677095	-2.9844707181346695	0.06591017707607028	0.0007079698840475739	0.03395895307568234
rg02_theta15p195_foil0	0	4	5	3	accepted	19	15	2.2010418317187126	-1.6601658336826242	2.1683261561468257	-1.5821848543408545	0.11737096524751672	0.0014197763389281436	0.01421457655197769
rg02_theta15p195_foil0	0	4	5	4	accepted	36	28	2.28576381893153	0.06383007416031418	2.2545118296171545	0.04431719364675354	0.24718853035876887	0.0003949552728764524	0.046884484677026744
rg02_theta15p195_foil0	0	4	5	6	accepted	144	122	2.28576381893153	3.0047642698923847	2.2485486431312562	2.9852015104420833	0.9742525079779076	0.004899245691348483	0.011122577680510564
rg02_theta15p195_foil0	0	4	5	7	accepted	115	89	2.28576381893153	4.42452560576304	2.280295254462287	4.426952633280676	0.81773246438536	0.003187686615055233	0.007116296807550621
rg02_theta15p195_foil0	0	4	6	2	low_stats	6	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	4	6	3	accepted	13	9	4.657979460890387	-1.6601658336826242	4.66932406114044	-1.6668861239328263	0.07868811852399057	0.0005133923622735745	0.017951119581753505
rg02_theta15p195_foil0	0	4	6	4	accepted	28	25	4.742701448103203	-0.08828721182582774	4.774302424808847	-0.10400376029383786	0.23348030902323771	0.002151704116285486	0.021288903111595744
rg02_theta15p195_foil0	0	4	6	5	accepted	40	32	4.827423435316019	1.3821798860402077	4.847999465959868	1.400098990427418	0.27091866062169545	0.0018444771100050955	0.011559796248859175
rg02_theta15p195_foil0	0	4	6	6	accepted	110	93	4.827423435316019	3.0047642698923847	4.858950755106956	2.949539055154461	0.728634728094366	0.005777035610230831	0.00907187292657308
rg02_theta15p195_foil0	0	4	6	7	accepted	42	34	4.912145422528835	4.323114081772279	4.889899545076238	4.302840374866853	0.32770882894105335	0.0009391835629465148	0.01931610066471115
rg02_theta15p195_foil0	0	4	7	3	accepted	13	10	7.28436106448769	-1.7108715956780045	7.320351438880723	-1.703193896299672	0.10528393567829063	0.00022578219131072854	0.019099424527055594
rg02_theta15p195_foil0	0	4	7	4	accepted	21	15	7.369083051700508	-0.13899297382120795	7.394299697374059	-0.1168845900131761	0.13148499813733497	0.0013762698781940633	0.04339497144990751
rg02_theta15p195_foil0	0	4	7	5	accepted	52	38	7.369083051700508	1.4835914100309695	7.321188750753123	1.4875881027081745	0.32707338411856934	0.002787105807604777	0.020266158945365643
rg02_theta15p195_foil0	0	4	7	6	accepted	90	71	7.369083051700508	2.954058507897004	7.399333423513484	2.965115866380866	0.6481087419324187	0.002954526237757847	0.009893550740074922
rg02_theta15p195_foil0	0	4	8	3	low_stats	8	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	4	8	4	low_stats	9	0	nan	nan	nan	nan	nan	nan	nan
rg02_theta15p195_foil0	0	4	8	5	accepted	36	29	9.82602068087218	1.4835914100309695	9.855200358769563	1.4422870414969333	0.26653338198687754	0.0015768519346891219	0.0014765062653429024
rg02_theta15p195_foil0	0	4	8	6	low_stats	4	0	nan	nan	nan	nan	nan	nan	nan
rg03_theta12p490_foilpm8	0	0	0	1	low_stats	2	0	nan	nan	nan	nan	nan	nan	nan
rg03_theta12p490_foilpm8	0	0	0	2	unstable	41	18	-9.269383368632205	-3.160593734156921	nan	nan	0.16679766393348866	0.006462272203939478	0.21811297345842273
rg03_theta12p490_foilpm8	0	0	0	3	accepted	62	21	-10.702949579942885	-1.5923495156696914	-10.720202640698949	-1.605027048294236	0.17929575930712321	0.0028871954807270107	0.055917557715849026
rg03_theta12p490_foilpm8	0	0	0	4	accepted	78	56	-10.365639883163901	0.12766027234855964	-10.137945815962322	0.12692572422698128	0.2874247979259086	0.007068237215788918	0.05537117592206838
rg03_theta12p490_foilpm8	0	0	0	5	accepted	32	13	-10.534294731553391	1.5947274444817747	-10.756311721532438	1.697993693634677	0.08898019539456103	0.009817784368486335	0.07950461695362132
rg03_theta12p490_foilpm8	0	0	0	6	low_stats	2	0	nan	nan	nan	nan	nan	nan	nan
rg03_theta12p490_foilpm8	0	0	1	1	accepted	15	6	-7.835817157321524	-4.981780568529187	-7.817343790383286	-5.014841464144789	0.05491895065364773	0.009172891425325326	0.0
rg03_theta12p490_foilpm8	0	0	1	2	unstable	38	3	-8.257454278295254	-3.160593734156921	nan	nan	0.15651707995805858	0.005992277992131633	nan
rg03_theta12p490_foilpm8	0	0	1	3	accepted	80	61	-8.173126854100508	-1.541760992492684	-8.456656729397539	-1.574440204382702	0.3370492015824412	0.007727700176181679	0.015086730544215166
rg03_theta12p490_foilpm8	0	0	1	4	accepted	115	90	-7.582834884737287	0.07707174917155261	-7.901254800460437	0.05695437834498778	0.3709778157152933	0.01711594464832019	0.03961134302928745
rg03_theta12p490_foilpm8	0	0	1	5	accepted	71	50	-7.751489733126779	1.6453159676587823	-7.903447376843027	1.6343555207606726	0.2805954082263177	0.013542029492034993	0.04005976922466752
rg03_theta12p490_foilpm8	0	0	1	6	low_stats	1	0	nan	nan	nan	nan	nan	nan	nan
rg03_theta12p490_foilpm8	0	0	2	1	accepted	30	15	-6.402250946010845	-5.285311707591231	-6.435155163283804	-5.1715881847888205	0.050420808472962264	0.017717583734110302	0.0
rg03_theta12p490_foilpm8	0	0	2	2	accepted	61	32	-6.233596097621352	-3.160593734156921	-5.964927978184635	-3.1599464945262237	0.21384914727155357	0.003476046274201175	0.13875502880149054
rg03_theta12p490_foilpm8	0	0	2	3	unstable	14	2	-3.282136250805247	-1.4911724693156767	nan	nan	0.546316954075192	0.007467272908947071	nan
rg03_theta12p490_foilpm8	0	0	2	4	accepted	128	82	-5.4746492798686415	0.0264832259945456	-5.472829217618986	0.027602658076282833	0.5501731312938389	0.01638223661505434	0.008540521621027183
rg03_theta12p490_foilpm8	0	0	2	5	accepted	112	69	-5.3903218556738945	1.5947274444817747	-5.38991146464621	1.582529948028353	0.5080629335486543	0.015480036514506402	0.008521290147626339
rg03_theta12p490_foilpm8	0	0	2	6	accepted	16	7	-5.3903218556738945	3.011206093437982	-5.348649769393478	3.0132374325107776	0.08751697726167287	0.005379314228795848	0.049687758810475734
rg03_theta12p490_foilpm8	0	0	3	1	accepted	29	17	-4.715702462115927	-5.184134661237216	-4.324242289590039	-5.203517225522966	0.08839277696685649	0.017058665107202265	0.10199441836979614
rg03_theta12p490_foilpm8	0	0	3	2	accepted	76	55	-3.197808826610502	-3.1100052109799132	-3.149532738133167	-3.093065856554416	0.43527231878558886	0.006585757033376528	0.04473989381295845
rg03_theta12p490_foilpm8	0	0	3	3	accepted	112	73	-3.029153978221009	-1.541760992492684	-2.9436965044298797	-1.543289423748033	0.6057440249222167	0.008762214554059025	0.05302585936404432
rg03_theta12p490_foilpm8	0	0	3	4	accepted	133	96	-2.8604991298315183	-0.024105297182462092	-2.7525462405794627	-0.018210814030666052	0.7065822870183712	0.016542801282741208	0.009758700795986936
rg03_theta12p490_foilpm8	0	0	3	5	accepted	149	116	-3.029153978221009	1.49355039812776	-2.84733165713174	1.4980607732919469	0.770719334901589	0.016745913036926262	0.0039128740908768445
rg03_theta12p490_foilpm8	0	0	3	6	accepted	43	26	-2.607516857247281	3.011206093437982	-2.6687641498582346	2.9852497335468966	0.2912541966090971	0.00464979950844553	0.03666859019271127
rg03_theta12p490_foilpm8	0	0	4	1	accepted	35	23	-1.2582780701313465	-5.184134661237216	-1.7246763819939268	-5.299974414266596	0.07197711279338802	0.019007881560569633	0.02814102454613737
rg03_theta12p490_foilpm8	0	0	4	2	accepted	120	81	-0.5836586765733791	-3.0088281646258985	-0.569146126791078	-3.0331713208693176	0.5126130175298703	0.016120071927451185	0.014147530724320605
rg03_theta12p490_foilpm8	0	0	4	3	accepted	140	101	-0.24634897979439543	-1.4911724693156767	-0.28186037158745353	-1.5206396859903275	0.654879896479331	0.011147191908090414	0.024911180219239375
rg03_theta12p490_foilpm8	0	0	4	4	accepted	52	27	-0.16202155559964898	-0.024105297182462092	-0.0800272356604449	-0.025061833722855698	0.2192949695527345	0.011023200043887878	0.056952277594295955
rg03_theta12p490_foilpm8	0	0	4	5	accepted	166	108	-0.07769413140490361	1.442961874950753	-0.04298719458000857	1.4493148009288226	0.770499552100238	0.016322115474662294	0.0043600349450813765
rg03_theta12p490_foilpm8	0	0	4	6	accepted	143	80	0.006633292789841739	2.960617570260974	0.02028240578660855	2.9366987732468863	0.6413219734295668	0.013891148836496413	0.01104518324660447
rg03_theta12p490_foilpm8	0	0	5	1	accepted	24	14	0.5125978379583173	-5.7406084161842985	0.46725972948143324	-5.512824673454398	0.058655691242317134	0.015091911382525032	0.012084336948839416
rg03_theta12p490_foilpm8	0	0	5	2	accepted	72	56	2.1991463218532346	-3.1100052109799132	2.1051549421528617	-3.1189664839606737	0.34132562871407524	0.00940659380114785	0.016686832133230804
rg03_theta12p490_foilpm8	0	0	5	3	accepted	126	97	2.5364560186322183	-1.4911724693156767	2.511777047816152	-1.5081106598520924	0.632003016758527	0.010741855016514494	0.01868508107233218
rg03_theta12p490_foilpm8	0	0	5	4	accepted	122	95	2.7894382912164555	0.0264832259945456	2.8218806718133447	0.0032513138340375352	0.6494171791981662	0.008719050795496964	0.008130617999530156
rg03_theta12p490_foilpm8	0	0	5	5	unstable	25	0	0.6812526863478091	1.49355039812776	nan	nan	0.411691373234488	0.012751293866049274	nan
rg03_theta12p490_foilpm8	0	0	5	6	accepted	124	90	2.70511086702171	2.910029047083967	2.6687839923029104	2.8876651308619494	0.6375012262737569	0.010229018948534991	0.008200868948828294
rg03_theta12p490_foilpm8	0	0	6	1	accepted	11	7	2.7894382912164555	-5.538254323476268	2.589060135001927	-5.497699595853764	0.029618302711711543	0.005151363923103122	0.07790290096501429
rg03_theta12p490_foilpm8	0	0	6	2	accepted	57	36	4.391659350916627	-3.0594166878029063	4.352283853272751	-3.0621123407368973	0.2915557717004099	0.005143437224059001	0.02138913173426165
rg03_theta12p490_foilpm8	0	0	6	3	accepted	118	73	4.813296471890357	-1.541760992492684	4.726740186411745	-1.5223105316448668	0.5381303264543547	0.01137308091849265	0.011426191008883698
rg03_theta12p490_foilpm8	0	0	6	4	accepted	125	88	5.234933592864087	-0.024105297182462092	5.288499339081423	-0.008390111035206026	0.6995844849660094	0.01666017656910187	0.01538039149181371
rg03_theta12p490_foilpm8	0	0	6	5	accepted	129	96	5.1506061686693405	1.442961874950753	5.161595250730932	1.4287536340680265	0.7744996472362204	0.01046170833705327	0.008423442893247585
rg03_theta12p490_foilpm8	0	0	6	6	accepted	134	98	4.981951320279849	2.8594405239069594	4.966027962264078	2.882903700318048	0.8261294548902378	0.014717642351355016	0.013506419426939099
rg03_theta12p490_foilpm8	0	0	7	1	low_stats	0	0	nan	nan	nan	nan	nan	nan	nan
rg03_theta12p490_foilpm8	0	0	7	2	accepted	30	22	6.7528272283695125	-3.1100052109799132	6.693825683483668	-3.0887672962284562	0.171465640969014	0.004106833754323968	0.024129997362309433
rg03_theta12p490_foilpm8	0	0	7	3	accepted	51	36	6.7528272283695125	-1.4405839461386691	6.811660255454836	-1.4722080311779828	0.32846733246867216	0.009645352754079909	0.029513245928215685
rg03_theta12p490_foilpm8	0	0	7	4	accepted	84	69	7.343119197732734	-0.024105297182462092	7.358053650321974	-0.01714290123651819	0.4824961054352308	0.014225816330610902	0.03166673720813744
rg03_theta12p490_foilpm8	0	0	7	5	accepted	116	91	7.343119197732734	1.3923733517737453	7.343237050988426	1.40706172763774	0.6831485974151875	0.02160587805661493	0.004655712974378427
rg03_theta12p490_foilpm8	0	0	7	6	accepted	82	66	7.090136925148494	2.8594405239069594	7.070668949699457	2.8419435669628483	0.5599258291276413	0.007919875991275662	0.003936109877301659
rg03_theta12p490_foilpm8	0	0	8	2	low_stats	9	0	nan	nan	nan	nan	nan	nan	nan
rg03_theta12p490_foilpm8	0	0	8	3	accepted	13	12	8.608030560653921	-1.4911724693156767	8.633712083704909	-1.518743865852984	0.12584866905345	0.0014267206300023461	0.013372834211459858
rg03_theta12p490_foilpm8	0	0	8	4	accepted	45	37	8.861012833238162	-0.07469382035946978	8.873336249017584	-0.07705226060525215	0.29124230013557373	0.006484173127456479	0.027031230387537464
rg03_theta12p490_foilpm8	0	0	8	5	accepted	56	43	9.113995105822395	1.3923733517737453	9.129913547252945	1.402320604827601	0.3753527957874656	0.005644231529315679	0.013211839740370178
rg03_theta12p490_foilpm8	0	0	8	6	low_stats	4	0	nan	nan	nan	nan	nan	nan	nan
rg03_theta12p490_foilpm8	0	1	0	1	low_stats	1	0	nan	nan	nan	nan	nan	nan	nan
rg03_theta12p490_foilpm8	0	1	0	2	accepted	56	35	-10.715558089370061	-3.1778650610354693	-10.662485116084625	-3.179664478855223	0.27188670480017574	0.0062507054851852146	0.030429057389019673
rg03_theta12p490_foilpm8	0	1	0	3	accepted	84	64	-10.631306712850968	-1.6106555286345872	-10.589638451018589	-1.610669629115917	0.5730825326138749	0.00527007819160286	0.009859231673975098
rg03_theta12p490_foilpm8	0	1	0	4	accepted	106	69	-10.294301206774588	-0.04344599623370502	-10.336599105539197	-0.014328816353825274	0.5399299200489462	0.010928553476499688	0.047984304704304925
rg03_theta12p490_foilpm8	0	1	0	5	accepted	78	50	-10.462803959812778	1.624873828580137	-10.631860455348004	1.6206388119732438	0.380587440325275	0.009250832800121504	0.06714764922741329
rg03_theta12p490_foilpm8	0	1	0	6	low_stats	3	0	nan	nan	nan	nan	nan	nan	nan
rg03_theta12p490_foilpm8	0	1	1	1	accepted	51	34	-7.9352626642399295	-4.643964301023392	-7.867339739217143	-4.648816272143785	0.2411410987354253	0.0039060672493282326	0.020040477212395155
rg03_theta12p490_foilpm8	0	1	1	2	accepted	79	49	-8.27226817031631	-3.12730991482899	-8.27561768122192	-3.1072878547495457	0.4067898215640019	0.01058245685982574	0.013786207258235853
rg03_theta12p490_foilpm8	0	1	1	3	accepted	154	109	-8.188016793797214	-1.6106555286345872	-8.19959515829383	-1.6273389152815148	0.6961047068984518	0.010690166849050779	0.00652841077167601
rg03_theta12p490_foilpm8	0	1	1	4	accepted	188	124	-8.27226817031631	-0.04344599623370502	-8.184873010632641	-0.052909558980774714	0.864481784095955	0.013165245696473236	0.010523710283331536
rg03_theta12p490_foilpm8	0	1	1	5	accepted	148	97	-8.188016793797214	1.5743186823736568	-8.104549277875895	1.5762305340909846	0.6343203712072131	0.015030407918735273	0.006732843264812538
rg03_theta12p490_foilpm8	0	1	1	6	accepted	21	12	-8.27226817031631	3.1415282147745396	-8.464705826572406	3.1507342328858545	0.08256335273401388	0.005054900645321902	0.11256088330975195
rg03_theta12p490_foilpm8	0	1	2	1	accepted	66	47	-5.407721368667082	-4.643964301023392	-5.420707700523354	-4.6552758849260005	0.31767267482452666	0.011995710584082782	0.02308336477950936
rg03_theta12p490_foilpm8	0	1	2	2	accepted	116	84	-5.5762241217052715	-3.12730991482899	-5.616128156032809	-3.1331746200943082	0.6572755734219632	0.006325925369800838	0.005625234734609387
rg03_theta12p490_foilpm8	0	1	2	3	unstable	17	0	-6.4187378868962215	-1.6106555286345872	nan	nan	0.060119173659441694	0.006236081251198435	nan
rg03_theta12p490_foilpm8	0	1	2	4	accepted	188	134	-5.5762241217052715	-0.0940011424401852	-5.528741632394937	-0.07084831582207896	1.0158429836866447	0.012882614167733637	0.014032084826535734
rg03_theta12p490_foilpm8	0	1	2	5	accepted	213	151	-5.491972745186177	1.4732083899606976	-5.459488115777096	1.4536224384943284	1.1294343555734359	0.01565047622340738	0.012423790093038487
rg03_theta12p490_foilpm8	0	1	2	6	accepted	73	45	-5.491972745186177	3.0404179223615793	-5.455910220163609	3.0393927990063134	0.3448209465551691	0.010868578673528976	0.039614623680141334
rg03_theta12p490_foilpm8	0	1	3	1	accepted	78	48	-2.9644314496133304	-4.643964301023392	-2.9618829817071415	-4.6229497493074065	0.36453837190692995	0.008190314833556596	0.002187334930071101
rg03_theta12p490_foilpm8	0	1	3	2	accepted	136	103	-2.880180073094235	-3.12730991482899	-2.907566818537046	-3.1098296525026585	0.7349667497983241	0.01052919466787664	0.016083648400678944
rg03_theta12p490_foilpm8	0	1	3	3	accepted	178	121	-2.880180073094235	-1.6106555286345872	-2.8801757206605663	-1.6119304990251127	1.0085024248103238	0.011845481499531994	0.01546275025029926
rg03_theta12p490_foilpm8	0	1	3	4	accepted	234	176	-2.880180073094235	-0.0940011424401852	-2.884219152713407	-0.0834543904504641	1.2299748421693462	0.018519396990628788	0.011733418255433491
rg03_theta12p490_foilpm8	0	1	3	5	accepted	258	194	-2.7959286965751398	1.4226532437542174	-2.8070574976973512	1.4386069285010856	1.371605811551467	0.020254706097619625	0.007507044600772722
