rungroup	foil	ndel	xscol	yscol	status	n_dev	n_core_dev	peak_x	peak_y	center_x	center_y	peak_density	background	shift
rg07_theta12p495_foilpm8	0	1	7	3	accepted	75	61	7.011144372721641	-1.6571753123160775	7.006639619418622	-1.6244606805220727	0.4872184884116356	0.0053190710542655156	0.015363493775128648
rg07_theta12p495_foilpm8	0	1	7	4	accepted	68	51	7.26540873245934	-0.09691449258039743	7.220684654178329	-0.09898033389438164	0.4650121066356361	0.01181271813046314	0.015952009034643284
rg07_theta12p495_foilpm8	0	1	7	5	accepted	91	66	7.011144372721641	1.4130153329702613	7.042933374118545	1.4237458986197788	0.5350217370401946	0.01405719164941273	0.026805341161602624
rg07_theta12p495_foilpm8	0	1	7	6	accepted	112	94	6.92638958614241	2.8726141643358973	6.916852532271634	2.8936668958303375	0.7535231532018769	0.00701164902295703	0.008416341715007889
rg07_theta12p495_foilpm8	0	1	8	1	low_stats	0	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	1	8	2	accepted	30	25	8.960504464043982	-3.116774143681714	8.893778290316488	-3.1396644943520227	0.1965186430095708	0.0014332105453854	0.029574930594821407
rg07_theta12p495_foilpm8	0	1	8	3	accepted	50	44	9.130014037202447	-1.5565133239460338	9.083301119878534	-1.5846532779316136	0.28390767498764047	0.0031073535801876178	0.013951870169572035
rg07_theta12p495_foilpm8	0	1	8	4	accepted	54	41	9.299523610360911	-0.09691449258039743	9.208554833179683	-0.11942461694701635	0.30626245155662274	0.005267342262821136	0.045840988833460015
rg07_theta12p495_foilpm8	0	1	8	5	accepted	69	53	9.384278396940143	1.4130153329702613	9.38746819575938	1.4181167811969455	0.43396522259000475	0.003404768930769847	0.0029305035979492093
rg07_theta12p495_foilpm8	0	1	8	6	low_stats	4	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	2	0	1	low_stats	1	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	2	0	2	accepted	52	36	-10.74957899534476	-3.1842737713331832	-10.814393521813006	-3.173717122102855	0.2911574965268592	0.004132734348713104	0.014944260351152568
rg07_theta12p495_foilpm8	0	2	0	3	accepted	63	50	-10.580211772829706	-1.6211766979258695	-10.607694770580963	-1.6317197775313599	0.3623572971147553	0.005135415329754518	0.017736574832212377
rg07_theta12p495_foilpm8	0	2	0	4	accepted	88	62	-10.495528161572182	-0.10850211075750049	-10.50029738999863	-0.09864071744040842	0.5059187602820782	0.009746137718209535	0.008887332282555
rg07_theta12p495_foilpm8	0	2	0	5	accepted	119	87	-10.664895384087233	1.4545949626498134	-10.67655240035968	1.4665961061318247	0.7497928825034823	0.009151131450381043	0.010764061642757975
rg07_theta12p495_foilpm8	0	2	0	6	low_stats	2	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	2	1	1	accepted	34	27	-8.20907065761897	-4.696948358501553	-8.266447046368096	-4.679202343427939	0.22765689236494696	0.0010243374646755543	0.0075239499891124285
rg07_theta12p495_foilpm8	0	2	1	2	accepted	73	54	-8.20907065761897	-3.1842737713331832	-8.245089691998597	-3.152682745330571	0.4771616862406034	0.005646993881670629	0.01485950201546965
rg07_theta12p495_foilpm8	0	2	1	3	accepted	103	79	-8.20907065761897	-1.5707542116869238	-8.20161845409941	-1.5732748404001866	0.6394226752530539	0.010004449578200524	0.010698806940924037
rg07_theta12p495_foilpm8	0	2	1	4	accepted	124	85	-8.20907065761897	-0.10850211075750049	-8.175789960317946	-0.11848603418098753	0.7843961332236014	0.01438791813171222	0.00604397558740099
rg07_theta12p495_foilpm8	0	2	1	5	accepted	132	98	-8.124387046361445	1.4545949626498134	-8.091568342625495	1.4618294705346877	0.8396439859520866	0.00718861578728597	0.018216623975397667
rg07_theta12p495_foilpm8	0	2	1	6	accepted	56	38	-7.955019823846391	2.9672695498181825	-7.9702741799204	2.965391398262746	0.29409169768327126	0.008073084948888764	0.016514151501223567
rg07_theta12p495_foilpm8	0	2	2	1	accepted	44	37	-5.668562319893182	-4.646525872262607	-5.623053407252716	-4.652048029301093	0.3160908231990057	0.003280505332606621	0.018681856862774925
rg07_theta12p495_foilpm8	0	2	2	2	accepted	86	64	-5.668562319893182	-3.133851285094238	-5.642970671137286	-3.166669812220943	0.49597752532295636	0.003968451619586274	0.009571622915875934
rg07_theta12p495_foilpm8	0	2	2	3	low_stats	6	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	2	2	4	accepted	154	117	-5.583878708635655	-0.10850211075750049	-5.547107935144524	-0.1106810647123121	1.0144109142738762	0.01624739299421614	0.006352497528426841
rg07_theta12p495_foilpm8	0	2	2	5	accepted	193	146	-5.49919509737813	1.4041724764108678	-5.516722738992909	1.4053122705931405	1.2641481180560001	0.014328973420543359	0.0060148813592288365
rg07_theta12p495_foilpm8	0	2	2	6	accepted	141	113	-5.49919509737813	2.9672695498181825	-5.486813130001514	2.9926173914807577	0.8893090448078643	0.009423570937697651	0.00357486171577947
rg07_theta12p495_foilpm8	0	2	3	1	accepted	59	44	-3.043370370909867	-4.646525872262607	-3.0007036437739005	-4.643816388668233	0.3625044294264569	0.0041967140135435385	0.021891990570543748
rg07_theta12p495_foilpm8	0	2	3	2	accepted	97	70	-2.958686759652341	-3.133851285094238	-2.9931750762763008	-3.14124572357113	0.6562678565433577	0.008687861459737052	0.011070531085292098
rg07_theta12p495_foilpm8	0	2	3	3	accepted	128	93	-2.958686759652341	-1.6211766979258695	-2.96114673191599	-1.6210283949645292	0.8715427593135123	0.009594508154270959	0.007415216196713235
rg07_theta12p495_foilpm8	0	2	3	4	accepted	210	169	-3.043370370909867	-0.10850211075750049	-2.9955079910324165	-0.11668552001855914	1.4127572917870683	0.016386157409216	0.005846641769859083
rg07_theta12p495_foilpm8	0	2	3	5	accepted	232	185	-2.958686759652341	1.4041724764108678	-2.964236553724708	1.420252570267213	1.5647755817117621	0.018850844258109175	0.010626749924738091
rg07_theta12p495_foilpm8	0	2	3	6	accepted	260	204	-2.874003148394815	2.9168470635792367	-2.9110882133324965	2.9286259701787856	1.7354796564296464	0.014210877419741818	0.0064156917312339894
rg07_theta12p495_foilpm8	0	2	4	1	accepted	66	51	-0.5875456444416043	-4.596103386023661	-0.605014884916707	-4.622522487986574	0.4433495628554597	0.005737364033522225	0.0221119604816646
rg07_theta12p495_foilpm8	0	2	4	2	accepted	89	66	-0.5028620331840784	-3.133851285094238	-0.515919789489939	-3.1492511097351565	0.619771825714375	0.011205027303925889	0.020105153074770774
rg07_theta12p495_foilpm8	0	2	4	3	accepted	146	115	-0.4181784219265525	-1.6211766979258695	-0.4493176589764082	-1.634372867520214	0.9438442065976693	0.007863244774299047	0.009642927645439642
rg07_theta12p495_foilpm8	0	2	4	4	accepted	57	46	-0.4181784219265525	-0.10850211075750049	-0.43311040387097655	-0.10512348126371356	0.4528757787380022	0.01767576503809712	0.00980682354275227
rg07_theta12p495_foilpm8	0	2	4	5	accepted	254	191	-0.4181784219265525	1.4041724764108678	-0.43143556835770247	1.3901888836369707	1.7128455015338635	0.017794060013854057	0.01450413944712754
rg07_theta12p495_foilpm8	0	2	4	6	accepted	269	214	-0.5028620331840784	2.9168470635792367	-0.48691026007007804	2.910770408266607	1.9408403350310297	0.015676080099149066	0.00715198242099794
rg07_theta12p495_foilpm8	0	2	5	1	accepted	41	33	1.8682790820266573	-4.596103386023661	1.8736132129618157	-4.58253461127681	0.2778209497408506	0.005064926007816626	0.007257939593068932
rg07_theta12p495_foilpm8	0	2	5	2	accepted	83	65	1.9529626932841844	-3.1842737713331832	1.9920276627783113	-3.168609526324683	0.5688291032540317	0.0114388118963162	0.010988785593760016
rg07_theta12p495_foilpm8	0	2	5	3	accepted	140	111	2.03764630454171	-1.6211766979258695	2.0656913798720713	-1.6138275267490774	1.0126582936237394	0.011703933231202937	0.00779681907811268
rg07_theta12p495_foilpm8	0	2	5	4	accepted	193	149	2.03764630454171	-0.10850211075750049	2.0621866704832765	-0.12415237955996929	1.306943759085776	0.010823623224405755	0.002498421435535856
rg07_theta12p495_foilpm8	0	2	5	5	low_stats	4	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	2	5	6	accepted	248	207	1.9529626932841844	2.9168470635792367	1.9910464012715718	2.9016315456859854	1.8058736767140915	0.011647833418643273	0.007683947351096695
rg07_theta12p495_foilpm8	0	2	6	1	accepted	37	26	4.324103808494919	-4.696948358501553	4.365350677449746	-4.690203875620559	0.2786134796008408	0.0017248045941370394	0.007413669087528894
rg07_theta12p495_foilpm8	0	2	6	2	accepted	84	69	4.578154642267498	-3.133851285094238	4.550045764245763	-3.133640908166461	0.546520991577678	0.006274310880989405	0.006271778648180352
rg07_theta12p495_foilpm8	0	2	6	3	accepted	136	106	4.662838253525025	-1.6211766979258695	4.630782888932996	-1.5935469327743952	0.9534771937229971	0.014076346610768654	0.006083950412221266
rg07_theta12p495_foilpm8	0	2	6	4	accepted	153	114	4.662838253525025	-0.10850211075750049	4.631005656759806	-0.12043986853671114	1.0324395028220428	0.01868516096379196	0.002185045015555046
rg07_theta12p495_foilpm8	0	2	6	5	accepted	226	182	4.578154642267498	1.4041724764108678	4.5593040238648035	1.3917995392156706	1.6314622836548769	0.013733348994185473	0.013755218489110528
rg07_theta12p495_foilpm8	0	2	6	6	accepted	252	200	4.578154642267498	2.9168470635792367	4.55723238090887	2.901668216540127	1.6782101755109369	0.014419265947580532	0.0022427068532016826
rg07_theta12p495_foilpm8	0	2	7	1	accepted	25	22	7.033979368735759	-4.646525872262607	7.000575319703651	-4.661068439842962	0.1777444442327061	0.001577167644980024	0.012013410321882726
rg07_theta12p495_foilpm8	0	2	7	2	accepted	60	48	7.118662979993285	-3.1842737713331832	7.169337852824978	-3.1578435327836645	0.4099215251774595	0.006356849117056784	0.02090463225506251
rg07_theta12p495_foilpm8	0	2	7	3	accepted	104	86	7.118662979993285	-1.6211766979258695	7.142837409675914	-1.6270009673089378	0.743167615591457	0.010115105931895609	0.003234090841457492
rg07_theta12p495_foilpm8	0	2	7	4	accepted	121	94	7.203346591250811	-0.10850211075750049	7.213151629444858	-0.1147462526127698	0.7727829109483435	0.012598424042297952	0.005050831312334531
rg07_theta12p495_foilpm8	0	2	7	5	accepted	179	138	7.118662979993285	1.4041724764108678	7.1532279505182155	1.400339853889242	1.264768384803082	0.012226747173597823	0.00876003141943274
rg07_theta12p495_foilpm8	0	2	7	6	accepted	164	133	7.203346591250811	2.9168470635792367	7.245559946248312	2.9120023804298043	1.1438514369209956	0.006562023117456997	0.017854111566648265
rg07_theta12p495_foilpm8	0	2	8	1	low_stats	1	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	2	8	2	accepted	55	43	9.489804095204024	-3.133851285094238	9.511111614566104	-3.111090457733754	0.3608890465560417	0.003031158117665835	0.015718128266873185
rg07_theta12p495_foilpm8	0	2	8	3	accepted	88	68	9.489804095204024	-1.6211766979258695	9.463460936763122	-1.5981219104294204	0.6328514334080566	0.005806846882037566	0.0014212583691301376
rg07_theta12p495_foilpm8	0	2	8	4	accepted	104	91	9.57448770646155	-0.10850211075750049	9.601871080401963	-0.1208594396961634	0.7669561225379998	0.005415299379363054	0.013300817708809752
rg07_theta12p495_foilpm8	0	2	8	5	accepted	128	100	9.828538540234128	1.4041724764108678	9.846939395719073	1.3784729331525025	0.819773859139461	0.004894524500527339	0.01228680375491132
rg07_theta12p495_foilpm8	0	2	8	6	low_stats	3	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	3	0	2	accepted	36	24	-10.783690841321196	-3.055175717442182	-10.758910192974705	-3.0561482712545147	0.21444397931171646	0.0033553881523628124	0.013877202309719654
rg07_theta12p495_foilpm8	0	3	0	3	accepted	63	46	-10.529437725207874	-1.5985648046213976	-10.551184804502713	-1.610406641971316	0.4361303735099076	0.00827191065750153	0.009696395043902127
rg07_theta12p495_foilpm8	0	3	0	4	accepted	89	64	-10.529437725207874	-0.041497966778490256	-10.540973625676875	-0.029728337008259356	0.5095382519748859	0.014937251966151296	0.014216500413084858
rg07_theta12p495_foilpm8	0	3	0	5	accepted	108	82	-10.698939802616755	1.4151129460422935	-10.71769264195554	1.4045588006492948	0.6648742810153957	0.010191775518269719	0.010509060760854217
rg07_theta12p495_foilpm8	0	3	0	6	low_stats	2	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	3	1	1	low_stats	4	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	3	1	2	accepted	42	32	-8.241159680187986	-3.055175717442182	-8.202828449270807	-3.0359378518164637	0.2824623523093205	0.002818069173188405	0.015234338278856707
rg07_theta12p495_foilpm8	0	3	1	3	accepted	64	52	-8.071657602779107	-1.5985648046213976	-8.11426186574403	-1.6148770728289616	0.4154887112768252	0.005951305236386621	0.0217831813621748
rg07_theta12p495_foilpm8	0	3	1	4	accepted	105	78	-8.071657602779107	-0.09172592928955181	-8.106469572296653	-0.06937664704658349	0.7019306802954346	0.01743277489347498	0.003100408672561821
rg07_theta12p495_foilpm8	0	3	1	5	accepted	147	108	-8.071657602779107	1.4653409085533555	-8.090957389016063	1.4435649664799608	0.8654398805179604	0.019005183407511735	0.004538903313041687
rg07_theta12p495_foilpm8	0	3	1	6	accepted	162	125	-8.071657602779107	2.8717238588630782	-8.08917681505832	2.8888965645416596	1.0787243125713377	0.010554485927559289	0.003094016192891856
rg07_theta12p495_foilpm8	0	3	2	1	low_stats	8	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	3	2	2	accepted	52	40	-5.5291264416458965	-3.055175717442182	-5.505017144513346	-3.085119884342237	0.314486152111272	0.002571038063654687	0.014528632276488356
rg07_theta12p495_foilpm8	0	3	2	3	low_stats	3	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	3	2	4	accepted	144	108	-5.5291264416458965	-0.14195389180061335	-5.519681689709017	-0.125212046679041	0.9172525938529346	0.009951253919156657	0.005104281876314273
rg07_theta12p495_foilpm8	0	3	2	5	accepted	178	130	-5.5291264416458965	1.4151129460422935	-5.524050053975359	1.4347484577685785	1.1128485012257023	0.022123436102364447	0.006395356737833049
rg07_theta12p495_foilpm8	0	3	2	6	accepted	199	148	-5.444375402941457	2.8717238588630782	-5.430962411869505	2.8991026414832652	1.237270220368882	0.016822928180402423	0.00596411386407649
rg07_theta12p495_foilpm8	0	3	3	1	accepted	30	22	-2.9865952805126894	-4.662470517796152	-3.0243381588549783	-4.656977919386576	0.21763311269353525	0.003087649068904007	0.006810998097312315
rg07_theta12p495_foilpm8	0	3	3	2	accepted	71	48	-2.9865952805126894	-3.105403679953244	-2.979154309535484	-3.1349787067921033	0.41108647996255	0.013005056546959406	0.019957499158028268
rg07_theta12p495_foilpm8	0	3	3	3	accepted	116	86	-2.9865952805126894	-1.5985648046213976	-3.002759158910289	-1.5947120467784106	0.7214376573912926	0.016327319296829124	0.012768560229252442
rg07_theta12p495_foilpm8	0	3	3	4	accepted	180	137	-2.901844241808248	-0.09172592928955181	-2.948981401169845	-0.07136018143937403	1.0898517175144646	0.014995002938461937	0.014039465762528973
rg07_theta12p495_foilpm8	0	3	3	5	accepted	240	189	-2.9865952805126894	1.4151129460422935	-2.9524908753928583	1.411548572906392	1.523266746779713	0.024427273601227956	0.01171743807999616
rg07_theta12p495_foilpm8	0	3	3	6	accepted	276	213	-2.901844241808248	2.9219518213741393	-2.9059035413479957	2.929716219197999	1.8169180529428075	0.0235071031267935	0.014049501258333943
rg07_theta12p495_foilpm8	0	3	4	1	accepted	43	30	-0.528815158083919	-4.562014592774028	-0.515341848617305	-4.598862175887711	0.26186496808092663	0.005444566362299895	0.010962466641738193
rg07_theta12p495_foilpm8	0	3	4	2	accepted	80	61	-0.4440641193794793	-3.055175717442182	-0.4431980484437522	-3.0815522314712815	0.5370924231956713	0.014059695385651562	0.011174110512816209
rg07_theta12p495_foilpm8	0	3	4	3	accepted	132	101	-0.528815158083919	-1.5985648046213976	-0.507937543541461	-1.5912180013030548	0.8537440076111662	0.014476675323921325	0.009187298590455289
rg07_theta12p495_foilpm8	0	3	4	4	accepted	41	33	-0.4440641193794793	-0.14195389180061335	-0.4504228595489674	-0.11590457031891388	0.31668642140861303	0.01676320022107719	0.016367552655392508
rg07_theta12p495_foilpm8	0	3	4	5	accepted	210	155	-0.4440641193794793	1.4151129460422935	-0.4771526105774778	1.3898286327652463	1.3375233272704679	0.020229258477379115	0.008826435248352969
rg07_theta12p495_foilpm8	0	3	4	6	accepted	274	193	-0.4440641193794793	2.9219518213741393	-0.41252886134410416	2.925093095295798	1.7457588620867002	0.03135240319383967	0.00605198366675094
rg07_theta12p495_foilpm8	0	3	5	1	accepted	48	39	1.928964964344849	-4.562014592774028	1.9645023569021094	-4.543267533733404	0.3223625234986515	0.00516498868962832	0.013173986920872233
rg07_theta12p495_foilpm8	0	3	5	2	accepted	68	54	2.0984670417537297	-3.1556316424643054	2.0572550138260057	-3.1329796226562157	0.4420676845889613	0.010458419069216518	0.022611188084874896
rg07_theta12p495_foilpm8	0	3	5	3	accepted	106	86	2.0984670417537297	-1.5985648046213976	2.1185273792753985	-1.6035488367120572	0.703366985755842	0.014526378543895912	0.02232277062226326
rg07_theta12p495_foilpm8	0	3	5	4	accepted	170	128	2.0984670417537297	-0.09172592928955181	2.0668449211860778	-0.10691183979505488	1.0567509726548476	0.015291952218664038	0.01025335569344025
rg07_theta12p495_foilpm8	0	3	5	5	low_stats	8	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	3	5	6	accepted	275	212	2.0984670417537297	2.9219518213741393	2.0529584710489375	2.9140153216593956	1.860230560678581	0.022432159394768156	0.004006167613569445
rg07_theta12p495_foilpm8	0	3	6	1	accepted	47	37	4.4714961254780565	-4.562014592774028	4.468893095823447	-4.524206050720512	0.3022703327383898	0.0024702184784883025	0.0034410273560299496
rg07_theta12p495_foilpm8	0	3	6	2	accepted	63	45	4.640998202886938	-3.105403679953244	4.649299362111538	-3.0967476022952103	0.3904451492637511	0.008995668702912567	0.014489920319340897
rg07_theta12p495_foilpm8	0	3	6	3	accepted	81	58	4.556247164182498	-1.5985648046213976	4.600867929750923	-1.6279092710190544	0.498720581987752	0.014074938077728406	0.01288976454986241
rg07_theta12p495_foilpm8	0	3	6	4	accepted	126	88	4.640998202886938	-0.14195389180061335	4.610797396883253	-0.10585662807484526	0.7120369834892492	0.018103772051767976	0.017072193745470837
rg07_theta12p495_foilpm8	0	3	6	5	accepted	173	125	4.640998202886938	1.4151129460422935	4.640148050145182	1.3973826026050127	1.0831412192091028	0.02608766870767841	0.0054368709975915605
rg07_theta12p495_foilpm8	0	3	6	6	accepted	213	159	4.556247164182498	2.9219518213741393	4.577877336477064	2.9331292634545343	1.3736971322671896	0.025084902422626752	0.0017448077351192818
rg07_theta12p495_foilpm8	0	3	7	1	accepted	16	11	7.183529364020146	-4.562014592774028	7.142863947570649	-4.534016711298934	0.10983382841973989	0.0008155037592080891	0.019422662006495343
rg07_theta12p495_foilpm8	0	3	7	2	accepted	47	37	7.268280402724586	-3.105403679953244	7.2718516250087175	-3.1089892962809427	0.3065779647298488	0.0062820157534474435	0.0375851823543321
rg07_theta12p495_foilpm8	0	3	7	3	accepted	73	50	7.268280402724586	-1.5985648046213976	7.23345985197702	-1.5880280038132635	0.398369767366909	0.014297463236525941	0.012057428443361357
rg07_theta12p495_foilpm8	0	3	7	4	accepted	112	84	7.268280402724586	-0.14195389180061335	7.251163148966597	-0.12024094820800439	0.7439560663972176	0.016319894418265514	0.017860647313584666
rg07_theta12p495_foilpm8	0	3	7	5	accepted	136	104	7.183529364020146	1.3648849835312324	7.221056061402916	1.3809026785628942	0.9141697384377407	0.014552820168635147	0.00702482817987709
rg07_theta12p495_foilpm8	0	3	7	6	accepted	175	133	7.268280402724586	2.9219518213741393	7.23574381722022	2.9146426754418537	1.2085530724380025	0.011708801212256257	0.005072701458033211
rg07_theta12p495_foilpm8	0	3	8	2	accepted	27	19	9.980313641266674	-3.1556316424643054	9.927127173818489	-3.1777748353889606	0.14138838019695793	0.0027527903658895593	0.027059167356369325
rg07_theta12p495_foilpm8	0	3	8	3	accepted	50	34	9.726060525153356	-1.5985648046213976	9.737317069783035	-1.5923124969735027	0.2523488340702883	0.012441321128743719	0.027849918332074144
rg07_theta12p495_foilpm8	0	3	8	4	accepted	72	53	9.726060525153356	-0.14195389180061335	9.77427184354212	-0.1526603754009139	0.431151629315529	0.01036106972451854	0.005145868722810278
rg07_theta12p495_foilpm8	0	3	8	5	accepted	100	79	9.895562602562235	1.4151129460422935	9.912195634124908	1.4268068480994023	0.7150254408245384	0.003258116335990944	0.023737593776516765
rg07_theta12p495_foilpm8	0	4	0	2	accepted	13	9	-10.48070584880891	-3.1535735291564597	-10.469664873530167	-3.1534065852335935	0.08656214595682368	0.00042110019726268393	0.03408470821861568
rg07_theta12p495_foilpm8	0	4	0	3	accepted	33	26	-10.56540785447542	-1.591527766242943	-10.560727039034166	-1.595023168112664	0.1998478185255358	0.002360140490383681	0.025616568023446352
rg07_theta12p495_foilpm8	0	4	0	4	accepted	40	34	-10.56540785447542	-0.07987057632663697	-10.57082429395783	-0.10008019747421894	0.2669458737218311	0.0028528269635814817	0.012934347693097429
rg07_theta12p495_foilpm8	0	4	0	5	accepted	76	59	-10.65010986014193	1.431786613589669	-10.661578704527086	1.4376783228729304	0.506866940216133	0.003354732634452395	0.008043061445859066
rg07_theta12p495_foilpm8	0	4	0	6	low_stats	0	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	4	1	1	low_stats	4	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	4	1	2	accepted	19	17	-7.9396456788136085	-2.9520192371676184	-7.984998827168986	-2.9746573984959084	0.11861562192999014	0.0022265889098849576	0.01436624903216421
rg07_theta12p495_foilpm8	0	4	1	3	accepted	40	31	-8.024347684480118	-1.6419163392401535	-8.039590192721974	-1.6187595773196781	0.22971775958174032	0.0026014228071426296	0.014956464440782576
rg07_theta12p495_foilpm8	0	4	1	4	accepted	68	55	-8.109049690146628	-0.1302591493238473	-8.075887130017794	-0.12875538057873762	0.49031863849888546	0.0055573773289918915	0.006112254734726984
rg07_theta12p495_foilpm8	0	4	1	5	accepted	101	77	-8.024347684480118	1.431786613589669	-8.02702431869233	1.4269430190631232	0.6393817728629587	0.010425932788927623	0.011200285820440897
rg07_theta12p495_foilpm8	0	4	1	6	accepted	156	122	-8.109049690146628	2.8930552305087645	-8.116566860658253	2.8864722393718902	1.0474738346270804	0.008058613893857484	0.014317171126809393
rg07_theta12p495_foilpm8	0	4	2	1	accepted	15	12	-5.144479491818778	-4.8163964380643955	-5.161929586767761	-4.775261284460171	0.08250710689985619	0.00037608267298929783	0.060357981279929945
rg07_theta12p495_foilpm8	0	4	2	2	accepted	29	23	-5.398585508818307	-3.0527963831620384	-5.406930882040693	-3.041728466600805	0.17175189473657887	0.0012560523551847162	0.020822570721595022
rg07_theta12p495_foilpm8	0	4	2	4	accepted	90	70	-5.483287514484818	-0.1302591493238473	-5.480506557404421	-0.12561866235527386	0.5597608774390248	0.004076710287308015	0.006231261660421586
rg07_theta12p495_foilpm8	0	4	2	5	accepted	115	84	-5.483287514484818	1.5325637595840897	-5.480128634327818	1.4891468925736204	0.675165887622956	0.01117759173202985	0.01886867270432033
rg07_theta12p495_foilpm8	0	4	2	6	accepted	164	135	-5.483287514484818	2.943443803505975	-5.459893188551692	2.9562170637727245	1.0659199210590036	0.00770488736411486	0.016448820907746485
rg07_theta12p495_foilpm8	0	4	3	1	accepted	23	20	-2.8575253388230055	-4.614842146075555	-2.8313044950211927	-4.641131868177674	0.14258623639871476	0.0015145341827277798	0.033943004284743894
rg07_theta12p495_foilpm8	0	4	3	2	accepted	48	37	-2.942227344489516	-3.0527963831620384	-2.9073682589955356	-3.0533011242815395	0.2952030555852265	0.006503671433404265	0.013826357044859414
rg07_theta12p495_foilpm8	0	4	3	3	accepted	61	47	-2.942227344489516	-1.6419163392401535	-2.972889441246327	-1.6295126297782392	0.3819370009759553	0.004714500226192047	0.027509569354172623
rg07_theta12p495_foilpm8	0	4	3	4	accepted	93	70	-2.942227344489516	-0.1302591493238473	-2.9619515492433828	-0.12921543943828318	0.5802998560113738	0.009356387557536865	0.00430154830964184
rg07_theta12p495_foilpm8	0	4	3	5	accepted	148	119	-2.942227344489516	1.482175186586879	-2.916370363503036	1.4782731217309684	0.9968915722043432	0.014839474639933431	0.011989632645498759
rg07_theta12p495_foilpm8	0	4	3	6	accepted	212	167	-2.8575253388230055	2.943443803505975	-2.8790439740642313	2.9502861431033263	1.3156568176911785	0.017176749481078245	0.009062195536073079
rg07_theta12p495_foilpm8	0	4	4	1	accepted	26	21	-0.4858691801607255	-4.514065000081135	-0.4815084307472644	-4.5467984513889155	0.16602150259177614	0.0016514131116551819	0.024084713996518608
rg07_theta12p495_foilpm8	0	4	4	2	accepted	50	41	-0.40116717449421524	-3.0527963831620384	-0.4306918469656388	-3.050103709973011	0.31374804116840715	0.005062738935685009	0.01474676254044891
rg07_theta12p495_foilpm8	0	4	4	3	accepted	80	61	-0.40116717449421524	-1.591527766242943	-0.42853685688249665	-1.589738566139284	0.5453175526895989	0.0045655749002749225	0.011137183293494883
rg07_theta12p495_foilpm8	0	4	4	4	accepted	38	26	-0.4858691801607255	-0.1302591493238473	-0.4893564279005124	-0.1307082571629832	0.23790165808305128	0.008304094798766853	0.03192383348120602
rg07_theta12p495_foilpm8	0	4	4	5	accepted	141	105	-0.40116717449421524	1.482175186586879	-0.39313874077325495	1.4643727865199754	0.8873178303465918	0.01356551198739736	0.009010632481999724
rg07_theta12p495_foilpm8	0	4	4	6	accepted	187	141	-0.40116717449421524	2.993832376503185	-0.3764615546669076	2.992464701302548	1.1144137825539475	0.017546853483457407	0.002028980582430517
rg07_theta12p495_foilpm8	0	4	5	1	accepted	21	18	2.0551909898345753	-4.514065000081135	2.0442210318877114	-4.512300260917407	0.1532051615071686	0.001009398053048111	0.030011164909154064
rg07_theta12p495_foilpm8	0	4	5	2	accepted	55	41	2.0551909898345753	-3.0527963831620384	2.0137979493741875	-3.0822867753802505	0.32799488829445483	0.003127856170253472	0.026162834532498853
rg07_theta12p495_foilpm8	0	4	5	3	accepted	53	40	2.1398929955010852	-1.6419163392401535	2.113543664126572	-1.615694319338448	0.3394856513570903	0.006150512778086014	0.006710504542219707
rg07_theta12p495_foilpm8	0	4	5	4	accepted	93	74	2.1398929955010852	-0.1302591493238473	2.125919869527204	-0.12307655561315124	0.6257114137518327	0.005028747058565602	0.017798696117124167
rg07_theta12p495_foilpm8	0	4	5	5	low_stats	1	0	nan	nan	nan	nan	nan	nan	nan
rg07_theta12p495_foilpm8	0	4	5	6	accepted	189	148	2.1398929955010852	2.993832376503185	2.1072479577756074	3.010448872049481	1.1919300721073336	0.009880367724757146	0.01895188993407443
rg07_theta12p495_foilpm8	0	4	6	1	accepted	20	17	4.511549154163367	-4.614842146075555	4.477446572292455	-4.600514944423907	0.14853868146972266	0.0002996854403206412	0.007505968117785658
rg07_theta12p495_foilpm8	0	4	6	2	accepted	35	27	4.680953165496386	-3.1535735291564597	4.66709569088188	-3.1115931905510346	0.1851053656142465	0.0027213775546687208	0.03102020969068062
rg07_theta12p495_foilpm8	0	4	6	3	accepted	48	37	4.596251159829876	-1.591527766242943	4.59134938325075	-1.5803763334109013	0.2861989914062092	0.005684438575783919	0.031014107484692865
