pool	level	zfoil	ndel	rungroup	xscol	yscol	model	target	qa_low	n	bias	spread	rms	median	p90
development	foil_delta	-8.0	0				beam	ztar	False	2741	0.384931479113243	1.1018087484311059	1.16711385979759	0.8381052771018007	1.9257320250547174
development	setting	-8.0	0	rg03_theta12p490_foilpm8			svd	xptar	False	1233	0.4126758808559503	2.389103016350869	2.4244823376088047	1.6436975580313429	4.037997215675402
development	setting	-8.0	0	rg03_theta12p490_foilpm8			svd	ytar	False	1233	0.06395552303236607	0.22107483106508785	0.23013993538019567	0.17047013016615148	0.3676115161449627
development	setting	-8.0	0	rg03_theta12p490_foilpm8			svd	yptar	False	1233	-0.29225796430127693	1.3338472732858098	1.3654901193891942	1.0273126947735363	2.209834751304799
development	setting	-8.0	0	rg03_theta12p490_foilpm8			svd	ztar	False	1233	0.317189297000298	1.1045343702434602	1.1491758895750732	0.8557296851155005	1.8535634412255813
development	setting	-8.0	0	rg03_theta12p490_foilpm8			start	xptar	False	1233	0.2940092536857002	2.495011350193603	2.512274483182068	1.6841777879402602	4.114020297570623
development	setting	-8.0	0	rg03_theta12p490_foilpm8			start	ytar	False	1233	0.07531450068111378	0.22378166572773125	0.23611545465878242	0.17186720166644867	0.3796170074745926
development	setting	-8.0	0	rg03_theta12p490_foilpm8			start	yptar	False	1233	-0.36028907403235627	1.3491662322006108	1.3964446780941537	1.0500316232194338	2.254807826527457
development	setting	-8.0	0	rg03_theta12p490_foilpm8			start	ztar	False	1233	0.37567796016389904	1.1190348050964523	1.1804121419106814	0.8647779814910646	1.9391379992405713
development	setting	-8.0	0	rg03_theta12p490_foilpm8			beam	xptar	False	1233	0.4258543254566268	2.4028106032577226	2.440256277860557	1.6871503417460327	4.014578454362111
