pool	level	zfoil	ndel	rungroup	xscol	yscol	target	alpha	l1	model	n	median	p90	mse	cell_mse
validation	foil_delta	-8.0	3				yptar	3e-05	0.1	full_svd	2741	0.6224418509673691	1.4830247121741837	0.7905740349284168	0.7905740349284168
validation	foil_delta	-8.0	3				yptar	3e-05	0.1	refit_svd	2741	0.6180241147538852	1.4795048674457745	0.7856610104979375	0.7856610104979375
validation	foil_delta	-8.0	3				yptar	0.0001	0.5	full_svd	2741	0.6224418509673691	1.4830247121741837	0.7905740349284168	0.7905740349284168
validation	foil_delta	-8.0	3				yptar	0.0001	0.5	refit_svd	2741	0.6283020992189862	1.4964792023462363	0.8063016523303154	0.8063016523303154
validation	foil_delta	-8.0	3				yptar	3e-05	0.5	full_svd	2741	0.6224418509673691	1.4830247121741837	0.7905740349284168	0.7905740349284168
validation	foil_delta	-8.0	3				yptar	3e-05	0.5	refit_svd	2741	0.6245339146686004	1.4727422655642328	0.7937491425121576	0.7937491425121576
validation	foil_delta	-8.0	4				xptar	0.0001	0.1	full_svd	2741	0.7981737616765266	1.9626414916806174	1.4195646718990311	1.4195646718990311
validation	foil_delta	-8.0	4				xptar	0.0001	0.1	refit_svd	2741	0.8561985811871876	2.05154921523092	1.5615221887548156	1.5615221887548156
validation	foil_delta	-8.0	4				xptar	3e-05	0.1	full_svd	2741	0.7981737616765266	1.9626414916806174	1.4195646718990311	1.4195646718990311
validation	foil_delta	-8.0	4				xptar	3e-05	0.1	refit_svd	2741	0.8365379100914936	1.9749298876715324	1.4467418153094118	1.4467418153094118
validation	foil_delta	-8.0	4				xptar	0.0001	0.5	full_svd	2741	0.7981737616765266	1.9626414916806174	1.4195646718990311	1.4195646718990311
validation	foil_delta	-8.0	4				xptar	0.0001	0.5	refit_svd	2741	0.8518395873907542	2.0823318667787802	1.5747061588249491	1.5747061588249491
validation	foil_delta	-8.0	4				xptar	3e-05	0.5	full_svd	2741	0.7981737616765266	1.9626414916806174	1.4195646718990311	1.4195646718990311
validation	foil_delta	-8.0	4				xptar	3e-05	0.5	refit_svd	2741	0.8730635805553402	2.1255886738591	1.6550243720973792	1.6550243720973792
validation	foil_delta	-8.0	4				ytar	0.0001	0.1	full_svd	2741	0.08764354855460565	0.20888642535665908	0.01633901590561298	0.01633901590561298
