pool	subset	model	target	cell_mse	n	bias	spread	rms	median	p90
protected_noncore	all	old	xptar	21.922640139201057	22532	-0.7176735105090649	4.3391054216418645	4.398055380257078	2.800433150923479	6.525214836778272
protected_noncore	all	gmm	xptar	20.751712469783342	22532	-0.16153102911026898	4.312644443853107	4.315668473418977	2.7611761580657572	6.312278981580785
protected_noncore	all	core	xptar	21.01845987186829	22532	-0.08208348220599752	4.3178825626618815	4.318662700766361	2.7767285996484254	6.268821646968113
protected_noncore	all	enet	xptar	21.260142582013668	22532	-0.0655340558247574	4.334139089337856	4.334634512643393	2.7619463376530193	6.352777225499318
protected_noncore	all	beam	xptar	21.021174328440132	22532	-0.07611844194737868	4.321569628494479	4.3222399367839826	2.788817273435864	6.285668582050593
protected_noncore	all	old	ytar	0.03493826838648061	22532	0.027945510191928855	0.17263049632037525	0.1748777853236548	0.11667731768755557	0.27727546100764255
protected_noncore	all	gmm	ytar	0.031735599128415164	22532	0.002634367574442793	0.16641839161400093	0.16643924104581903	0.11680641113199042	0.2702360557981592
protected_noncore	all	core	ytar	0.03162333120820554	22532	0.006748325536673453	0.16708197279449824	0.16721819736634636	0.11484088003199534	0.27191779889359785
protected_noncore	all	enet	ytar	0.03200623711771886	22532	0.00497763928128167	0.16732836571255352	0.16740238607871938	0.11571391780346049	0.27247945458788525
protected_noncore	all	beam	ytar	0.03174254476339862	22532	0.006528152874155028	0.16678940979981408	0.16691711716093907	0.11588244913166938	0.27158636256012225
protected_noncore	all	old	yptar	2.898699582979193	22532	-0.09520118345172936	1.6855084933592714	1.6881949373567173	1.2002981482585744	2.5945297793696573
protected_noncore	all	gmm	yptar	2.7945770054169063	22532	0.0054735927587218364	1.659491711266686	1.659500738168116	1.1839773052938762	2.5590398548220437
protected_noncore	all	core	yptar	2.828264759383697	22532	-0.012520723410986536	1.6756408911192495	1.6756876691393439	1.190413343929904	2.5687246621227064
protected_noncore	all	enet	yptar	2.852163357285458	22532	-0.010880537240752101	1.675520433953605	1.675555761736005	1.1875731017388713	2.5696153228536116
protected_noncore	all	beam	yptar	2.8420041331893713	22532	-0.010446360548292996	1.673583716167132	1.6736163184758006	1.192005869603309	2.56421681717898
protected_noncore	all	old	ztar	0.7493978431045945	22532	0.12880871259036278	0.8081772653733004	0.8183777713901158	0.5441787465453911	1.3028480000730074
protected_noncore	all	gmm	ztar	0.6846231525676474	22532	0.011813287843919662	0.7813017004048043	0.7813910038035515	0.5430159460537314	1.2744036538308263
protected_noncore	all	core	ztar	0.6846978973403504	22532	0.03159353025382686	0.7866556124340722	0.7872897838330717	0.534773975670064	1.2902963082759815
protected_noncore	all	enet	ztar	0.6911582121070537	22532	0.023390432892476092	0.7861555678783735	0.7865034578799164	0.5395735247373414	1.2862172291603646
protected_noncore	all	beam	ztar	0.6868679645126125	22532	0.030916531805919	0.7837782661924517	0.7843877883384928	0.5368953695690926	1.2809241859789533
protected_noncore	outside_gmm	old	xptar	27.347572356953705	17608	-0.7380525332089866	4.569199741365561	4.628423902180019	2.9422089441011052	6.923326897270461
protected_noncore	outside_gmm	gmm	xptar	25.97050175962578	17608	-0.17625179629115897	4.55021862002033	4.55363087938357	2.9032991171119362	6.734845538923636
protected_noncore	outside_gmm	core	xptar	26.434047412203284	17608	-0.08949210311124928	4.55312220419514	4.554001607691206	2.9142836451857055	6.721188246376452
protected_noncore	outside_gmm	enet	xptar	26.64379128726508	17608	-0.07443904582877187	4.56629942641804	4.566906132520091	2.901382677072826	6.77593748450333
protected_noncore	outside_gmm	beam	xptar	26.408454335077305	17608	-0.08246420639940237	4.557207067459878	4.55795311527481	2.930865052201267	6.701688720594767
