pool	subset	target	model	reference	comparison	metric	value	reference_value	change	percent_change
protected_core	all	yptar	enet	old	starting	median	0.705286896994512	0.7080590423211921	-0.002772145326680131	-0.39151330058470046
protected_core	all	yptar	enet	old	starting	p90	1.7049810057245953	1.720446042261939	-0.015465036537343657	-0.8988969230915966
protected_core	all	yptar	enet	old	starting	cell_mse	1.1650711193756924	1.2218805326752347	-0.056809413299542255	-4.649342695980385
protected_core	all	yptar	enet	core	previous	bias	-0.007403682714387749	-0.014651789396987773	0.007248106682600024	
protected_core	all	yptar	enet	core	previous	spread	1.0362605604850015	1.0290621972963236	0.0071983631886778365	0.6995071053615742
protected_core	all	yptar	enet	core	previous	rms	1.0362870083786755	1.0291664981123663	0.007120510266309221	0.6918715561932132
protected_core	all	yptar	enet	core	previous	median	0.705286896994512	0.7028590014280561	0.00242789556645584	0.3454313826134259
protected_core	all	yptar	enet	core	previous	p90	1.7049810057245953	1.6933265143986242	0.011654491325971073	0.6882601333452865
protected_core	all	yptar	enet	core	previous	cell_mse	1.1650711193756924	1.1434982254784114	0.02157289389728101	1.8865699497045973
protected_core	all	yptar	beam	old	starting	bias	-0.012659849913610258	-0.06654405863386897	0.05388420872025872	
protected_core	all	yptar	beam	old	starting	spread	1.0327993646216156	1.046569701428251	-0.013770336806635308	-1.3157591690111992
protected_core	all	yptar	beam	old	starting	rms	1.0328769526727992	1.0486831035575457	-0.01580615088474646	-1.5072380618249448
protected_core	all	yptar	beam	old	starting	median	0.7061468951027648	0.7080590423211921	-0.0019121472184272514	-0.27005477003143596
protected_core	all	yptar	beam	old	starting	p90	1.698849435210601	1.720446042261939	-0.021596607051338035	-1.2552911582710324
protected_core	all	yptar	beam	old	starting	cell_mse	1.1571274386209898	1.2218805326752347	-0.0647530940542449	-5.299461962330465
protected_core	all	yptar	beam	enet	previous	bias	-0.012659849913610258	-0.007403682714387749	-0.005256167199222509	
protected_core	all	yptar	beam	enet	previous	spread	1.0327993646216156	1.0362605604850015	-0.003461195863385891	-0.33400825963750824
protected_core	all	yptar	beam	enet	previous	rms	1.0328769526727992	1.0362870083786755	-0.0034100557058762693	-0.3290647936628588
protected_core	all	yptar	beam	enet	previous	median	0.7061468951027648	0.705286896994512	0.0008599981082528796	0.12193592592144586
protected_core	all	yptar	beam	enet	previous	p90	1.698849435210601	1.7049810057245953	-0.006131570513994378	-0.35962691041173667
protected_core	all	yptar	beam	enet	previous	cell_mse	1.1571274386209898	1.1650711193756924	-0.007943680754702642	-0.6818193861812705
protected_core	all	ztar	old	old	starting	bias	0.11774047776327959	0.11774047776327959	0.0	
protected_core	all	ztar	old	old	starting	spread	0.6583005872468439	0.6583005872468439	0.0	0.0
protected_core	all	ztar	old	old	starting	rms	0.6687469501040473	0.6687469501040473	0.0	0.0
protected_core	all	ztar	old	old	starting	median	0.4284563611553209	0.4284563611553209	0.0	0.0
