rungroup	entry	zfoil	delta_low	delta_high	xscol	yscol	foil	ndel
rg01_theta12p490_foil0	980897	0.0	5.0	10.0	7	6	0	4
rg01_theta12p490_foil0	981168	0.0	0.0	5.0	5	3	0	3
rg01_theta12p490_foil0	981177	0.0	0.0	5.0	3	6	0	3
rg01_theta12p490_foil0	981202	0.0	-5.0	0.0	3	1	0	2
rg01_theta12p490_foil0	981628	0.0	-5.0	0.0	4	6	0	2
rg01_theta12p490_foil0	981681	0.0	0.0	5.0	5	6	0	3
rg01_theta12p490_foil0	981747	0.0	-10.0	-8.0	6	4	0	0
rg01_theta12p490_foil0	982106	0.0	5.0	10.0	4	5	0	4
rg01_theta12p490_foil0	982478	0.0	-5.0	0.0	7	3	0	2
rg01_theta12p490_foil0	982518	0.0	-5.0	0.0	3	7	0	2
rg01_theta12p490_foil0	982604	0.0	0.0	5.0	3	1	0	3
rg01_theta12p490_foil0	982644	0.0	5.0	10.0	4	4	0	4
rg01_theta12p490_foil0	983226	0.0	-8.0	-5.0	3	3	0	1
rg01_theta12p490_foil0	983331	0.0	-5.0	0.0	6	3	0	2
rg01_theta12p490_foil0	983349	0.0	-10.0	-8.0	4	5	0	0
rg01_theta12p490_foil0	983494	0.0	-8.0	-5.0	5	1	0	1
rg01_theta12p490_foil0	983588	0.0	-10.0	-8.0	3	4	0	0
rg01_theta12p490_foil0	983659	0.0	5.0	10.0	2	2	0	4
rg01_theta12p490_foil0	983684	0.0	-5.0	0.0	5	3	0	2
rg01_theta12p490_foil0	984044	0.0	-10.0	-8.0	2	6	0	0
rg01_theta12p490_foil0	984174	0.0	-10.0	-8.0	4	5	0	0
rg01_theta12p490_foil0	984222	0.0	0.0	5.0	4	2	0	3
rg01_theta12p490_foil0	984238	0.0	5.0	10.0	7	4	0	4
rg01_theta12p490_foil0	984468	0.0	-10.0	-8.0	2	5	0	0
rg01_theta12p490_foil0	984513	0.0	-8.0	-5.0	5	4	0	1
rg01_theta12p490_foil0	984540	0.0	-10.0	-8.0	3	2	0	0
rg01_theta12p490_foil0	984597	0.0	-10.0	-8.0	8	2	0	0
rg01_theta12p490_foil0	984764	0.0	0.0	5.0	1	2	0	3
rg01_theta12p490_foil0	984810	0.0	-10.0	-8.0	5	2	0	0
rg01_theta12p490_foil0	984841	0.0	-10.0	-8.0	6	2	0	0
rg01_theta12p490_foil0	985198	0.0	5.0	10.0	1	6	0	4
rg01_theta12p490_foil0	985255	0.0	-5.0	0.0	1	4	0	2
rg01_theta12p490_foil0	985265	0.0	-5.0	0.0	4	6	0	2
rg01_theta12p490_foil0	985266	0.0	5.0	10.0	4	6	0	4
rg01_theta12p490_foil0	985419	0.0	0.0	5.0	5	2	0	3
rg01_theta12p490_foil0	985565	0.0	0.0	5.0	2	6	0	3
rg01_theta12p490_foil0	985692	0.0	-8.0	-5.0	1	4	0	1
rg01_theta12p490_foil0	986026	0.0	-10.0	-8.0	7	2	0	0
rg01_theta12p490_foil0	986028	0.0	-8.0	-5.0	6	6	0	1
rg01_theta12p490_foil0	986078	0.0	-5.0	0.0	0	2	0	2
rg01_theta12p490_foil0	986578	0.0	-5.0	0.0	5	4	0	2
rg01_theta12p490_foil0	986669	0.0	0.0	5.0	6	5	0	3
rg01_theta12p490_foil0	986760	0.0	-5.0	0.0	6	3	0	2
rg01_theta12p490_foil0	986850	0.0	-8.0	-5.0	1	2	0	1
rg01_theta12p490_foil0	986901	0.0	-8.0	-5.0	4	5	0	1
rg01_theta12p490_foil0	986960	0.0	-10.0	-8.0	0	2	0	0
rg01_theta12p490_foil0	987033	0.0	5.0	10.0	2	2	0	4
rg01_theta12p490_foil0	987124	0.0	5.0	10.0	5	1	0	4
rg01_theta12p490_foil0	987181	0.0	0.0	5.0	8	3	0	3
rg01_theta12p490_foil0	987268	0.0	-8.0	-5.0	0	5	0	1
rg01_theta12p490_foil0	987371	0.0	-5.0	0.0	0	4	0	2
rg01_theta12p490_foil0	987607	0.0	-8.0	-5.0	0	2	0	1
rg01_theta12p490_foil0	987642	0.0	0.0	5.0	6	6	0	3
rg01_theta12p490_foil0	987817	0.0	-10.0	-8.0	1	5	0	0
rg01_theta12p490_foil0	987919	0.0	-8.0	-5.0	6	6	0	1
rg01_theta12p490_foil0	988170	0.0	0.0	5.0	6	1	0	3
rg01_theta12p490_foil0	988401	0.0	-5.0	0.0	6	1	0	2
rg01_theta12p490_foil0	988410	0.0	5.0	10.0	7	4	0	4
rg01_theta12p490_foil0	988498	0.0	-10.0	-8.0	4	3	0	0
rg01_theta12p490_foil0	988563	0.0	0.0	5.0	0	5	0	3
rg01_theta12p490_foil0	988579	0.0	5.0	10.0	2	6	0	4
rg01_theta12p490_foil0	988622	0.0	5.0	10.0	6	2	0	4
rg01_theta12p490_foil0	988734	0.0	5.0	10.0	4	5	0	4
rg01_theta12p490_foil0	988755	0.0	-10.0	-8.0	6	2	0	0
rg01_theta12p490_foil0	988956	0.0	0.0	5.0	2	4	0	3
rg01_theta12p490_foil0	988960	0.0	-10.0	-8.0	8	5	0	0
rg01_theta12p490_foil0	989006	0.0	-5.0	0.0	1	2	0	2
rg01_theta12p490_foil0	989267	0.0	-8.0	-5.0	3	5	0	1
rg01_theta12p490_foil0	989320	0.0	-8.0	-5.0	4	4	0	1
rg01_theta12p490_foil0	989421	0.0	5.0	10.0	7	2	0	4
rg01_theta12p490_foil0	989721	0.0	0.0	5.0	6	3	0	3
rg01_theta12p490_foil0	989801	0.0	-10.0	-8.0	0	4	0	0
rg01_theta12p490_foil0	989804	0.0	-5.0	0.0	4	5	0	2
rg01_theta12p490_foil0	990217	0.0	-8.0	-5.0	4	6	0	1
rg01_theta12p490_foil0	990219	0.0	-10.0	-8.0	3	3	0	0
rg01_theta12p490_foil0	990229	0.0	-10.0	-8.0	1	5	0	0
rg01_theta12p490_foil0	990702	0.0	-10.0	-8.0	6	5	0	0
rg01_theta12p490_foil0	990750	0.0	-8.0	-5.0	6	4	0	1
rg01_theta12p490_foil0	990828	0.0	-8.0	-5.0	5	3	0	1
rg01_theta12p490_foil0	991047	0.0	5.0	10.0	8	4	0	4
rg01_theta12p490_foil0	991187	0.0	5.0	10.0	3	3	0	4
rg01_theta12p490_foil0	991208	0.0	0.0	5.0	2	1	0	3
rg01_theta12p490_foil0	991219	0.0	0.0	5.0	0	4	0	3
rg01_theta12p490_foil0	991336	0.0	-8.0	-5.0	8	6	0	1
rg01_theta12p490_foil0	991372	0.0	-8.0	-5.0	8	5	0	1
rg01_theta12p490_foil0	991398	0.0	0.0	5.0	7	6	0	3
rg01_theta12p490_foil0	991434	0.0	5.0	10.0	4	6	0	4
rg01_theta12p490_foil0	991569	0.0	-10.0	-8.0	2	6	0	0
rg01_theta12p490_foil0	991585	0.0	0.0	5.0	6	4	0	3
rg01_theta12p490_foil0	991796	0.0	5.0	10.0	3	7	0	4
rg01_theta12p490_foil0	991872	0.0	-10.0	-8.0	8	6	0	0
rg01_theta12p490_foil0	992054	0.0	-10.0	-8.0	8	3	0	0
rg01_theta12p490_foil0	992295	0.0	5.0	10.0	7	5	0	4
rg01_theta12p490_foil0	992429	0.0	5.0	10.0	5	2	0	4
rg01_theta12p490_foil0	992636	0.0	5.0	10.0	6	4	0	4
rg01_theta12p490_foil0	992801	0.0	-10.0	-8.0	4	4	0	0
rg01_theta12p490_foil0	992924	0.0	-8.0	-5.0	0	6	0	1
rg01_theta12p490_foil0	992933	0.0	-8.0	-5.0	3	5	0	1
rg01_theta12p490_foil0	992960	0.0	-8.0	-5.0	3	1	0	1
rg01_theta12p490_foil0	993168	0.0	-8.0	-5.0	8	4	0	1
rg01_theta12p490_foil0	993266	0.0	-5.0	0.0	5	2	0	2
rg01_theta12p490_foil0	993282	0.0	5.0	10.0	6	7	0	4
rg01_theta12p490_foil0	993283	0.0	5.0	10.0	8	4	0	4
rg01_theta12p490_foil0	993717	0.0	0.0	5.0	6	3	0	3
rg01_theta12p490_foil0	993745	0.0	-5.0	0.0	6	5	0	2
rg01_theta12p490_foil0	993878	0.0	-8.0	-5.0	4	7	0	1
rg01_theta12p490_foil0	993890	0.0	-10.0	-8.0	4	4	0	0
rg01_theta12p490_foil0	993950	0.0	0.0	5.0	8	3	0	3
rg01_theta12p490_foil0	994292	0.0	-8.0	-5.0	1	3	0	1
rg01_theta12p490_foil0	994555	0.0	5.0	10.0	5	6	0	4
rg01_theta12p490_foil0	994585	0.0	-10.0	-8.0	3	6	0	0
rg01_theta12p490_foil0	994619	0.0	0.0	5.0	1	5	0	3
rg01_theta12p490_foil0	994674	0.0	-10.0	-8.0	3	5	0	0
rg01_theta12p490_foil0	995084	0.0	-8.0	-5.0	7	6	0	1
rg01_theta12p490_foil0	995216	0.0	-8.0	-5.0	3	3	0	1
rg01_theta12p490_foil0	995367	0.0	-5.0	0.0	0	3	0	2
rg01_theta12p490_foil0	995391	0.0	-8.0	-5.0	4	2	0	1
rg01_theta12p490_foil0	995502	0.0	-8.0	-5.0	1	2	0	1
rg01_theta12p490_foil0	995549	0.0	-5.0	0.0	5	6	0	2
rg01_theta12p490_foil0	995615	0.0	-10.0	-8.0	8	3	0	0
rg01_theta12p490_foil0	995692	0.0	-5.0	0.0	3	3	0	2
rg01_theta12p490_foil0	995694	0.0	-10.0	-8.0	4	4	0	0
rg01_theta12p490_foil0	995907	0.0	5.0	10.0	1	5	0	4
rg01_theta12p490_foil0	996092	0.0	-8.0	-5.0	4	5	0	1
rg01_theta12p490_foil0	996203	0.0	-8.0	-5.0	8	3	0	1
rg01_theta12p490_foil0	996209	0.0	-8.0	-5.0	3	1	0	1
rg01_theta12p490_foil0	996216	0.0	0.0	5.0	2	4	0	3
rg01_theta12p490_foil0	996404	0.0	-8.0	-5.0	5	2	0	1
rg01_theta12p490_foil0	996454	0.0	0.0	5.0	8	5	0	3
rg01_theta12p490_foil0	996701	0.0	0.0	5.0	6	4	0	3
rg01_theta12p490_foil0	996792	0.0	-5.0	0.0	5	1	0	2
rg01_theta12p490_foil0	996978	0.0	-5.0	0.0	8	2	0	2
rg01_theta12p490_foil0	997135	0.0	0.0	5.0	4	4	0	3
rg01_theta12p490_foil0	997154	0.0	5.0	10.0	4	5	0	4
rg01_theta12p490_foil0	997213	0.0	-8.0	-5.0	2	5	0	1
rg01_theta12p490_foil0	997287	0.0	5.0	10.0	4	4	0	4
rg01_theta12p490_foil0	997396	0.0	-5.0	0.0	6	6	0	2
rg01_theta12p490_foil0	997429	0.0	-10.0	-8.0	7	6	0	0
rg01_theta12p490_foil0	997658	0.0	-5.0	0.0	2	6	0	2
rg01_theta12p490_foil0	997692	0.0	-5.0	0.0	8	4	0	2
rg01_theta12p490_foil0	997782	0.0	5.0	10.0	2	6	0	4
rg01_theta12p490_foil0	997868	0.0	-5.0	0.0	4	3	0	2
rg01_theta12p490_foil0	997934	0.0	-10.0	-8.0	3	5	0	0
rg01_theta12p490_foil0	997944	0.0	-8.0	-5.0	7	3	0	1
rg01_theta12p490_foil0	998277	0.0	-5.0	0.0	4	6	0	2
rg01_theta12p490_foil0	998313	0.0	5.0	10.0	4	5	0	4
rg01_theta12p490_foil0	998362	0.0	-8.0	-5.0	1	3	0	1
rg01_theta12p490_foil0	998442	0.0	0.0	5.0	3	4	0	3
rg01_theta12p490_foil0	998474	0.0	5.0	10.0	4	1	0	4
rg01_theta12p490_foil0	998479	0.0	-5.0	0.0	4	2	0	2
rg01_theta12p490_foil0	998755	0.0	-5.0	0.0	4	5	0	2
rg01_theta12p490_foil0	998832	0.0	5.0	10.0	6	7	0	4
rg01_theta12p490_foil0	999059	0.0	-5.0	0.0	4	7	0	2
rg01_theta12p490_foil0	999206	0.0	5.0	10.0	0	5	0	4
rg01_theta12p490_foil0	999217	0.0	-8.0	-5.0	3	7	0	1
rg01_theta12p490_foil0	999435	0.0	-10.0	-8.0	5	6	0	0
rg01_theta12p490_foil0	999547	0.0	5.0	10.0	6	1	0	4
rg01_theta12p490_foil0	999675	0.0	-10.0	-8.0	1	4	0	0
rg01_theta12p490_foil0	999678	0.0	5.0	10.0	2	4	0	4
rg01_theta12p490_foil0	999693	0.0	0.0	5.0	0	2	0	3
rg01_theta12p490_foil0	999809	0.0	5.0	10.0	5	4	0	4
rg01_theta12p490_foil0	999868	0.0	0.0	5.0	4	7	0	3
rg01_theta12p490_foil0	1000026	0.0	-10.0	-8.0	0	3	0	0
rg01_theta12p490_foil0	1000574	0.0	5.0	10.0	3	3	0	4
rg01_theta12p490_foil0	1000592	0.0	5.0	10.0	4	7	0	4
rg01_theta12p490_foil0	1000780	0.0	0.0	5.0	1	4	0	3
rg01_theta12p490_foil0	1000783	0.0	0.0	5.0	6	7	0	3
rg01_theta12p490_foil0	1000863	0.0	5.0	10.0	1	5	0	4
rg01_theta12p490_foil0	1000867	0.0	0.0	5.0	8	3	0	3
rg01_theta12p490_foil0	1000892	0.0	-10.0	-8.0	3	3	0	0
rg01_theta12p490_foil0	1000957	0.0	-8.0	-5.0	6	5	0	1
rg01_theta12p490_foil0	1001266	0.0	-5.0	0.0	6	2	0	2
rg01_theta12p490_foil0	1001303	0.0	5.0	10.0	0	2	0	4
rg01_theta12p490_foil0	1001452	0.0	-5.0	0.0	5	3	0	2
rg01_theta12p490_foil0	1001515	0.0	5.0	10.0	4	4	0	4
rg01_theta12p490_foil0	1001578	0.0	-8.0	-5.0	3	4	0	1
rg01_theta12p490_foil0	1001607	0.0	-8.0	-5.0	6	6	0	1
rg01_theta12p490_foil0	1001756	0.0	-8.0	-5.0	4	2	0	1
rg01_theta12p490_foil0	1002065	0.0	-8.0	-5.0	3	6	0	1
rg01_theta12p490_foil0	1002100	0.0	-10.0	-8.0	3	3	0	0
rg01_theta12p490_foil0	1002189	0.0	-8.0	-5.0	8	4	0	1
rg01_theta12p490_foil0	1002200	0.0	0.0	5.0	1	5	0	3
rg01_theta12p490_foil0	1002447	0.0	5.0	10.0	6	3	0	4
rg01_theta12p490_foil0	1002514	0.0	-8.0	-5.0	1	5	0	1
rg01_theta12p490_foil0	1002585	0.0	-10.0	-8.0	8	2	0	0
rg01_theta12p490_foil0	1002670	0.0	-8.0	-5.0	1	4	0	1
rg01_theta12p490_foil0	1003044	0.0	-8.0	-5.0	2	5	0	1
rg01_theta12p490_foil0	1003059	0.0	5.0	10.0	6	4	0	4
rg01_theta12p490_foil0	1003219	0.0	-8.0	-5.0	2	4	0	1
rg01_theta12p490_foil0	1003252	0.0	-5.0	0.0	5	1	0	2
rg01_theta12p490_foil0	1003255	0.0	-8.0	-5.0	2	6	0	1
rg01_theta12p490_foil0	1003295	0.0	0.0	5.0	5	6	0	3
rg01_theta12p490_foil0	1003329	0.0	-5.0	0.0	5	7	0	2
rg01_theta12p490_foil0	1003497	0.0	5.0	10.0	4	3	0	4
rg01_theta12p490_foil0	1003537	0.0	5.0	10.0	0	3	0	4
rg01_theta12p490_foil0	1003601	0.0	0.0	5.0	0	2	0	3
rg01_theta12p490_foil0	1003808	0.0	-10.0	-8.0	7	3	0	0
rg01_theta12p490_foil0	1004058	0.0	-5.0	0.0	3	4	0	2
rg01_theta12p490_foil0	1004068	0.0	-10.0	-8.0	3	4	0	0
rg01_theta12p490_foil0	1004187	0.0	-10.0	-8.0	2	4	0	0
rg01_theta12p490_foil0	1004210	0.0	-10.0	-8.0	7	5	0	0
rg01_theta12p490_foil0	1004607	0.0	-8.0	-5.0	4	3	0	1
rg01_theta12p490_foil0	1004693	0.0	-5.0	0.0	2	7	0	2
rg01_theta12p490_foil0	1005141	0.0	-10.0	-8.0	4	5	0	0
rg01_theta12p490_foil0	1005158	0.0	0.0	5.0	2	6	0	3
rg01_theta12p490_foil0	1005480	0.0	5.0	10.0	7	6	0	4
rg01_theta12p490_foil0	1005636	0.0	0.0	5.0	6	1	0	3
rg01_theta12p490_foil0	1005650	0.0	0.0	5.0	1	4	0	3
rg01_theta12p490_foil0	1005681	0.0	0.0	5.0	7	3	0	3
rg01_theta12p490_foil0	1005698	0.0	0.0	5.0	5	3	0	3
rg01_theta12p490_foil0	1005761	0.0	5.0	10.0	3	5	0	4
rg01_theta12p490_foil0	1005790	0.0	0.0	5.0	2	7	0	3
rg01_theta12p490_foil0	1005852	0.0	-5.0	0.0	3	7	0	2
rg01_theta12p490_foil0	1005918	0.0	-10.0	-8.0	3	6	0	0
rg01_theta12p490_foil0	1006017	0.0	-5.0	0.0	4	6	0	2
rg01_theta12p490_foil0	1006043	0.0	5.0	10.0	2	5	0	4
rg01_theta12p490_foil0	1006062	0.0	-8.0	-5.0	5	6	0	1
rg01_theta12p490_foil0	1006083	0.0	-8.0	-5.0	6	4	0	1
rg01_theta12p490_foil0	1006309	0.0	0.0	5.0	1	5	0	3
rg01_theta12p490_foil0	1006398	0.0	-10.0	-8.0	3	2	0	0
rg01_theta12p490_foil0	1006445	0.0	-5.0	0.0	0	6	0	2
rg01_theta12p490_foil0	1006816	0.0	5.0	10.0	4	2	0	4
rg01_theta12p490_foil0	1007727	0.0	-10.0	-8.0	2	5	0	0
rg01_theta12p490_foil0	1007843	0.0	-8.0	-5.0	6	5	0	1
rg01_theta12p490_foil0	1007964	0.0	5.0	10.0	3	7	0	4
rg01_theta12p490_foil0	1007982	0.0	5.0	10.0	0	4	0	4
rg01_theta12p490_foil0	1008370	0.0	-8.0	-5.0	1	6	0	1
rg01_theta12p490_foil0	1008477	0.0	-8.0	-5.0	1	2	0	1
rg01_theta12p490_foil0	1008563	0.0	-10.0	-8.0	1	4	0	0
rg01_theta12p490_foil0	1008589	0.0	5.0	10.0	0	5	0	4
rg01_theta12p490_foil0	1008667	0.0	0.0	5.0	4	5	0	3
rg01_theta12p490_foil0	1008738	0.0	0.0	5.0	5	6	0	3
rg01_theta12p490_foil0	1008761	0.0	0.0	5.0	2	5	0	3
rg01_theta12p490_foil0	1008867	0.0	5.0	10.0	5	2	0	4
rg01_theta12p490_foil0	1009219	0.0	5.0	10.0	3	5	0	4
rg01_theta12p490_foil0	1009298	0.0	-5.0	0.0	4	4	0	2
rg01_theta12p490_foil0	1009364	0.0	-8.0	-5.0	3	1	0	1
rg01_theta12p490_foil0	1009517	0.0	-5.0	0.0	5	4	0	2
rg01_theta12p490_foil0	1009737	0.0	0.0	5.0	1	4	0	3
rg01_theta12p490_foil0	1009768	0.0	-5.0	0.0	3	2	0	2
rg01_theta12p490_foil0	1009797	0.0	5.0	10.0	2	1	0	4
rg01_theta12p490_foil0	1009815	0.0	5.0	10.0	3	1	0	4
rg01_theta12p490_foil0	1009875	0.0	5.0	10.0	1	4	0	4
rg01_theta12p490_foil0	1010003	0.0	-8.0	-5.0	4	6	0	1
rg01_theta12p490_foil0	1010036	0.0	5.0	10.0	1	4	0	4
rg01_theta12p490_foil0	1010215	0.0	-5.0	0.0	6	7	0	2
rg01_theta12p490_foil0	1010238	0.0	-8.0	-5.0	8	6	0	1
rg01_theta12p490_foil0	1010479	0.0	-10.0	-8.0	3	4	0	0
rg01_theta12p490_foil0	1010600	0.0	0.0	5.0	1	5	0	3
rg01_theta12p490_foil0	1010661	0.0	0.0	5.0	8	4	0	3
rg01_theta12p490_foil0	1010677	0.0	5.0	10.0	0	4	0	4
rg01_theta12p490_foil0	1010703	0.0	-8.0	-5.0	4	5	0	1
rg01_theta12p490_foil0	1010878	0.0	0.0	5.0	0	3	0	3
rg01_theta12p490_foil0	1010963	0.0	-5.0	0.0	5	1	0	2
rg01_theta12p490_foil0	1010967	0.0	0.0	5.0	5	2	0	3
rg01_theta12p490_foil0	1011060	0.0	-10.0	-8.0	8	4	0	0
rg01_theta12p490_foil0	1011098	0.0	0.0	5.0	0	6	0	3
rg01_theta12p490_foil0	1011351	0.0	-5.0	0.0	2	6	0	2
rg01_theta12p490_foil0	1011523	0.0	-10.0	-8.0	1	5	0	0
rg02_theta15p195_foil0	37	0.0	5.0	10.0	1	4	0	4
rg02_theta15p195_foil0	117	0.0	-5.0	0.0	1	4	0	2
rg02_theta15p195_foil0	121	0.0	5.0	10.0	4	2	0	4
rg02_theta15p195_foil0	136	0.0	-8.0	-5.0	5	6	0	1
rg02_theta15p195_foil0	143	0.0	-8.0	-5.0	5	2	0	1
rg02_theta15p195_foil0	283	0.0	-5.0	0.0	6	5	0	2
rg02_theta15p195_foil0	368	0.0	0.0	5.0	3	3	0	3
rg02_theta15p195_foil0	379	0.0	-5.0	0.0	5	4	0	2
rg02_theta15p195_foil0	439	0.0	0.0	5.0	8	4	0	3
rg02_theta15p195_foil0	440	0.0	-5.0	0.0	6	4	0	2
rg02_theta15p195_foil0	469	0.0	5.0	10.0	2	4	0	4
rg02_theta15p195_foil0	567	0.0	-10.0	-8.0	5	4	0	0
rg02_theta15p195_foil0	635	0.0	5.0	10.0	1	4	0	4
rg02_theta15p195_foil0	654	0.0	0.0	5.0	5	3	0	3
rg02_theta15p195_foil0	656	0.0	0.0	5.0	8	5	0	3
rg02_theta15p195_foil0	673	0.0	-5.0	0.0	4	3	0	2
rg02_theta15p195_foil0	680	0.0	0.0	5.0	0	3	0	3
rg02_theta15p195_foil0	692	0.0	-5.0	0.0	1	2	0	2
rg02_theta15p195_foil0	694	0.0	0.0	5.0	2	4	0	3
rg02_theta15p195_foil0	701	0.0	-5.0	0.0	3	3	0	2
rg02_theta15p195_foil0	727	0.0	-10.0	-8.0	0	6	0	0
rg02_theta15p195_foil0	767	0.0	-10.0	-8.0	3	5	0	0
rg02_theta15p195_foil0	778	0.0	0.0	5.0	2	2	0	3
rg02_theta15p195_foil0	853	0.0	-10.0	-8.0	3	4	0	0
rg02_theta15p195_foil0	863	0.0	-5.0	0.0	3	1	0	2
rg02_theta15p195_foil0	966	0.0	0.0	5.0	4	2	0	3
rg02_theta15p195_foil0	968	0.0	5.0	10.0	1	5	0	4
rg02_theta15p195_foil0	1017	0.0	-10.0	-8.0	8	4	0	0
rg02_theta15p195_foil0	1110	0.0	-10.0	-8.0	8	4	0	0
rg02_theta15p195_foil0	1113	0.0	0.0	5.0	4	1	0	3
rg02_theta15p195_foil0	1162	0.0	5.0	10.0	7	6	0	4
rg02_theta15p195_foil0	1187	0.0	-8.0	-5.0	6	6	0	1
rg02_theta15p195_foil0	1211	0.0	-5.0	0.0	2	6	0	2
rg02_theta15p195_foil0	1233	0.0	0.0	5.0	2	2	0	3
rg02_theta15p195_foil0	1246	0.0	-5.0	0.0	3	4	0	2
rg02_theta15p195_foil0	1263	0.0	-10.0	-8.0	4	5	0	0
rg02_theta15p195_foil0	1306	0.0	0.0	5.0	6	7	0	3
rg02_theta15p195_foil0	1323	0.0	-5.0	0.0	2	5	0	2
rg02_theta15p195_foil0	1351	0.0	0.0	5.0	7	4	0	3
rg02_theta15p195_foil0	1393	0.0	-5.0	0.0	1	6	0	2
rg02_theta15p195_foil0	1446	0.0	-8.0	-5.0	3	5	0	1
rg02_theta15p195_foil0	1472	0.0	5.0	10.0	6	4	0	4
rg02_theta15p195_foil0	1477	0.0	-5.0	0.0	8	2	0	2
rg02_theta15p195_foil0	1546	0.0	-5.0	0.0	4	5	0	2
rg02_theta15p195_foil0	1560	0.0	-10.0	-8.0	1	6	0	0
rg02_theta15p195_foil0	1574	0.0	-10.0	-8.0	7	3	0	0
rg02_theta15p195_foil0	1590	0.0	-10.0	-8.0	2	2	0	0
rg02_theta15p195_foil0	1608	0.0	0.0	5.0	7	4	0	3
rg02_theta15p195_foil0	1616	0.0	-5.0	0.0	6	3	0	2
rg02_theta15p195_foil0	2980	0.0	-8.0	-5.0	7	4	0	1
rg02_theta15p195_foil0	3080	0.0	0.0	5.0	8	5	0	3
rg02_theta15p195_foil0	3100	0.0	-5.0	0.0	7	2	0	2
rg02_theta15p195_foil0	3197	0.0	5.0	10.0	5	7	0	4
rg02_theta15p195_foil0	3307	0.0	0.0	5.0	1	4	0	3
rg02_theta15p195_foil0	3337	0.0	-5.0	0.0	5	1	0	2
rg02_theta15p195_foil0	3380	0.0	-10.0	-8.0	1	5	0	0
rg02_theta15p195_foil0	3388	0.0	5.0	10.0	6	6	0	4
rg02_theta15p195_foil0	3391	0.0	5.0	10.0	3	5	0	4
rg02_theta15p195_foil0	3457	0.0	-10.0	-8.0	7	3	0	0
rg02_theta15p195_foil0	3525	0.0	0.0	5.0	0	3	0	3
rg02_theta15p195_foil0	3543	0.0	0.0	5.0	3	7	0	3
rg02_theta15p195_foil0	3716	0.0	-5.0	0.0	6	5	0	2
rg02_theta15p195_foil0	3762	0.0	-10.0	-8.0	2	2	0	0
rg02_theta15p195_foil0	3846	0.0	-8.0	-5.0	3	4	0	1
rg02_theta15p195_foil0	3909	0.0	-10.0	-8.0	1	3	0	0
rg02_theta15p195_foil0	3930	0.0	-5.0	0.0	1	4	0	2
rg02_theta15p195_foil0	3935	0.0	0.0	5.0	6	5	0	3
rg02_theta15p195_foil0	4019	0.0	0.0	5.0	4	4	0	3
rg02_theta15p195_foil0	4050	0.0	-5.0	0.0	1	2	0	2
rg02_theta15p195_foil0	4054	0.0	-10.0	-8.0	4	4	0	0
rg02_theta15p195_foil0	4082	0.0	-5.0	0.0	0	4	0	2
rg02_theta15p195_foil0	4153	0.0	-10.0	-8.0	2	4	0	0
rg02_theta15p195_foil0	4190	0.0	-8.0	-5.0	1	2	0	1
rg02_theta15p195_foil0	4207	0.0	-8.0	-5.0	4	2	0	1
rg02_theta15p195_foil0	4247	0.0	-5.0	0.0	3	3	0	2
rg02_theta15p195_foil0	4252	0.0	0.0	5.0	6	6	0	3
rg02_theta15p195_foil0	4256	0.0	-8.0	-5.0	1	4	0	1
rg02_theta15p195_foil0	4265	0.0	5.0	10.0	5	6	0	4
rg02_theta15p195_foil0	4433	0.0	-5.0	0.0	3	4	0	2
rg02_theta15p195_foil0	4443	0.0	-10.0	-8.0	2	6	0	0
rg02_theta15p195_foil0	4455	0.0	0.0	5.0	5	2	0	3
rg02_theta15p195_foil0	4465	0.0	0.0	5.0	5	2	0	3
rg02_theta15p195_foil0	4549	0.0	5.0	10.0	3	3	0	4
rg02_theta15p195_foil0	4555	0.0	-5.0	0.0	1	3	0	2
rg02_theta15p195_foil0	4566	0.0	-10.0	-8.0	3	4	0	0
rg02_theta15p195_foil0	4589	0.0	0.0	5.0	0	3	0	3
rg02_theta15p195_foil0	4592	0.0	0.0	5.0	8	3	0	3
rg02_theta15p195_foil0	4614	0.0	-8.0	-5.0	4	5	0	1
rg02_theta15p195_foil0	4634	0.0	-5.0	0.0	6	5	0	2
rg02_theta15p195_foil0	4646	0.0	0.0	5.0	4	1	0	3
rg02_theta15p195_foil0	4647	0.0	-5.0	0.0	5	2	0	2
rg02_theta15p195_foil0	4655	0.0	-10.0	-8.0	8	3	0	0
rg02_theta15p195_foil0	4718	0.0	0.0	5.0	4	7	0	3
rg02_theta15p195_foil0	4728	0.0	0.0	5.0	3	2	0	3
rg02_theta15p195_foil0	4729	0.0	0.0	5.0	6	5	0	3
rg02_theta15p195_foil0	4737	0.0	-8.0	-5.0	8	3	0	1
rg02_theta15p195_foil0	4787	0.0	-5.0	0.0	6	5	0	2
rg02_theta15p195_foil0	4816	0.0	-10.0	-8.0	3	4	0	0
rg02_theta15p195_foil0	4828	0.0	-5.0	0.0	0	6	0	2
rg02_theta15p195_foil0	4864	0.0	-8.0	-5.0	5	6	0	1
rg02_theta15p195_foil0	4900	0.0	0.0	5.0	5	2	0	3
rg02_theta15p195_foil0	4953	0.0	-8.0	-5.0	4	2	0	1
rg02_theta15p195_foil0	4972	0.0	0.0	5.0	5	6	0	3
rg02_theta15p195_foil0	4975	0.0	0.0	5.0	5	2	0	3
rg02_theta15p195_foil0	5045	0.0	-5.0	0.0	3	6	0	2
rg02_theta15p195_foil0	5072	0.0	0.0	5.0	2	6	0	3
rg02_theta15p195_foil0	5078	0.0	0.0	5.0	3	2	0	3
