rungroup	foil	ndel	xscol	yscol	total	fit	holdout	holdout_core	surplus	unsupported	excluded_core
rg04_theta15p195_foilpm3	0	1	0	3	34	21	7	6	0	0	0
rg04_theta15p195_foilpm3	0	1	0	4	56	31	12	6	0	0	0
rg04_theta15p195_foilpm3	0	1	0	5	58	32	12	9	5	0	0
rg04_theta15p195_foilpm3	0	1	0	6	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	0	1	1	1	11	0	3	0	0	11	0
rg04_theta15p195_foilpm3	0	1	1	2	30	19	6	6	0	0	0
rg04_theta15p195_foilpm3	0	1	1	3	49	32	10	8	0	0	0
rg04_theta15p195_foilpm3	0	1	1	4	62	32	13	11	8	0	0
rg04_theta15p195_foilpm3	0	1	1	5	86	32	18	13	21	0	0
rg04_theta15p195_foilpm3	0	1	1	6	30	19	6	6	0	0	0
rg04_theta15p195_foilpm3	0	1	2	1	13	9	3	3	0	0	0
rg04_theta15p195_foilpm3	0	1	2	2	30	18	6	6	0	0	0
rg04_theta15p195_foilpm3	0	1	2	3	4	0	1	0	0	4	0
rg04_theta15p195_foilpm3	0	1	2	4	78	32	16	13	16	0	0
rg04_theta15p195_foilpm3	0	1	2	5	85	32	17	13	22	0	0
rg04_theta15p195_foilpm3	0	1	2	6	94	32	19	17	24	0	0
rg04_theta15p195_foilpm3	0	1	3	1	11	0	3	0	0	11	0
rg04_theta15p195_foilpm3	0	1	3	2	46	27	10	8	0	0	0
rg04_theta15p195_foilpm3	0	1	3	3	54	32	11	11	0	0	0
rg04_theta15p195_foilpm3	0	1	3	4	88	32	18	14	29	0	0
rg04_theta15p195_foilpm3	0	1	3	5	119	32	24	17	52	0	0
rg04_theta15p195_foilpm3	0	1	3	6	129	32	26	22	44	0	0
rg04_theta15p195_foilpm3	0	1	4	1	16	9	4	3	0	0	0
rg04_theta15p195_foilpm3	0	1	4	2	40	30	8	5	0	0	0
rg04_theta15p195_foilpm3	0	1	4	3	60	32	12	11	7	0	0
rg04_theta15p195_foilpm3	0	1	4	4	24	15	5	5	0	0	0
rg04_theta15p195_foilpm3	0	1	4	5	110	32	22	21	38	0	0
rg04_theta15p195_foilpm3	0	1	4	6	143	32	29	26	58	0	0
rg04_theta15p195_foilpm3	0	1	5	1	19	10	4	2	0	0	0
rg04_theta15p195_foilpm3	0	1	5	2	36	23	8	7	0	0	0
rg04_theta15p195_foilpm3	0	1	5	3	58	32	12	10	5	0	0
rg04_theta15p195_foilpm3	0	1	5	4	100	32	20	17	32	0	0
rg04_theta15p195_foilpm3	0	1	5	5	4	0	1	0	0	4	0
rg04_theta15p195_foilpm3	0	1	5	6	142	32	29	19	56	0	0
rg04_theta15p195_foilpm3	0	1	6	1	6	0	2	0	0	6	0
rg04_theta15p195_foilpm3	0	1	6	2	38	27	8	8	0	0	0
rg04_theta15p195_foilpm3	0	1	6	3	35	22	7	5	0	0	0
rg04_theta15p195_foilpm3	0	1	6	4	102	32	21	16	36	0	0
rg04_theta15p195_foilpm3	0	1	6	5	96	32	20	15	31	0	0
rg04_theta15p195_foilpm3	0	1	6	6	127	32	26	21	44	0	0
rg04_theta15p195_foilpm3	0	1	7	1	2	0	1	0	0	2	0
rg04_theta15p195_foilpm3	0	1	7	2	19	12	4	3	0	0	0
rg04_theta15p195_foilpm3	0	1	7	3	46	28	10	8	0	0	0
rg04_theta15p195_foilpm3	0	1	7	4	55	32	11	8	6	0	0
rg04_theta15p195_foilpm3	0	1	7	5	77	32	16	11	17	0	0
rg04_theta15p195_foilpm3	0	1	7	6	84	32	17	12	28	0	0
rg04_theta15p195_foilpm3	0	1	8	2	22	16	5	3	0	0	0
rg04_theta15p195_foilpm3	0	1	8	3	35	23	7	7	0	0	0
rg04_theta15p195_foilpm3	0	1	8	4	43	27	9	5	0	0	0
rg04_theta15p195_foilpm3	0	1	8	5	66	32	14	11	4	0	0
rg04_theta15p195_foilpm3	0	1	8	6	4	0	1	0	0	4	0
rg04_theta15p195_foilpm3	0	2	0	1	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	0	2	0	2	25	15	5	4	0	0	0
rg04_theta15p195_foilpm3	0	2	0	3	47	33	10	7	0	0	0
rg04_theta15p195_foilpm3	0	2	0	4	44	26	9	6	0	0	0
rg04_theta15p195_foilpm3	0	2	0	5	77	37	16	10	10	0	0
rg04_theta15p195_foilpm3	0	2	0	6	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	0	2	1	1	6	0	2	0	0	6	0
rg04_theta15p195_foilpm3	0	2	1	2	34	22	7	5	0	0	0
rg04_theta15p195_foilpm3	0	2	1	3	46	25	10	7	0	0	0
rg04_theta15p195_foilpm3	0	2	1	4	85	37	17	13	11	0	0
rg04_theta15p195_foilpm3	0	2	1	5	117	37	24	16	42	0	0
rg04_theta15p195_foilpm3	0	2	1	6	84	37	17	12	15	0	0
rg04_theta15p195_foilpm3	0	2	2	1	23	17	5	4	0	0	0
rg04_theta15p195_foilpm3	0	2	2	2	37	26	8	7	0	0	0
rg04_theta15p195_foilpm3	0	2	2	3	2	0	1	0	0	2	0
rg04_theta15p195_foilpm3	0	2	2	4	98	37	20	18	23	0	0
rg04_theta15p195_foilpm3	0	2	2	5	118	37	24	19	38	0	0
rg04_theta15p195_foilpm3	0	2	2	6	142	37	29	20	56	0	0
rg04_theta15p195_foilpm3	0	2	3	1	25	17	5	5	0	0	0
rg04_theta15p195_foilpm3	0	2	3	2	49	32	10	7	0	0	0
rg04_theta15p195_foilpm3	0	2	3	3	81	37	17	10	16	0	0
rg04_theta15p195_foilpm3	0	2	3	4	117	37	24	18	41	0	0
rg04_theta15p195_foilpm3	0	2	3	5	153	37	31	26	58	0	0
rg04_theta15p195_foilpm3	0	2	3	6	235	37	47	37	116	0	0
rg04_theta15p195_foilpm3	0	2	4	1	30	19	6	5	0	0	0
rg04_theta15p195_foilpm3	0	2	4	2	63	37	13	10	2	0	0
rg04_theta15p195_foilpm3	0	2	4	3	94	37	19	17	24	0	0
rg04_theta15p195_foilpm3	0	2	4	4	29	18	6	4	0	0	0
rg04_theta15p195_foilpm3	0	2	4	5	206	37	42	37	90	0	0
rg04_theta15p195_foilpm3	0	2	4	6	205	37	41	32	99	0	0
rg04_theta15p195_foilpm3	0	2	5	1	21	12	5	3	0	0	0
rg04_theta15p195_foilpm3	0	2	5	2	50	33	10	9	0	0	0
rg04_theta15p195_foilpm3	0	2	5	3	75	37	15	11	11	0	0
rg04_theta15p195_foilpm3	0	2	5	4	126	37	26	24	48	0	0
rg04_theta15p195_foilpm3	0	2	5	5	5	0	1	0	0	5	0
rg04_theta15p195_foilpm3	0	2	5	6	215	37	43	32	112	0	0
rg04_theta15p195_foilpm3	0	2	6	1	20	13	4	4	0	0	0
rg04_theta15p195_foilpm3	0	2	6	2	35	23	7	6	0	0	0
rg04_theta15p195_foilpm3	0	2	6	3	84	37	17	15	19	0	0
rg04_theta15p195_foilpm3	0	2	6	4	119	37	24	18	42	0	0
rg04_theta15p195_foilpm3	0	2	6	5	129	37	26	22	46	0	0
rg04_theta15p195_foilpm3	0	2	6	6	195	37	39	30	96	0	0
rg04_theta15p195_foilpm3	0	2	7	1	6	0	2	0	0	6	0
rg04_theta15p195_foilpm3	0	2	7	2	36	25	8	7	0	0	0
rg04_theta15p195_foilpm3	0	2	7	3	59	37	12	10	0	0	0
rg04_theta15p195_foilpm3	0	2	7	4	94	37	19	17	24	0	0
rg04_theta15p195_foilpm3	0	2	7	5	128	37	26	23	42	0	0
rg04_theta15p195_foilpm3	0	2	7	6	149	37	30	23	58	0	0
rg04_theta15p195_foilpm3	0	2	8	2	17	11	4	3	0	0	0
rg04_theta15p195_foilpm3	0	2	8	3	42	28	9	7	0	0	0
rg04_theta15p195_foilpm3	0	2	8	4	50	33	10	8	0	0	0
rg04_theta15p195_foilpm3	0	2	8	5	90	37	18	13	25	0	0
rg04_theta15p195_foilpm3	0	2	8	6	2	0	1	0	0	2	0
rg04_theta15p195_foilpm3	0	3	0	2	9	0	2	0	0	9	0
rg04_theta15p195_foilpm3	0	3	0	3	18	12	4	3	0	0	0
rg04_theta15p195_foilpm3	0	3	0	4	38	24	8	7	2	0	0
rg04_theta15p195_foilpm3	0	3	0	5	63	24	13	10	13	0	0
rg04_theta15p195_foilpm3	0	3	0	6	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	0	3	1	1	2	0	1	0	0	2	0
rg04_theta15p195_foilpm3	0	3	1	2	10	0	2	0	0	10	0
rg04_theta15p195_foilpm3	0	3	1	3	22	12	5	5	0	0	0
rg04_theta15p195_foilpm3	0	3	1	4	46	24	10	8	0	0	0
rg04_theta15p195_foilpm3	0	3	1	5	70	24	14	8	19	0	0
rg04_theta15p195_foilpm3	0	3	1	6	105	24	21	14	37	0	0
rg04_theta15p195_foilpm3	0	3	2	1	4	0	1	0	0	4	0
rg04_theta15p195_foilpm3	0	3	2	2	24	16	5	5	0	0	0
rg04_theta15p195_foilpm3	0	3	2	3	2	0	1	0	0	2	0
rg04_theta15p195_foilpm3	0	3	2	4	66	24	14	10	13	0	0
rg04_theta15p195_foilpm3	0	3	2	5	99	24	20	15	41	0	0
rg04_theta15p195_foilpm3	0	3	2	6	133	24	27	19	62	0	0
rg04_theta15p195_foilpm3	0	3	3	1	14	9	3	2	0	0	0
rg04_theta15p195_foilpm3	0	3	3	2	26	16	6	3	0	0	0
rg04_theta15p195_foilpm3	0	3	3	3	47	24	10	9	7	0	0
rg04_theta15p195_foilpm3	0	3	3	4	78	24	16	13	23	0	0
rg04_theta15p195_foilpm3	0	3	3	5	131	24	27	18	66	0	0
rg04_theta15p195_foilpm3	0	3	3	6	181	24	37	28	96	0	0
rg04_theta15p195_foilpm3	0	3	4	1	19	12	4	4	0	0	0
rg04_theta15p195_foilpm3	0	3	4	2	31	21	7	5	0	0	0
rg04_theta15p195_foilpm3	0	3	4	3	43	24	9	7	2	0	0
rg04_theta15p195_foilpm3	0	3	4	4	19	9	4	3	0	0	0
rg04_theta15p195_foilpm3	0	3	4	5	96	24	20	17	36	0	0
rg04_theta15p195_foilpm3	0	3	4	6	172	24	35	24	85	0	0
rg04_theta15p195_foilpm3	0	3	5	1	15	10	3	2	0	0	0
rg04_theta15p195_foilpm3	0	3	5	2	29	19	6	4	0	0	0
rg04_theta15p195_foilpm3	0	3	5	3	43	24	9	9	3	0	0
rg04_theta15p195_foilpm3	0	3	5	4	68	24	14	11	18	0	0
rg04_theta15p195_foilpm3	0	3	5	5	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	0	3	5	6	156	24	32	26	75	0	0
rg04_theta15p195_foilpm3	0	3	6	1	9	0	2	0	0	9	0
rg04_theta15p195_foilpm3	0	3	6	2	16	8	4	3	0	0	0
rg04_theta15p195_foilpm3	0	3	6	3	38	24	8	8	2	0	0
rg04_theta15p195_foilpm3	0	3	6	4	66	24	14	9	15	0	0
rg04_theta15p195_foilpm3	0	3	6	5	97	24	20	14	37	0	0
rg04_theta15p195_foilpm3	0	3	6	6	151	24	31	25	67	0	0
rg04_theta15p195_foilpm3	0	3	7	1	3	0	1	0	0	3	0
rg04_theta15p195_foilpm3	0	3	7	2	16	8	4	4	0	0	0
rg04_theta15p195_foilpm3	0	3	7	3	18	12	4	3	0	0	0
rg04_theta15p195_foilpm3	0	3	7	4	51	24	11	8	10	0	0
rg04_theta15p195_foilpm3	0	3	7	5	72	24	15	14	19	0	0
rg04_theta15p195_foilpm3	0	3	7	6	92	24	19	15	39	0	0
rg04_theta15p195_foilpm3	0	3	8	2	6	0	2	0	0	6	0
rg04_theta15p195_foilpm3	0	3	8	3	20	14	4	4	0	0	0
rg04_theta15p195_foilpm3	0	3	8	4	34	21	7	5	0	0	0
rg04_theta15p195_foilpm3	0	3	8	5	52	24	11	5	12	0	0
rg04_theta15p195_foilpm3	0	4	0	2	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	0	4	0	3	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	0	4	0	4	12	0	3	0	0	12	0
rg04_theta15p195_foilpm3	0	4	0	5	14	9	3	2	0	0	0
rg04_theta15p195_foilpm3	0	4	1	2	3	0	1	0	0	3	0
rg04_theta15p195_foilpm3	0	4	1	3	12	0	3	0	0	12	0
rg04_theta15p195_foilpm3	0	4	1	4	24	17	5	4	1	0	0
rg04_theta15p195_foilpm3	0	4	1	5	37	17	8	5	9	0	0
rg04_theta15p195_foilpm3	0	4	1	6	58	17	12	11	21	0	0
rg04_theta15p195_foilpm3	0	4	2	2	10	0	2	0	0	10	0
rg04_theta15p195_foilpm3	0	4	2	4	25	17	5	5	0	0	0
rg04_theta15p195_foilpm3	0	4	2	5	45	17	9	6	14	0	0
rg04_theta15p195_foilpm3	0	4	2	6	71	17	15	12	31	0	0
rg04_theta15p195_foilpm3	0	4	3	2	7	0	2	0	0	7	0
rg04_theta15p195_foilpm3	0	4	3	3	5	0	1	0	0	5	0
rg04_theta15p195_foilpm3	0	4	3	4	23	16	5	4	0	0	0
rg04_theta15p195_foilpm3	0	4	3	5	56	17	12	8	20	0	0
rg04_theta15p195_foilpm3	0	4	3	6	88	17	18	17	37	0	0
rg04_theta15p195_foilpm3	0	4	4	2	13	8	3	1	0	0	0
rg04_theta15p195_foilpm3	0	4	4	3	19	12	4	4	0	0	0
rg04_theta15p195_foilpm3	0	4	4	4	15	10	3	3	0	0	0
rg04_theta15p195_foilpm3	0	4	4	5	49	17	10	6	17	0	0
rg04_theta15p195_foilpm3	0	4	4	6	87	17	18	13	39	0	0
rg04_theta15p195_foilpm3	0	4	5	2	11	0	3	0	0	11	0
rg04_theta15p195_foilpm3	0	4	5	3	23	15	5	5	0	0	0
rg04_theta15p195_foilpm3	0	4	5	4	32	17	7	5	3	0	0
rg04_theta15p195_foilpm3	0	4	5	5	2	0	1	0	0	2	0
rg04_theta15p195_foilpm3	0	4	5	6	92	17	19	17	42	0	0
rg04_theta15p195_foilpm3	0	4	6	2	8	0	2	0	0	8	0
rg04_theta15p195_foilpm3	0	4	6	3	14	10	3	2	0	0	0
rg04_theta15p195_foilpm3	0	4	6	4	21	11	5	4	0	0	0
rg04_theta15p195_foilpm3	0	4	6	5	48	17	10	7	14	0	0
rg04_theta15p195_foilpm3	0	4	6	6	52	17	11	10	17	0	0
rg04_theta15p195_foilpm3	0	4	7	2	5	0	1	0	0	5	0
rg04_theta15p195_foilpm3	0	4	7	3	3	0	1	0	0	3	0
rg04_theta15p195_foilpm3	0	4	7	4	17	11	4	4	0	0	0
rg04_theta15p195_foilpm3	0	4	7	5	30	17	6	3	0	0	0
rg04_theta15p195_foilpm3	0	4	7	6	50	17	10	9	16	0	0
rg04_theta15p195_foilpm3	0	4	8	3	6	0	2	0	0	6	0
rg04_theta15p195_foilpm3	0	4	8	4	13	9	3	2	0	0	0
rg04_theta15p195_foilpm3	0	4	8	5	19	14	4	4	0	0	0
rg04_theta15p195_foilpm3	1	0	0	2	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	1	0	0	3	15	11	3	3	0	0	0
rg04_theta15p195_foilpm3	1	0	0	4	16	11	4	3	0	0	0
rg04_theta15p195_foilpm3	1	0	0	5	35	16	7	4	6	0	0
rg04_theta15p195_foilpm3	1	0	0	6	32	16	7	5	3	0	0
rg04_theta15p195_foilpm3	1	0	0	7	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	1	0	1	2	18	12	4	3	0	0	0
rg04_theta15p195_foilpm3	1	0	1	3	14	8	3	2	0	0	0
rg04_theta15p195_foilpm3	1	0	1	4	39	16	8	5	9	0	0
rg04_theta15p195_foilpm3	1	0	1	5	52	16	11	7	12	0	0
rg04_theta15p195_foilpm3	1	0	1	6	50	16	10	6	16	0	0
rg04_theta15p195_foilpm3	1	0	2	2	20	10	4	0	0	0	0
rg04_theta15p195_foilpm3	1	0	2	3	5	0	1	0	0	5	0
rg04_theta15p195_foilpm3	1	0	2	4	40	16	8	6	9	0	0
rg04_theta15p195_foilpm3	1	0	2	5	54	16	11	6	14	0	0
rg04_theta15p195_foilpm3	1	0	2	6	86	16	18	14	30	0	0
rg04_theta15p195_foilpm3	1	0	2	7	12	0	3	0	0	12	0
rg04_theta15p195_foilpm3	1	0	3	2	20	11	4	3	0	0	0
rg04_theta15p195_foilpm3	1	0	3	3	35	16	7	7	7	0	0
rg04_theta15p195_foilpm3	1	0	3	4	36	16	8	6	5	0	0
rg04_theta15p195_foilpm3	1	0	3	5	63	16	13	8	24	0	0
rg04_theta15p195_foilpm3	1	0	3	6	93	16	19	14	44	0	0
rg04_theta15p195_foilpm3	1	0	3	7	19	11	4	3	0	0	0
rg04_theta15p195_foilpm3	1	0	4	2	21	11	5	2	0	0	0
rg04_theta15p195_foilpm3	1	0	4	3	40	16	8	4	4	0	0
rg04_theta15p195_foilpm3	1	0	4	4	9	0	2	0	0	9	0
rg04_theta15p195_foilpm3	1	0	4	5	71	16	15	10	28	0	0
rg04_theta15p195_foilpm3	1	0	4	6	86	16	18	10	37	0	0
rg04_theta15p195_foilpm3	1	0	4	7	24	13	5	4	0	0	0
rg04_theta15p195_foilpm3	1	0	5	2	11	0	3	0	0	11	0
rg04_theta15p195_foilpm3	1	0	5	3	24	15	5	5	0	0	0
rg04_theta15p195_foilpm3	1	0	5	4	45	16	9	8	12	0	0
rg04_theta15p195_foilpm3	1	0	5	6	64	16	13	11	21	0	0
rg04_theta15p195_foilpm3	1	0	5	7	16	10	4	4	0	0	0
rg04_theta15p195_foilpm3	1	0	6	2	9	0	2	0	0	9	0
rg04_theta15p195_foilpm3	1	0	6	3	20	10	4	2	0	0	0
rg04_theta15p195_foilpm3	1	0	6	4	41	16	9	6	9	0	0
rg04_theta15p195_foilpm3	1	0	6	5	45	16	9	7	9	0	0
rg04_theta15p195_foilpm3	1	0	6	6	74	16	15	11	28	0	0
rg04_theta15p195_foilpm3	1	0	6	7	11	0	3	0	0	11	0
rg04_theta15p195_foilpm3	1	0	7	2	5	0	1	0	0	5	0
rg04_theta15p195_foilpm3	1	0	7	3	17	11	4	3	0	0	0
rg04_theta15p195_foilpm3	1	0	7	4	26	16	6	4	1	0	0
rg04_theta15p195_foilpm3	1	0	7	5	26	16	6	1	0	0	0
rg04_theta15p195_foilpm3	1	0	7	6	44	16	9	6	9	0	0
rg04_theta15p195_foilpm3	1	0	7	7	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	1	0	8	3	4	0	1	0	0	4	0
rg04_theta15p195_foilpm3	1	0	8	4	6	0	2	0	0	6	0
rg04_theta15p195_foilpm3	1	0	8	5	13	10	3	2	0	0	0
rg04_theta15p195_foilpm3	1	0	8	6	20	12	4	3	0	0	0
rg04_theta15p195_foilpm3	1	1	0	2	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	1	1	0	3	20	15	4	4	0	0	0
rg04_theta15p195_foilpm3	1	1	0	4	34	24	7	4	0	0	0
rg04_theta15p195_foilpm3	1	1	0	5	44	29	9	7	0	0	0
rg04_theta15p195_foilpm3	1	1	0	6	44	25	9	7	0	0	0
rg04_theta15p195_foilpm3	1	1	1	2	21	14	5	4	0	0	0
rg04_theta15p195_foilpm3	1	1	1	3	31	21	7	5	0	0	0
rg04_theta15p195_foilpm3	1	1	1	4	40	28	8	7	0	0	0
rg04_theta15p195_foilpm3	1	1	1	5	70	33	14	12	16	0	0
rg04_theta15p195_foilpm3	1	1	1	6	86	33	18	13	22	0	0
rg04_theta15p195_foilpm3	1	1	1	7	4	0	1	0	0	4	0
rg04_theta15p195_foilpm3	1	1	2	2	12	0	3	0	0	12	0
rg04_theta15p195_foilpm3	1	1	2	3	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	1	1	2	4	67	33	14	10	9	0	0
rg04_theta15p195_foilpm3	1	1	2	5	81	33	17	16	21	0	0
rg04_theta15p195_foilpm3	1	1	2	6	95	33	19	15	21	0	0
rg04_theta15p195_foilpm3	1	1	2	7	58	33	12	9	8	0	0
rg04_theta15p195_foilpm3	1	1	3	2	33	18	7	7	0	0	0
rg04_theta15p195_foilpm3	1	1	3	3	38	22	8	7	0	0	0
rg04_theta15p195_foilpm3	1	1	3	4	70	33	14	13	12	0	0
rg04_theta15p195_foilpm3	1	1	3	5	94	33	19	12	30	0	0
rg04_theta15p195_foilpm3	1	1	3	6	115	33	23	18	41	0	0
rg04_theta15p195_foilpm3	1	1	3	7	103	33	21	19	38	0	0
rg04_theta15p195_foilpm3	1	1	4	2	42	27	9	8	0	0	0
rg04_theta15p195_foilpm3	1	1	4	3	47	30	10	8	0	0	0
rg04_theta15p195_foilpm3	1	1	4	4	18	13	4	3	0	0	0
rg04_theta15p195_foilpm3	1	1	4	5	84	33	17	16	23	0	0
rg04_theta15p195_foilpm3	1	1	4	6	136	33	28	19	53	0	0
rg04_theta15p195_foilpm3	1	1	4	7	146	33	30	20	61	0	0
rg04_theta15p195_foilpm3	1	1	5	2	13	9	3	2	0	0	0
rg04_theta15p195_foilpm3	1	1	5	3	50	31	10	8	0	0	0
rg04_theta15p195_foilpm3	1	1	5	4	64	33	13	12	9	0	0
rg04_theta15p195_foilpm3	1	1	5	5	4	0	1	0	0	4	0
rg04_theta15p195_foilpm3	1	1	5	6	116	33	24	20	38	0	0
rg04_theta15p195_foilpm3	1	1	5	7	107	33	22	20	41	0	0
rg04_theta15p195_foilpm3	1	1	6	2	17	10	4	3	0	0	0
rg04_theta15p195_foilpm3	1	1	6	3	34	25	7	6	0	0	0
rg04_theta15p195_foilpm3	1	1	6	4	41	27	9	5	0	0	0
rg04_theta15p195_foilpm3	1	1	6	5	75	33	15	11	19	0	0
rg04_theta15p195_foilpm3	1	1	6	6	98	33	20	16	28	0	0
rg04_theta15p195_foilpm3	1	1	6	7	81	33	17	13	23	0	0
rg04_theta15p195_foilpm3	1	1	7	2	13	9	3	1	0	0	0
rg04_theta15p195_foilpm3	1	1	7	3	26	18	6	5	0	0	0
rg04_theta15p195_foilpm3	1	1	7	4	45	31	9	8	0	0	0
rg04_theta15p195_foilpm3	1	1	7	5	62	33	13	9	8	0	0
rg04_theta15p195_foilpm3	1	1	7	6	83	33	17	12	20	0	0
rg04_theta15p195_foilpm3	1	1	7	7	2	0	1	0	0	2	0
rg04_theta15p195_foilpm3	1	1	8	3	28	16	6	5	0	0	0
rg04_theta15p195_foilpm3	1	1	8	4	20	12	4	4	0	0	0
rg04_theta15p195_foilpm3	1	1	8	5	50	32	10	6	0	0	0
rg04_theta15p195_foilpm3	1	1	8	6	52	32	11	11	0	0	0
rg04_theta15p195_foilpm3	1	2	0	3	20	13	4	4	0	0	0
rg04_theta15p195_foilpm3	1	2	0	4	28	21	6	5	0	0	0
rg04_theta15p195_foilpm3	1	2	0	5	59	34	12	10	1	0	0
rg04_theta15p195_foilpm3	1	2	0	6	93	34	19	10	29	0	0
rg04_theta15p195_foilpm3	1	2	1	2	22	16	5	4	0	0	0
rg04_theta15p195_foilpm3	1	2	1	3	36	23	8	8	0	0	0
rg04_theta15p195_foilpm3	1	2	1	4	53	34	11	9	1	0	0
rg04_theta15p195_foilpm3	1	2	1	5	77	34	16	15	15	0	0
rg04_theta15p195_foilpm3	1	2	1	6	125	34	25	18	44	0	0
rg04_theta15p195_foilpm3	1	2	1	7	2	0	1	0	0	2	0
rg04_theta15p195_foilpm3	1	2	2	2	10	0	2	0	0	10	0
rg04_theta15p195_foilpm3	1	2	2	3	3	0	1	0	0	3	0
rg04_theta15p195_foilpm3	1	2	2	4	70	34	14	14	12	0	0
rg04_theta15p195_foilpm3	1	2	2	5	102	34	21	17	29	0	0
rg04_theta15p195_foilpm3	1	2	2	6	132	34	27	21	51	0	0
rg04_theta15p195_foilpm3	1	2	2	7	195	34	39	33	103	0	0
rg04_theta15p195_foilpm3	1	2	3	2	30	19	6	6	0	0	0
rg04_theta15p195_foilpm3	1	2	3	3	50	34	10	8	1	0	0
rg04_theta15p195_foilpm3	1	2	3	4	90	34	18	14	27	0	0
rg04_theta15p195_foilpm3	1	2	3	5	129	34	26	22	54	0	0
rg04_theta15p195_foilpm3	1	2	3	6	187	34	38	32	91	0	0
rg04_theta15p195_foilpm3	1	2	3	7	214	34	43	39	116	0	0
rg04_theta15p195_foilpm3	1	2	4	2	23	17	5	3	0	0	0
rg04_theta15p195_foilpm3	1	2	4	3	56	34	12	10	7	0	0
rg04_theta15p195_foilpm3	1	2	4	4	27	18	6	5	0	0	0
rg04_theta15p195_foilpm3	1	2	4	5	140	34	28	24	60	0	0
rg04_theta15p195_foilpm3	1	2	4	6	188	34	38	30	87	0	0
rg04_theta15p195_foilpm3	1	2	4	7	240	34	48	42	127	0	0
rg04_theta15p195_foilpm3	1	2	5	2	35	21	7	3	0	0	0
rg04_theta15p195_foilpm3	1	2	5	3	61	34	13	9	11	0	0
rg04_theta15p195_foilpm3	1	2	5	4	105	34	21	14	35	0	0
rg04_theta15p195_foilpm3	1	2	5	6	172	34	35	32	84	0	0
rg04_theta15p195_foilpm3	1	2	5	7	228	34	46	40	112	0	0
rg04_theta15p195_foilpm3	1	2	6	2	25	16	5	3	0	0	0
rg04_theta15p195_foilpm3	1	2	6	3	45	32	9	9	0	0	0
rg04_theta15p195_foilpm3	1	2	6	4	66	34	14	11	8	0	0
rg04_theta15p195_foilpm3	1	2	6	5	109	34	22	21	37	0	0
rg04_theta15p195_foilpm3	1	2	6	6	152	34	31	22	64	0	0
rg04_theta15p195_foilpm3	1	2	6	7	199	34	40	37	99	0	0
rg04_theta15p195_foilpm3	1	2	7	2	19	14	4	4	0	0	0
rg04_theta15p195_foilpm3	1	2	7	3	25	17	5	3	0	0	0
rg04_theta15p195_foilpm3	1	2	7	4	54	34	11	9	3	0	0
rg04_theta15p195_foilpm3	1	2	7	5	81	34	17	16	19	0	0
rg04_theta15p195_foilpm3	1	2	7	6	108	34	22	17	35	0	0
rg04_theta15p195_foilpm3	1	2	7	7	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	1	2	8	3	18	11	4	4	0	0	0
rg04_theta15p195_foilpm3	1	2	8	4	40	28	8	7	0	0	0
rg04_theta15p195_foilpm3	1	2	8	5	62	34	13	12	7	0	0
rg04_theta15p195_foilpm3	1	2	8	6	82	34	17	12	19	0	0
rg04_theta15p195_foilpm3	1	3	0	3	10	0	2	0	0	10	0
rg04_theta15p195_foilpm3	1	3	0	4	8	0	2	0	0	8	0
rg04_theta15p195_foilpm3	1	3	0	5	41	22	9	7	3	0	0
rg04_theta15p195_foilpm3	1	3	0	6	51	22	11	9	9	0	0
rg04_theta15p195_foilpm3	1	3	1	2	17	9	4	4	0	0	0
rg04_theta15p195_foilpm3	1	3	1	3	12	0	3	0	0	12	0
rg04_theta15p195_foilpm3	1	3	1	4	28	16	6	6	0	0	0
rg04_theta15p195_foilpm3	1	3	1	5	47	22	10	4	8	0	0
rg04_theta15p195_foilpm3	1	3	1	6	87	22	18	13	30	0	0
rg04_theta15p195_foilpm3	1	3	1	7	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	1	3	2	2	10	0	2	0	0	10	0
rg04_theta15p195_foilpm3	1	3	2	3	1	0	1	0	0	1	0
rg04_theta15p195_foilpm3	1	3	2	4	57	22	12	10	14	0	0
rg04_theta15p195_foilpm3	1	3	2	5	63	22	13	11	15	0	0
rg04_theta15p195_foilpm3	1	3	2	6	119	22	24	16	53	0	0
rg04_theta15p195_foilpm3	1	3	2	7	148	22	30	24	75	0	0
rg04_theta15p195_foilpm3	1	3	3	2	20	13	4	1	0	0	0
rg04_theta15p195_foilpm3	1	3	3	3	24	14	5	2	0	0	0
rg04_theta15p195_foilpm3	1	3	3	4	56	22	12	9	15	0	0
rg04_theta15p195_foilpm3	1	3	3	5	97	22	20	16	39	0	0
rg04_theta15p195_foilpm3	1	3	3	6	111	22	23	17	48	0	0
