N	last_code	degree	rank	truncated	sigma_max_Ay	sigma_min_Ay	threshold_Ay	sigma_min_minus_threshold_Ay	min_over_threshold_Ay	log10_min_over_threshold_Ay	log10_min_retained_over_threshold_Ay	kappa_Ay	rank_scaled	truncated_scaled	threshold_scaled_Gram	min_over_threshold_scaled_Gram	log10_min_over_threshold_scaled_Gram	kappa_scaled_Gram	min_over_threshold_direct_X	min_over_threshold_scaled_direct_X	xptar_residual_rms_mrad	ytar_residual_rms_cm	yptar_residual_rms_mrad	xptar_step_prediction_rms_mrad	ytar_step_prediction_rms_cm	yptar_step_prediction_rms_mrad	xptar_prediction_diff_from_full_rms_mrad	ytar_prediction_diff_from_full_rms_cm	yptar_prediction_diff_from_full_rms_mrad
33	01020	3	33	0	166962.29687452698	8.344553109721087e-09	3.707307724688013e-11	8.307480032474206e-09	225.08390803796357	2.352344447021267	2.352344447021267	20008536668071.805	33	0	4.090777577301213e-15	19083646960.457123	10.280661373693661	235992.60857750734	1006820641.6005645	9270658301389.105	2.3588364502377703	0.18999533559102347	1.1663161321042468	0.016620488017596056	0.002037591874550952	0.0018995289554970766	1.2854222764065792	0.11955669684481726	0.30648799443035823
34	00120	3	34	0	166962.29687837628	8.341706987353957e-09	3.707307724773485e-11	8.304633910106223e-09	225.0071374332335	2.3521962945500485	2.3521962945500485	20015363418002.023	34	0	4.227662693333018e-15	18446057756.053955	10.265903564113978	244149.7086765016	1006648926.0332347	9114475236558.293	2.358824772092634	0.1897889587308318	1.166311070699828	0.007422498932616063	0.008853173728874232	0.0034360387350454713	1.2854008443971232	0.11922844146590893	0.3064687710046496
35	00030	3	35	0	166962.29687846993	3.5172886577062825e-09	3.7073077247755644e-11	3.480215580458527e-09	94.87447276633111	1.9771493754615415	1.9771493754615415	47469034568050.06	35	0	4.36811285404456e-15	17845036737.29771	10.25151744636785	252372.6733471819	653664011.7044038	8964758825626.984	2.3586100449176888	0.1713703165470483	1.1544382052510138	0.03182705539308997	0.0815601830728529	0.16599380679559425	1.2850065748781516	0.08697319892560738	0.25767599782033623
36	40000	4	36	0	166964.96472929846	3.5167996627155213e-09	3.7073669629638863e-11	3.4797259930858825e-09	94.85976699495606	1.9770820535550566	1.9770820535550566	47476393523188.44	36	0	4.441737986306079e-15	17545400171.555195	10.244163277955604	256682.6395143602	653613321.9704771	8889176434053.328	2.35847708553572	0.17131261991940125	1.1542677879540117	0.025043482883818628	0.0044464890421443614	0.0198353493004221	1.2847625179232331	0.08685945879678454	0.25691151627503817
37	31000	4	37	0	166964.9981054479	3.516500189280359e-09	3.707367704063278e-11	3.479426512239726e-09	94.85167024102496	1.9770449827742225	1.9770449827742225	47480446215934.03	37	0	4.530554419714117e-15	16956465368.633661	10.229335327231889	265597.7840583053	653585433.3148263	8738714500242.82	2.3369860251854835	0.17119609710664246	1.1541580682514017	0.31766420893124103	0.006317477891646115	0.015914816047427175	1.2448712170509852	0.08662940421008394	0.2564180893344255
38	22000	4	38	0	166964.99858750132	3.5152187506105443e-09	3.707367714767014e-11	3.478145073462874e-09	94.8171053173088	1.976886692557403	1.976886692557403	47497754886094.03	38	0	4.627156499710208e-15	12536251402.656883	10.098167692912659	359246.11614090804	653466340.2221009	7513870982831.47	2.157170755516799	0.17115115342722703	1.1541357724935568	0.8989527184288603	0.003922611105821041	0.007173812225315343	0.8611566176976262	0.08654058576670907	0.2563178822538847
39	13000	4	39	0	166964.9985952331	3.510326113663941e-09	3.707367714938694e-11	3.473252436514554e-09	94.68513467167604	1.9762818012121577	1.9762818012121577	47563956506867.555	39	0	4.7267243506744765e-15	2273612337.0303016	9.356716417149917	1980812.451630568	653011436.7569417	3199912447964.114	2.154166839471118	0.17019982535330802	1.1531347254285342	0.11380106075606373	0.018020304594648286	0.0480588315099899	0.853606924290926	0.08463627578347178	0.2518057259321531
40	04000	4	40	0	166964.99859537213	5.4836063746142235e-11	3.707367714941781e-11	1.7762386596724423e-11	1.4791104622596993	0.17000060899246164	0.17000060899246164	3044802766447988.5	40	0	4.823566469899882e-15	537014725.6336466	8.729986194775442	8386361.513749007	81616918.15961921	1555152506867.8057	2.1541042242408626	0.17008771552326352	1.1529492793237155	0.01642447652966556	0.006176534800430668	0.02067980494498829	0.8534568132144585	0.08435133690561702	0.25129287680029694
41	30100	4	41	0	166965.05061378292	5.482704918308974e-11	3.7073688699825285e-11	1.7753360483264457e-11	1.4788668488589893	0.1699290736527634	0.1699290736527634	3045304336117359.5	41	0	4.9246241780248224e-15	525921010.7711537	8.720920521411859	8563262.419896297	81610196.62201208	1539005415657.242	2.1539883669699487	0.17005495245938984	1.1529450077238415	0.022341128610508614	0.0033382646239817856	0.0031384141528201267	0.8531642150608878	0.08428567114830969	0.25127264104233715
42	21100	4	42	0	166965.05128489016	5.4784605322551686e-11	3.7073688848841026e-11	1.771091647371066e-11	1.477721991623834	0.1695927365890246	0.1695927365890246	3047663669417003.0	42	0	5.040257627248853e-15	513812576.8322622	8.71080473049086	8765063.041344604	81578601.44705929	1521185764735.4644	2.153058725399645	0.17003804019304763	1.1529441924560002	0.06327720662284723	0.0023982733504833184	0.0013711199449336806	0.850815198476706	0.08425088002318624	0.25126832197263105
43	12100	4	43	0	166965.0512950774	5.4075006004619004e-11	3.707368885110305e-11	1.7001317153515956e-11	1.4585817511118837	0.1639307756324446	0.1639307756324446	3087656639017580.5	43	0	5.162553428889203e-15	497830558.55200243	8.697081551579885	9046450.74514858	81048554.79302952	1497340816013.3376	2.1499252290678483	0.16867195790401013	1.1518673872826861	0.11612194736696821	0.021511236693553343	0.049820266164544186	0.8428633752784565	0.08148299530302328	0.24618301787256266
44	03100	4	44	0	166965.0512952514	5.403651646810092e-11	3.7073688851141686e-11	1.6962827616959234e-11	1.4575435610162344	0.16362154320893982	0.16362154320893982	3089855938323022.0	44	0	5.2849673626411095e-15	475767039.53670496	8.677394351439869	9465976.524468858	81019702.20835324	1463784226990.1829	2.1494955746261164	0.1686491282877015	1.15185519846159	0.042980284243972114	0.0027751457720002082	0.005299449792338746	0.8418252710144714	0.08143949197887597	0.24612335393644932
45	20200	4	45	0	166965.0823359983	5.4034842586532934e-11	3.707369574357207e-11	1.6961146842960868e-11	1.4574981399285405	0.16360800918111257	0.16360800918111257	3089952229778696.5	45	0	5.411640755435839e-15	464626626.9053235	8.66710409480277	9692943.465954632	81018439.20640597	1446544954384.075	2.1490741012592003	0.16864891065154203	1.1517948982204484	0.04255869491982914	0.00027025494792349295	0.011788973372855345	0.8407486723539771	0.08143908112242014	0.2458423269605665
46	11200	4	46	0	166965.0827369365	5.397474364069979e-11	3.7073695832598233e-11	1.6901047808101554e-11	1.4558770694029584	0.16312470579167057	0.16312470579167057	3093392788456638.0	46	0	5.551521642714582e-15	452541140.29468495	8.655658066835809	9951801.56314153	80973351.94290125	1427607828490.4082	2.14849766032466	0.1684847111514132	1.1513687423019283	0.04976552685344531	0.007439474803083866	0.031328171496649106	0.8392717437620622	0.08109566809524811	0.24385476662798597
47	02200	4	47	0	166965.08274284197	5.272139273453143e-11	3.707369583390951e-11	1.564769690062192e-11	1.4220700566440352	0.15292099193838973	0.15292099193838973	3166932322587966.5	47	0	5.695582499520449e-15	430342273.37997174	8.63381400979136	10465157.401336754	80027704.21331647	1392152758555.2388	2.14483269206806	0.16847713791413454	1.1513681906870383	0.12542381485240947	0.0015969257539397647	0.0011276168849456197	0.8298301447222547	0.08107722182451291	0.24385507010905177
48	10300	4	48	0	166965.0850439325	5.271896407300243e-11	3.707369634485424e-11	1.5645267728148185e-11	1.4220045280248867	0.1529009793002815	0.1529009793002815	3167078260732287.5	48	0	5.8151751966103105e-15	421480508.6945861	8.624777495539377	10685190.73709741	80025856.3918632	1377744338776.8376	2.1447154749736814	0.1684488084573984	1.1513623118877516	0.022446153010550137	0.0030915731715945582	0.0036870507063009655	0.8295272033261264	0.08101820150918836	0.2438279081484176
49	01300	4	49	0	166965.08507546425	5.264626017344605e-11	3.70736963518557e-11	1.557256382159035e-11	1.420043463532626	0.15230163711792294	0.15230163711792294	3171451961172331.0	49	0	5.94679088491688e-15	411960104.0209585	8.614855159133834	10932125.668026764	79970654.76978132	1362095214003.826	2.1436228165355273	0.16843214496414946	1.150998643203152	0.06844663974064034	0.002369524457546232	0.028937671836510876	0.8266806846677486	0.08098473007054921	0.24209148626621643
50	00400	4	50	0	166965.08676551573	5.263305131543888e-11	3.7073696727122515e-11	1.5559354588316363e-11	1.4196871626490215	0.15219265529617404	0.15219265529617404	3172247904930790.0	50	0	6.057811467244813e-15	404336315.7835785	8.606742749585262	11138251.627590762	79960600.63012642	1349432800166.3137	2.1432293149230386	0.1684228597728714	1.1507043280886595	0.04106667043907721	0.0017683923600369095	0.02602651299966457	0.8256576997896155	0.08096538569157437	0.2406945493111451
51	30010	4	51	0	166965.08708391295	5.2628531974933024e-11	3.70736967978209e-11	1.5554835177112126e-11	1.4195652584078533	0.1521553621418917	0.1521553621418917	3172520319651675.5	51	0	6.200263933382471e-15	395006083.7228571	8.596603784504738	11401342.442437664	79957186.43191607	1333772564008.0535	2.1288308285853628	0.16809049391520164	1.1501435633387633	0.2480272734170795	0.010574718457427515	0.035916367572466114	0.7875255919148565	0.08027243092789044	0.237993167706401
52	21010	4	52	0	166965.08708883345	5.261846652724426e-11	3.707369679891347e-11	1.554476972833079e-11	1.4192937600111777	0.15207229337721107	0.15207229337721107	3173127194848674.5	52	0	6.351572995152056e-15	384785824.0468441	8.585219063751333	11704172.414683927	79949548.37715584	1316404685038.4712	2.098134773983769	0.16250820127646376	1.1451360224738927	0.3602099215067059	0.042959231018248105	0.10720892223066547	0.7003483494809126	0.06780434032438866	0.21250737646359666
53	12010	4	53	0	166965.08708891168	5.0396269184757103e-11	3.707369679893084e-11	1.3322572385826264e-11	1.359353761187648	0.13333249318475304	0.13333249318475304	3313044592186043.5	53	0	6.507318876672286e-15	358306345.24388736	8.554254499151336	12569131.658288227	78243109.75438158	1270302453720.267	2.0834131285705952	0.1614366845676643	1.1442494232083658	0.24811176018822093	0.018630973034942083	0.045052619200106385	0.6577396129473231	0.06527708153358121	0.20752380190642242
54	03010	4	53	1	166965.08708891302	4.929331897294582e-12	3.7073696798931136e-11	-3.214436490163655e-11	0.13296035526289082	-0.8762778331470056	0.13345810433872254	3.3871747848942824e+16	54	0	6.66367822911591e-15	348274180.89423543	8.541921279480375	12931190.063549839	24469612.223065417	1252392698874.4895	2.0837069403184953	0.16138749606693878	1.1442260491013139	0.00850050604544299	0.0007464579439361979	0.001638803563693499	0.6575897379150611	0.0651887640108009	0.20742138145048042
55	20110	4	54	1	166965.08736975162	4.928831920875779e-12	3.7073696861289834e-11	-3.214486494041405e-11	0.13294686902460418	-0.876321886097355	0.1332983165009891	3.3875183826533176e+16	55	0	6.809972588843763e-15	340781871.6996661	8.532476483893356	13215490.61547369	24468607.409907825	1238848300369.1094	2.0785718389733265	0.16097880251458802	1.1440802704174047	0.1461848787531086	0.011478593634895319	0.01826698256822388	0.641122501295679	0.06416784589270265	0.20662207699693133
56	11110	4	55	1	166965.08737354307	4.889849739381363e-12	3.70736968621317e-11	-3.218384712275034e-11	0.13189539089035432	-0.8797703806921509	0.13310481158048743	3.414523886671957e+16	56	0	6.967109926317142e-15	331648520.4439184	8.520678064156707	13579435.30501006	24370862.129992913	1222134261839.8787	2.0767257435303583	0.15904495385474735	1.1434092620532463	0.08761346613609833	0.02485353485456599	0.03909934431244211	0.6349703102898363	0.05914420292495098	0.20293728715167608
57	02110	4	56	1	166965.08737359868	4.8829220782567106e-12	3.707369686214405e-11	-3.2190774783887345e-11	0.13170852899869992	-0.8803861006863821	0.12094151911949903	3.4193682532244744e+16	57	0	7.129688910152442e-15	312709327.78588367	8.495140835977562	14401871.729436137	24351472.50049052	1186725584543.2727	2.0732045978123246	0.1585734937998668	1.1432830330937032	0.12123828466847245	0.01231453926666918	0.01709173640695204	0.6252839318533052	0.058050876763285776	0.20180286241218873
58	10210	4	57	1	166965.0873905863	4.880118642901037e-12	3.707369686591606e-11	-3.2193578223015026e-11	0.13163291107846342	-0.8806355141200194	0.1209324610477781	3.4213325455409868e+16	58	0	7.275136587517874e-15	306447568.0278067	8.486356179134711	14696150.65426737	24343720.261313826	1174783875454.8333	2.0693074394533455	0.15805968962494157	1.1425636919662006	0.12716622217120108	0.0127807099482168	0.04058518064204496	0.612149953299473	0.05662858442917753	0.19767940707350432
59	01210	4	58	1	166965.08739083132	4.829954884046926e-12	3.707369686597047e-11	-3.224374198192354e-11	0.13027982889077047	-0.8851228205081699	0.1203974512294879	3.456866397288881e+16	59	0	7.432598035509126e-15	299742133.6489701	8.476747794414178	15024913.489955634	24218285.091531273	1161859958103.8433	2.0689968278085833	0.1576963368966607	1.1421815589704862	0.035673012974359514	0.010720700152857593	0.029557267532870374	0.611131984817925	0.05558518954867036	0.19552745287836618
60	00310	4	59	1	166965.08740769525	4.828233597240944e-12	3.707369686971501e-11	-3.2245463272474066e-11	0.13023340008978335	-0.8852776208794407	0.11993314934956613	3.4580987859225812e+16	60	0	7.553952167479768e-15	294831459.3319281	8.469573822081571	15275166.488594554	24214284.847992677	1152303280926.5479	2.068477238145245	0.1574574965238084	1.141614492936342	0.04634061577377126	0.00869026274143866	0.03600106795536942	0.6092769261154968	0.054932711727650366	0.19204262321384877
61	20020	4	60	1	166965.08741261938	4.824332898832965e-12	3.707369687080839e-11	-3.2249363971975424e-11	0.13012818537208293	-0.8856286263760358	0.11988322641408244	3.4608948203597068e+16	61	0	7.71274412278648e-15	288323868.7175117	8.459880596683108	15619933.401292365	24206325.077127516	1139515365659.7788	2.0654441700579644	0.1574489888931109	1.1414819140534338	0.11208183069438338	0.0015972605077897125	0.017397396759082223	0.5987081275828713	0.054912318168841005	0.1912496297707775
62	11020	4	61	1	166965.087412685	4.7485507501744746e-12	3.707369687082296e-11	-3.232514612064849e-11	0.12808409063493179	-0.8925048107592026	0.11864514453665986	3.516127260650005e+16	62	0	7.881020195729034e-15	279637047.4448011	8.446594707971347	16105160.845182661	24001974.25707351	1122218028511.1885	2.0651466551349196	0.15332460584922908	1.1401428066546786	0.03579368748668241	0.03598186470603335	0.05566572265935899	0.5972873234833772	0.04231035908286758	0.18320141919752894
63	02020	4	61	2	166965.08741268603	1.2268274959049025e-12	3.707369687082319e-11	-3.584686937491829e-11	0.033091587822481484	-1.4802823937347471	0.12089273534233445	1.3609499947629827e+17	63	0	8.052889696491295e-15	254160376.0451833	8.405107844383725	17719519.058981363	10550891.842248792	1069876897412.3558	2.0651427382012644	0.15329661470970193	1.140130519084927	0.0023810538410924996	0.00123732930969652	0.00191400644309153	0.5973806310946344	0.04228630373287473	0.18324290717711886
64	10120	4	62	2	166965.08741298658	2.477000239218355e-12	3.7073696870889924e-11	-3.459669663167157e-11	0.06681287403963436	-1.1751398461222524	0.1200784913687649	6.740616523544394e+16	64	0	8.201179697522831e-15	249403029.77420232	8.396901725029553	18057517.711183548	10549988.735844493	1059816678827.7424	2.0611994247986103	0.15322649430363125	1.139434730861848	0.12745089668555626	0.004741056284719464	0.03988910737518326	0.5839574910548522	0.04206413400207262	0.17886008976716564
