pool	level	zfoil	ndel	rungroup	xscol	yscol	model	target	n	qa_low	bias	rms	p95
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	1	enet	ztar	17	False	-0.11259489438714573	1.2416342658149593	2.394165327528016
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	1	svd	xptar	17	False	-1.8253529083341928	2.8510419160543337	5.138390365946268
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	1	svd	ytar	17	False	0.01941571456925462	0.21934097270106293	0.43248682557897034
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	1	svd	yptar	17	False	-0.20756341939297487	1.3251720345508335	2.5891081388908868
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	1	svd	ztar	17	False	0.08603587635843797	0.9884418816025657	1.9568333313196788
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	2	enet	xptar	34	False	-2.1142451399079714	2.9298023619839566	4.9257879072498545
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	2	enet	ytar	34	False	0.061309842932366826	0.215376701398828	0.40030039318375243
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	2	enet	yptar	34	False	-0.3219385293027083	1.24755352979974	2.099975607583069
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	2	enet	ztar	34	False	0.28203450381886686	0.9994146007663411	1.8407833423784394
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	2	svd	xptar	34	False	-0.13892662204655196	1.8867448028178708	3.316180294872483
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	2	svd	ytar	34	False	0.04860010874171531	0.19305340165685736	0.37146717381212546
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	2	svd	yptar	34	False	-0.34704076657295096	1.1744789932679918	2.153342038283304
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	2	svd	ztar	34	False	0.22669032779547985	0.8970766382920247	1.7482434992972202
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	3	enet	xptar	34	False	-1.4924650055613138	2.4255321766814966	4.3547108524904745
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	3	enet	ytar	34	False	0.12105469708901176	0.2481415577632325	0.3922003005538145
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	3	enet	yptar	34	False	-0.5659696530556668	1.3719623234518994	2.125483434958764
training	hole	-8.0	0	rg03_theta12p490_foilpm8	3	3	enet	ztar	34	False	0.5796760898213036	1.1943924882251313	1.8803812778480171
