term	target	coefficient	standardized	active	fold_frequency
02310	xptar	0.0	0.0	False	0.0
02310	ytar	-0.0	-0.0	False	0.0
02310	yptar	0.0	0.0	False	0.0
10410	xptar	0.0	0.0	False	0.0
10410	ytar	-0.0	-0.0	False	0.0
10410	yptar	0.0	0.0	False	0.0
01410	xptar	0.0	0.0	False	0.0
01410	ytar	-0.0	-0.0	False	0.0
01410	yptar	-0.0	-0.0	False	0.0
00510	xptar	0.0	0.0	False	0.0
00510	ytar	0.0	0.0	False	0.0
00510	yptar	-0.0	-0.0	False	0.0
40020	xptar	-0.0	-0.0	False	0.0
40020	ytar	-0.0	-0.0	False	0.0
40020	yptar	-0.0	-0.0	False	0.0
31020	xptar	1108.086801135634	0.007051024029406759	True	1.0
31020	ytar	0.0	0.0	False	0.0
31020	yptar	0.0	0.0	False	0.0
22020	xptar	0.0	0.0	False	0.0
22020	ytar	0.0	0.0	False	0.0
22020	yptar	0.0	0.0	False	0.0
13020	xptar	0.0	0.0	False	0.0
13020	ytar	0.0	0.0	False	0.0
13020	yptar	-0.0	-0.0	False	0.0
04020	xptar	-4638075.63046078	-0.05969732893216463	True	1.0
04020	ytar	1859164.07411051	0.07027833401304423	True	1.0
04020	yptar	-90396.43014958964	-0.0028990926112012856	True	1.0
30120	xptar	0.0	0.0	False	0.0
30120	ytar	-0.0	-0.0	False	0.0
30120	yptar	0.0	0.0	False	0.0
21120	xptar	0.0	0.0	False	0.0
21120	ytar	0.0	0.0	False	0.0
21120	yptar	-0.0	-0.0	False	0.0
12120	xptar	-0.0	-0.0	False	0.0
12120	ytar	0.0	0.0	False	0.0
12120	yptar	-0.0	-0.0	False	0.0
03120	xptar	-0.0	-0.0	False	0.0
03120	ytar	-0.0	-0.0	False	0.0
03120	yptar	-0.0	-0.0	False	0.0
20220	xptar	-0.0	-0.0	False	0.0
20220	ytar	0.0	0.0	False	0.0
20220	yptar	-0.0	-0.0	False	0.0
11220	xptar	0.0	0.0	False	0.0
11220	ytar	-0.0	-0.0	False	0.0
